,city,payment,seller,estimated_delivery,state,rating,customer,order
318,UNKNOWN,CREDIT CARD,6.0,2017-08-07 12:00:00,RS,4.5,32044.0,32044.0
319,UNKNOWN,OTHER,7.0,2017-07-21 12:00:00,SP,1.5,36938.0,36938.0
320,sao paulo,credit card,22.0,valores em falta,sp,n/a,34629.0,34629.0
321,NONES,OTHER,7.0,2017-04-05 12:00:00,PR,1.0,61463.0,61463.0
322,unknown,credit card,12.0,2018-05-21 12:00:00,sp,1.0,33003.0,33003.0
323,SAO PAULO,CREDIT CARD,5.0,2017-09-15 12:00:00,SP,3.0,13845.0,13845.0
324,SAO BERNARDO DO CAMPO,OTHER,8.0,2017-08-17 12:00:00,SP,3.0,26732.0,26732.0
325,sao paulo,credit card,0.0,nan,sp,1.0,54406.0,54406.0
326,niteroi,other,7.0,2017-09-15 12:00:00,rj,4.0,24817.0,24817.0
327,belo horizonte,credit card,22.0,2018-01-29 12:00:00,mg,4.5,51966.0,51966.0
328,unknown,credit card,10.0,2017-06-30,RJ,4.0,55089.0,55089.0
329,rio de janeiro,credit card,19.0,2017-12-14,RJ,1.0,17028.0,17028.0
330,UNKNOWN,CREDIT CARD,11.0,2017-08-22,RJ,4.5,23670.0,23670.0
331,BELO HORIZONTE,CREDIT CARD,1.0,2018-03-08 12:00:00,MG,2.0,2840.0,2840.0
332,N/A,CREDIT CARD,17.0,2018-02-16,RS,4.5,15388.0,15388.0
333,sao paulo,credit card,19.0,2017-12-27,SP,1.0,22059.0,22059.0
334,unknown,other,13.0,2018-03-13 12:00:00,sp,1.0,31294.0,31294.0
335,sao paulo,credit card,9.0,nones,sp,2.0,10905.0,10905.0
336,unknown,other,13.0,no_info,mg,1.0,48011.0,48011.0
337,BELO HORIZONTE,CREDIT CARD,3.0,2018-03-07,MG,3.5,1129.0,1129.0
338,no_info,credit card,1.0,no_info,mg,nones,29639.0,29639.0
339,SAO PAULO,OTHER,10.0,2018-07-05 12:00:00,SP,2.0,15665.0,15665.0
340,unknown,credit card,8.0,2017-09-06,sp,2.5,4374.0,4374.0
341,unknown,other,11.0,2017-03-29 12:00:00,mg,3.0,53358.0,53358.0
342,unknown,credit card,20.0,2017-12-14 12:00:00,rj,3.5,43044.0,43044.0
343,NO_INFO,NO_INFO,23.0,2018-05-03 12:00:00,N/A,NAN,53723.0,53723.0
344,sao paulo,other,6.0,2018-03-29 12:00:00,sp,2.0,28144.0,28144.0
345,belo horizonte,credit card,15.0,2018-03-23 12:00:00,MG,1.0,32160.0,32160.0
346,NITEROI,CREDIT CARD,4.0,2017-07-26 12:00:00,RJ,1.0,18838.0,18838.0
347,cascavel,credit card,20.0,2018-05-28 12:00:00,pr,1.0,31462.0,31462.0
348,juiz de fora,credit card,16.0,2018-08-09 12:00:00,mg,4.0,25967.0,25967.0
349,UNKNOWN,CREDIT CARD,1.0,2017-10-10,SP,2.5,4819.0,4819.0
350,maringa,other,5.0,2018-07-26 12:00:00,PR,1.5,20580.0,20580.0
351,unknown,credit card,1.0,n/a,rj,4.5,37391.0,37391.0
352,sao paulo,credit card,14.0,2017-08-15,SP,3.0,37623.0,37623.0
353,sao paulo,credit card,1.0,2018-03-20 12:00:00,sp,2.0,932.0,932.0
354,sao paulo,credit card,0.0,2017-05-24 12:00:00,sp,4.5,41437.0,41437.0
355,sao paulo,credit card,5.0,2018-07-30 12:00:00,SP,2.5,2129.0,2129.0
356,sao paulo,credit card,8.0,2018-05-28 12:00:00,sp,2.5,61748.0,61748.0
357,curitiba,other,10.0,2017-02-13,pr,2.0,11006.0,11006.0
358,unknown,credit card,5.0,2017-03-24 12:00:00,SP,4.5,48340.0,48340.0
359,SAO PAULO,OTHER,11.0,2018-05-23,SP,2.5,46575.0,46575.0
360,niteroi,credit card,12.0,nan,rj,1.0,32222.0,32222.0
361,belo horizonte,credit card,3.0,2018-08-27,mg,n/a,3814.0,3814.0
362,SAO PAULO,CREDIT CARD,5.0,NONES,SP,5.0,32347.0,32347.0
363,unknown,credit card,5.0,no_info,sp,2.5,48594.0,48594.0
364,UNKNOWN,N/A,12.0,NO_INFO,RJ,N/A,31841.0,31841.0
365,unknown,credit card,10.0,2018-02-02 12:00:00,sp,1.0,61985.0,61985.0
366,unknown,credit card,7.0,2018-08-27,mg,1.0,57388.0,57388.0
367,unknown,credit card,1.0,2017-12-29 12:00:00,sp,1.0,32330.0,32330.0
368,unknown,credit card,3.0,valores em falta,sp,3.0,48365.0,48365.0
369,unknown,other,22.0,2017-06-16 12:00:00,RJ,1.0,36810.0,36810.0
370,unknown,credit card,21.0,2017-10-03,rs,4.5,55109.0,55109.0
371,guarulhos,credit card,10.0,2018-01-11 12:00:00,SP,2.0,46128.0,46128.0
372,unknown,other,10.0,2018-07-16 12:00:00,RJ,3.5,709.0,709.0
373,no_info,no_info,16.0,no_info,nones,nones,49351.0,49351.0
374,unknown,credit card,3.0,2017-12-05,pr,2.5,27054.0,27054.0
375,PORTO ALEGRE,CREDIT CARD,17.0,2018-02-16,RS,4.5,15388.0,15388.0
376,sao paulo,credit card,19.0,2017-12-27,sp,1.0,22059.0,22059.0
377,unknown,other,16.0,2018-07-20 12:00:00,mg,3.5,4451.0,4451.0
378,UNKNOWN,CREDIT CARD,1.0,2018-04-04,MG,3.0,26283.0,26283.0
379,RIO DE JANEIRO,CREDIT CARD,3.0,2017-07-03 12:00:00,RJ,5.0,45321.0,45321.0
380,unknown,credit card,9.0,2018-04-20 12:00:00,SP,2.0,10662.0,10662.0
381,sao paulo,other,17.0,2017-09-08,SP,1.5,9273.0,9273.0
382,unknown,credit card,9.0,2018-05-02,mg,2.0,190.0,190.0
383,UNKNOWN,CREDIT CARD,7.0,2017-05-11 12:00:00,MG,2.5,7382.0,7382.0
384,unknown,credit card,14.0,2018-08-10 12:00:00,no_info,1.0,50246.0,50246.0
385,CURITIBA,OTHER,10.0,2017-02-13,PR,2.0,11006.0,11006.0
386,unknown,credit card,21.0,2018-07-18 12:00:00,sp,2.5,31453.0,31453.0
387,rio de janeiro,credit card,7.0,2017-12-14 12:00:00,rj,5.0,1279.0,1279.0
388,sao bernardo do campo,n/a,3.0,2018-01-24 12:00:00,SP,2.5,24445.0,24445.0
389,porto alegre,credit card,19.0,nones,no_info,5.0,30757.0,30757.0
390,nones,valores em falta,12.0,nan,no_info,no_info,32222.0,32222.0
391,campinas,credit card,7.0,2017-04-19 12:00:00,sp,4.5,34473.0,34473.0
392,sao paulo,credit card,5.0,2017-05-29 12:00:00,sp,5.0,42339.0,42339.0
393,belo horizonte,credit card,3.0,2018-03-19 12:00:00,mg,1.5,46733.0,46733.0
394,unknown,other,5.0,2018-02-14 12:00:00,sp,1.0,9933.0,9933.0
395,valores em falta,n/a,5.0,valores em falta,no_info,n/a,6777.0,6777.0
396,unknown,credit card,17.0,valores em falta,SP,4.5,38083.0,38083.0
397,UNKNOWN,CREDIT CARD,3.0,2018-08-01,NAN,4.5,4620.0,4620.0
398,unknown,other,15.0,2018-03-01,SP,1.0,19801.0,19801.0
399,unknown,credit card,21.0,2018-02-06 12:00:00,mg,2.0,20707.0,20707.0
400,sao paulo,credit card,1.0,2017-09-14,sp,1.5,38983.0,38983.0
401,sao paulo,other,4.0,2018-06-20,SP,2.5,11451.0,11451.0
402,sao paulo,other,1.0,2017-04-10 12:00:00,sp,1.5,24516.0,24516.0
403,unknown,credit card,2.0,2017-08-17 12:00:00,nones,3.0,19010.0,19010.0
404,sao paulo,other,17.0,2018-02-06 12:00:00,sp,3.5,59247.0,59247.0
405,sao paulo,credit card,12.0,2017-12-04 12:00:00,SP,4.5,52041.0,52041.0
406,UNKNOWN,CREDIT CARD,12.0,2018-08-24 12:00:00,SP,1.0,31796.0,31796.0
407,unknown,credit card,4.0,2017-12-22,RJ,4.5,56445.0,56445.0
408,sao paulo,credit card,13.0,2017-12-01 12:00:00,SP,3.0,22540.0,22540.0
409,belo horizonte,credit card,4.0,2018-07-25,mg,2.5,15837.0,15837.0
410,unknown,credit card,12.0,2018-02-16,rs,4.5,51901.0,51901.0
411,unknown,other,1.0,2018-03-15,sp,1.0,61010.0,61010.0
412,SAO PAULO,CREDIT CARD,20.0,2018-06-08 12:00:00,SP,2.0,12328.0,12328.0
413,unknown,credit card,3.0,2018-01-09,rs,2.0,47651.0,47651.0
414,unknown,credit card,8.0,2017-12-06,mg,1.0,2534.0,2534.0
415,sao paulo,credit card,11.0,2017-02-20 12:00:00,sp,2.0,51603.0,51603.0
416,N/A,CREDIT CARD,22.0,NAN,SP,4.0,20502.0,20502.0
417,guarulhos,credit card,1.0,nan,sp,1.0,55257.0,55257.0
418,sao paulo,credit card,7.0,2018-03-29 12:00:00,sp,3.5,57734.0,57734.0
419,valores em falta,credit card,7.0,n/a,sp,4.0,46058.0,46058.0
420,unknown,other,22.0,2018-01-08 12:00:00,sp,3.0,6844.0,6844.0
421,unknown,credit card,1.0,2018-05-17,sp,2.0,49055.0,49055.0
422,RIO DE JANEIRO,CREDIT CARD,3.0,2018-08-01 12:00:00,RJ,5.0,11000.0,11000.0
423,no_info,credit card,20.0,2018-05-28 12:00:00,nones,n/a,31462.0,31462.0
424,unknown,credit card,8.0,2018-02-14 12:00:00,SP,3.0,20545.0,20545.0
425,rio de janeiro,credit card,14.0,2018-08-02 12:00:00,rj,1.5,28554.0,28554.0
426,UNKNOWN,CREDIT CARD,5.0,2018-09-10 12:00:00,SP,2.5,13475.0,13475.0
427,UNKNOWN,CREDIT CARD,16.0,2017-04-13 12:00:00,RS,3.0,28887.0,28887.0
428,sao bernardo do campo,credit card,23.0,2018-04-04 12:00:00,sp,1.0,56322.0,56322.0
429,unknown,other,22.0,2018-04-10 12:00:00,pr,1.0,37400.0,37400.0
430,UNKNOWN,CREDIT CARD,24.0,2017-12-22 12:00:00,RJ,4.5,46275.0,46275.0
431,porto alegre,other,13.0,2018-08-07 12:00:00,RS,5.0,23765.0,23765.0
432,UNKNOWN,CREDIT CARD,4.0,2018-04-02,MG,1.0,36507.0,36507.0
433,SAO PAULO,CREDIT CARD,1.0,2018-03-26,SP,2.0,38209.0,38209.0
434,UNKNOWN,CREDIT CARD,22.0,2017-04-03 12:00:00,SP,4.5,20815.0,20815.0
435,unknown,credit card,20.0,2017-12-04 12:00:00,mg,2.0,36249.0,36249.0
436,sao paulo,credit card,5.0,2017-12-18 12:00:00,sp,1.0,588.0,588.0
437,sao paulo,other,23.0,2018-05-03 12:00:00,SP,3.0,53723.0,53723.0
438,uberlandia,credit card,22.0,2017-10-02 12:00:00,MG,1.0,21522.0,21522.0
439,porto alegre,credit card,20.0,2018-06-19 12:00:00,rs,5.0,54614.0,54614.0
440,unknown,other,0.0,2017-04-26 12:00:00,sp,1.0,13096.0,13096.0
441,valores em falta,no_info,7.0,n/a,no_info,nan,42547.0,42547.0
442,belo horizonte,credit card,16.0,2017-06-08,mg,5.0,56668.0,56668.0
443,unknown,credit card,21.0,2017-12-15,sp,1.0,7009.0,7009.0
444,unknown,credit card,0.0,2017-06-07,PR,1.0,37087.0,37087.0
445,unknown,other,16.0,2017-12-11 12:00:00,pr,1.0,13457.0,13457.0
446,unknown,other,14.0,2017-04-06 12:00:00,sp,1.0,62768.0,62768.0
447,rio de janeiro,credit card,10.0,2017-06-19 12:00:00,rj,5.0,25099.0,25099.0
448,unknown,credit card,5.0,2017-03-14 12:00:00,pr,4.0,39309.0,39309.0
449,UNKNOWN,CREDIT CARD,5.0,2018-05-02 12:00:00,MG,1.0,28093.0,28093.0
450,nones,other,0.0,n/a,nan,no_info,44821.0,44821.0
451,unknown,credit card,20.0,n/a,rj,1.0,59065.0,59065.0
452,unknown,credit card,7.0,2017-03-21 12:00:00,sp,1.0,33613.0,33613.0
453,nones,valores em falta,17.0,nones,sp,no_info,11446.0,11446.0
454,NO_INFO,NONES,19.0,VALORES EM FALTA,NO_INFO,N/A,16783.0,16783.0
455,unknown,credit card,21.0,2018-05-24,sp,2.5,29673.0,29673.0
456,unknown,credit card,16.0,2018-06-20,SP,3.0,25658.0,25658.0
457,unknown,credit card,5.0,2017-10-27 12:00:00,rj,1.5,53013.0,53013.0
458,unknown,credit card,3.0,2018-02-14,mg,2.5,49130.0,49130.0
459,unknown,other,24.0,2018-04-10 12:00:00,mg,3.5,6102.0,6102.0
460,SAO PAULO,CREDIT CARD,21.0,2017-10-10,SP,4.5,22463.0,22463.0
461,unknown,credit card,4.0,2018-08-23 12:00:00,pr,2.0,24232.0,24232.0
462,UNKNOWN,CREDIT CARD,0.0,2017-03-06 12:00:00,SP,3.0,8653.0,8653.0
463,UNKNOWN,CREDIT CARD,13.0,2018-03-29,SP,1.0,43001.0,43001.0
464,unknown,credit card,12.0,2017-08-22 12:00:00,SP,2.0,60386.0,60386.0
465,guarulhos,other,22.0,2018-03-16 12:00:00,SP,4.0,43505.0,43505.0
466,unknown,credit card,18.0,2018-04-25 12:00:00,sp,2.0,58532.0,58532.0
467,UNKNOWN,CREDIT CARD,5.0,2017-08-17,MG,1.5,18476.0,18476.0
468,rio de janeiro,credit card,17.0,2017-08-11,RJ,5.0,38213.0,38213.0
469,unknown,credit card,10.0,2017-06-30 12:00:00,mg,1.0,20194.0,20194.0
470,unknown,nan,10.0,n/a,MG,2.0,2080.0,2080.0
471,valores em falta,other,6.0,2018-04-17 12:00:00,SP,1.0,17047.0,17047.0
472,UNKNOWN,CREDIT CARD,10.0,NO_INFO,MG,1.0,60812.0,60812.0
473,unknown,credit card,5.0,2017-12-27 12:00:00,MG,1.0,19272.0,19272.0
474,UNKNOWN,CREDIT CARD,5.0,N/A,SP,2.5,43882.0,43882.0
475,sao paulo,credit card,16.0,2018-08-24 12:00:00,sp,1.5,52459.0,52459.0
476,sao paulo,credit card,9.0,2018-07-17,SP,3.5,49877.0,49877.0
477,UNKNOWN,OTHER,3.0,2017-12-19 12:00:00,MG,1.5,47209.0,47209.0
478,unknown,credit card,22.0,2017-03-15 12:00:00,sp,3.5,19827.0,19827.0
479,UNKNOWN,CREDIT CARD,1.0,2018-01-05 12:00:00,SP,3.0,18940.0,18940.0
480,LONDRINA,CREDIT CARD,0.0,2016-11-28 12:00:00,PR,2.0,55749.0,55749.0
481,sao goncalo,credit card,14.0,2018-07-12 12:00:00,rj,1.0,53949.0,53949.0
482,unknown,credit card,3.0,2017-02-14,SP,3.0,44670.0,44670.0
483,UNKNOWN,OTHER,17.0,NONES,RJ,3.0,34618.0,34618.0
484,unknown,other,17.0,2018-08-03 12:00:00,rj,3.0,34618.0,34618.0
485,n/a,other,3.0,nan,sp,valores em falta,41025.0,41025.0
486,UNKNOWN,CREDIT CARD,7.0,VALORES EM FALTA,SP,3.5,60279.0,60279.0
487,unknown,credit card,9.0,2018-06-01,sp,1.0,51550.0,51550.0
488,rio de janeiro,other,3.0,2018-07-26 12:00:00,rj,1.0,30566.0,30566.0
489,sao paulo,credit card,3.0,2017-08-04 12:00:00,sp,4.0,42047.0,42047.0
490,curitiba,credit card,9.0,2017-09-21 12:00:00,pr,4.5,22960.0,22960.0
491,no_info,credit card,8.0,n/a,nones,3.0,51687.0,51687.0
492,unknown,credit card,5.0,nones,MG,1.0,14576.0,14576.0
493,n/a,nones,7.0,nones,sp,1.0,47584.0,47584.0
494,UNKNOWN,OTHER,23.0,2018-03-22 12:00:00,RJ,1.5,42525.0,42525.0
495,N/A,N/A,11.0,NAN,PR,NAN,12554.0,12554.0
496,sao paulo,credit card,3.0,2018-05-25 12:00:00,SP,5.0,3572.0,3572.0
497,sao paulo,credit card,7.0,n/a,sp,5.0,4691.0,4691.0
498,niteroi,credit card,13.0,2018-02-14 12:00:00,rj,4.5,58506.0,58506.0
499,unknown,credit card,10.0,nones,SP,3.0,14001.0,14001.0
500,unknown,credit card,3.0,2017-07-19 12:00:00,rs,4.5,54983.0,54983.0
501,nan,credit card,10.0,nan,n/a,nones,55708.0,55708.0
502,SAO PAULO,CREDIT CARD,1.0,2018-03-20 12:00:00,SP,2.0,932.0,932.0
503,uberlandia,credit card,23.0,nones,mg,1.0,35755.0,35755.0
504,unknown,credit card,15.0,2017-04-03 12:00:00,mg,1.0,54845.0,54845.0
505,unknown,credit card,8.0,2018-03-12 12:00:00,RJ,3.5,16693.0,16693.0
506,sao bernardo do campo,credit card,0.0,2017-06-05 12:00:00,sp,4.0,50628.0,50628.0
507,unknown,credit card,5.0,2017-05-15,SP,2.0,39654.0,39654.0
508,unknown,credit card,19.0,2017-06-01,sp,1.0,38399.0,38399.0
509,SAO PAULO,CREDIT CARD,12.0,2017-09-22 12:00:00,SP,4.5,1999.0,1999.0
510,UNKNOWN,CREDIT CARD,21.0,2017-12-27 12:00:00,SP,2.0,1594.0,1594.0
511,unknown,credit card,8.0,2017-04-04,RS,4.5,16432.0,16432.0
512,no_info,credit card,15.0,no_info,sp,1.5,31282.0,31282.0
513,UNKNOWN,CREDIT CARD,3.0,NONES,SP,1.0,11448.0,11448.0
514,belo horizonte,credit card,9.0,2018-08-20 12:00:00,MG,2.5,26275.0,26275.0
515,unknown,credit card,17.0,2017-10-30 12:00:00,sp,3.5,10385.0,10385.0
516,SAO PAULO,OTHER,21.0,2018-08-01 12:00:00,SP,2.0,22685.0,22685.0
517,n/a,valores em falta,15.0,no_info,valores em falta,1.0,32160.0,32160.0
518,belo horizonte,credit card,10.0,2018-07-04 12:00:00,mg,2.5,22812.0,22812.0
519,sao paulo,other,20.0,2017-03-17 12:00:00,SP,2.0,44463.0,44463.0
520,unknown,other,3.0,no_info,RS,1.0,53111.0,53111.0
521,unknown,credit card,1.0,2017-12-29 12:00:00,sp,1.0,32330.0,32330.0
522,unknown,credit card,3.0,2018-03-12 12:00:00,sp,1.0,16446.0,16446.0
523,UNKNOWN,CREDIT CARD,9.0,2017-07-28 12:00:00,SP,2.5,62543.0,62543.0
524,unknown,credit card,7.0,no_info,RS,1.0,16535.0,16535.0
525,sao paulo,other,3.0,nones,no_info,2.5,45165.0,45165.0
526,unknown,credit card,22.0,2017-11-09 12:00:00,rj,3.0,13435.0,13435.0
527,unknown,credit card,0.0,nan,SP,2.0,9465.0,9465.0
528,sao paulo,credit card,5.0,valores em falta,SP,3.5,53356.0,53356.0
529,UNKNOWN,CREDIT CARD,1.0,NO_INFO,PR,3.0,24998.0,24998.0
530,sao paulo,other,15.0,2017-12-21 12:00:00,sp,2.0,43416.0,43416.0
531,CONTAGEM,OTHER,5.0,2017-03-16,MG,4.5,53671.0,53671.0
532,sao paulo,credit card,7.0,2017-09-18,SP,4.0,59757.0,59757.0
533,SANTO ANDRE,CREDIT CARD,19.0,2017-05-31,SP,1.0,17071.0,17071.0
534,UNKNOWN,CREDIT CARD,0.0,2018-08-28 12:00:00,SP,1.0,61175.0,61175.0
535,unknown,credit card,23.0,2017-06-01,sp,3.0,3294.0,3294.0
536,unknown,credit card,3.0,2017-06-21 12:00:00,sp,3.0,47921.0,47921.0
537,rio de janeiro,credit card,21.0,2017-04-06 12:00:00,RJ,5.0,5973.0,5973.0
538,guarulhos,other,10.0,2018-08-24 12:00:00,sp,1.0,8351.0,8351.0
539,unknown,credit card,4.0,2018-04-02,MG,1.0,36507.0,36507.0
540,nones,credit card,20.0,2018-05-28 12:00:00,pr,1.0,31462.0,31462.0
541,sao paulo,other,3.0,nan,sp,2.5,45165.0,45165.0
542,unknown,credit card,3.0,2017-04-18 12:00:00,RJ,4.5,30703.0,30703.0
543,unknown,nones,3.0,valores em falta,sp,3.0,51968.0,51968.0
544,londrina,credit card,20.0,2018-02-01,pr,3.5,28444.0,28444.0
545,unknown,credit card,12.0,nan,SP,3.0,60786.0,60786.0
546,unknown,credit card,9.0,n/a,sp,3.0,44679.0,44679.0
547,belo horizonte,other,10.0,2018-06-04 12:00:00,mg,1.0,6073.0,6073.0
548,UNKNOWN,NONES,1.0,VALORES EM FALTA,N/A,NONES,40768.0,40768.0
549,rio de janeiro,credit card,1.0,2018-03-01 12:00:00,RJ,5.0,25290.0,25290.0
550,sao paulo,credit card,7.0,2017-08-02,SP,2.0,19387.0,19387.0
551,juiz de fora,credit card,9.0,2018-03-06 12:00:00,MG,1.0,34848.0,34848.0
552,UNKNOWN,CREDIT CARD,13.0,2018-03-29,SP,1.0,43001.0,43001.0
553,rio de janeiro,credit card,5.0,no_info,RJ,5.0,1925.0,1925.0
554,nones,credit card,24.0,2018-03-05 12:00:00,sp,3.0,63030.0,63030.0
555,niteroi,credit card,1.0,2018-07-16 12:00:00,RJ,5.0,41473.0,41473.0
556,sao paulo,credit card,8.0,2017-09-26 12:00:00,SP,4.5,45525.0,45525.0
557,UNKNOWN,CREDIT CARD,16.0,2018-05-25 12:00:00,SP,1.0,20406.0,20406.0
558,curitiba,credit card,2.0,nan,PR,3.5,39378.0,39378.0
559,SAO PAULO,CREDIT CARD,0.0,2017-05-24 12:00:00,SP,4.5,41437.0,41437.0
560,unknown,credit card,3.0,2018-02-14,mg,2.5,49130.0,49130.0
561,UNKNOWN,CREDIT CARD,1.0,2017-07-04 12:00:00,SP,1.0,54745.0,54745.0
562,SANTO ANDRE,CREDIT CARD,5.0,NO_INFO,SP,4.0,22359.0,22359.0
563,unknown,other,16.0,nones,mg,1.0,48194.0,48194.0
564,rio de janeiro,credit card,24.0,2017-11-21 12:00:00,rj,5.0,49683.0,49683.0
565,unknown,no_info,1.0,2018-05-16,mg,1.5,30364.0,30364.0
566,UNKNOWN,CREDIT CARD,20.0,2017-12-04 12:00:00,MG,2.0,36249.0,36249.0
567,UNKNOWN,OTHER,1.0,2018-02-06 12:00:00,SP,2.0,11476.0,11476.0
568,unknown,credit card,22.0,2018-07-27,RS,4.5,40226.0,40226.0
569,UNKNOWN,CREDIT CARD,0.0,2018-06-08 12:00:00,SP,2.0,19177.0,19177.0
570,nan,no_info,12.0,2018-06-21 12:00:00,mg,n/a,17915.0,17915.0
571,sao paulo,credit card,21.0,2017-10-10,sp,4.5,22463.0,22463.0
572,n/a,nan,15.0,valores em falta,no_info,1.5,54240.0,54240.0
573,unknown,credit card,8.0,2018-04-25 12:00:00,sp,1.0,39011.0,39011.0
574,sao paulo,credit card,7.0,2018-07-19 12:00:00,sp,1.0,12408.0,12408.0
575,curitiba,other,0.0,2017-09-11 12:00:00,PR,3.0,35479.0,35479.0
576,sao paulo,credit card,10.0,2017-10-11 12:00:00,sp,2.0,12846.0,12846.0
577,unknown,credit card,2.0,2018-06-01 12:00:00,MG,1.0,47435.0,47435.0
578,unknown,credit card,1.0,2017-12-13 12:00:00,sp,1.0,27241.0,27241.0
579,rio de janeiro,credit card,17.0,2018-10-04 12:00:00,rj,4.0,36200.0,36200.0
580,unknown,credit card,5.0,2017-05-15,SP,2.0,39654.0,39654.0
581,rio de janeiro,credit card,0.0,no_info,RJ,1.0,7682.0,7682.0
582,UNKNOWN,CREDIT CARD,17.0,2017-03-24 12:00:00,MG,1.0,48800.0,48800.0
583,n/a,valores em falta,8.0,n/a,no_info,1.5,30027.0,30027.0
584,unknown,other,19.0,2017-12-11 12:00:00,mg,2.5,4821.0,4821.0
585,SAO BERNARDO DO CAMPO,CREDIT CARD,20.0,VALORES EM FALTA,SP,1.5,3740.0,3740.0
586,UNKNOWN,CREDIT CARD,10.0,2018-04-13,PR,1.0,6623.0,6623.0
587,UNKNOWN,OTHER,1.0,2017-08-01 12:00:00,SP,1.0,40768.0,40768.0
588,unknown,other,12.0,2017-11-01 12:00:00,sp,1.0,19585.0,19585.0
589,SAO PAULO,CREDIT CARD,15.0,2018-08-24 12:00:00,SP,1.0,42127.0,42127.0
590,no_info,nan,20.0,nones,valores em falta,nan,43724.0,43724.0
591,unknown,credit card,14.0,2017-08-16 12:00:00,sp,3.0,40543.0,40543.0
592,unknown,credit card,22.0,2017-11-09 12:00:00,rj,3.0,13435.0,13435.0
593,sao paulo,credit card,1.0,2017-02-14,sp,3.0,17671.0,17671.0
594,unknown,credit card,15.0,2018-08-02 12:00:00,SP,2.5,14773.0,14773.0
595,unknown,other,1.0,n/a,sp,1.5,42496.0,42496.0
596,CURITIBA,CREDIT CARD,2.0,NAN,PR,3.5,39378.0,39378.0
597,sao paulo,credit card,1.0,2018-03-26,SP,2.0,38209.0,38209.0
598,unknown,credit card,7.0,2018-03-19 12:00:00,SP,3.5,23140.0,23140.0
599,cascavel,other,12.0,2018-08-31,pr,2.0,38044.0,38044.0
600,porto alegre,other,24.0,2017-09-18 12:00:00,rs,4.5,33505.0,33505.0
601,UNKNOWN,CREDIT CARD,3.0,2017-06-02,SP,2.5,33410.0,33410.0
602,unknown,credit card,19.0,2018-04-02,sp,2.0,9679.0,9679.0
603,unknown,credit card,9.0,2018-09-03 12:00:00,nan,2.0,14371.0,14371.0
604,rio de janeiro,credit card,0.0,2018-01-04,rj,5.0,15438.0,15438.0
605,BELO HORIZONTE,CREDIT CARD,17.0,2018-06-28,MG,1.0,47429.0,47429.0
606,unknown,other,12.0,2018-08-14,rs,1.0,46282.0,46282.0
607,niteroi,other,10.0,2018-03-13 12:00:00,rj,1.0,38494.0,38494.0
608,CURITIBA,VALORES EM FALTA,19.0,NAN,VALORES EM FALTA,NONES,31567.0,31567.0
609,unknown,credit card,6.0,2017-06-09 12:00:00,sp,2.5,1650.0,1650.0
610,sao paulo,credit card,6.0,2017-08-14,SP,4.0,8518.0,8518.0
611,juiz de fora,other,12.0,2017-08-21,mg,2.5,59819.0,59819.0
612,unknown,credit card,0.0,2017-09-11 12:00:00,sp,3.0,39311.0,39311.0
613,BELO HORIZONTE,CREDIT CARD,15.0,2018-03-23 12:00:00,MG,1.0,32160.0,32160.0
614,rio de janeiro,other,3.0,2017-12-04 12:00:00,rj,4.5,36396.0,36396.0
615,niteroi,other,7.0,2017-09-15 12:00:00,RJ,4.0,24817.0,24817.0
616,unknown,credit card,16.0,n/a,mg,3.0,57865.0,57865.0
617,guarulhos,credit card,19.0,2018-05-24 12:00:00,SP,3.0,19987.0,19987.0
618,rio de janeiro,credit card,8.0,nones,rj,5.0,35978.0,35978.0
619,unknown,credit card,22.0,nan,SP,3.5,55592.0,55592.0
620,unknown,credit card,1.0,nan,sp,1.0,23487.0,23487.0
621,sao paulo,credit card,17.0,2017-04-17,SP,4.5,53537.0,53537.0
622,rio de janeiro,credit card,5.0,2017-12-26 12:00:00,rj,5.0,5966.0,5966.0
623,UNKNOWN,CREDIT CARD,5.0,2018-02-01,PR,1.0,7776.0,7776.0
624,guarulhos,credit card,1.0,2017-09-06 12:00:00,sp,3.5,57891.0,57891.0
625,NAN,N/A,10.0,2018-08-06,NAN,NO_INFO,20846.0,20846.0
626,unknown,credit card,13.0,nan,rs,4.5,28701.0,28701.0
627,juiz de fora,other,12.0,2017-08-21,nan,valores em falta,59819.0,59819.0
628,unknown,credit card,21.0,2017-08-23,mg,1.0,52112.0,52112.0
629,unknown,credit card,5.0,2018-08-17,sp,1.0,40510.0,40510.0
630,rio de janeiro,credit card,1.0,nones,rj,5.0,57480.0,57480.0
631,UNKNOWN,CREDIT CARD,13.0,2018-03-19 12:00:00,SP,3.0,41753.0,41753.0
632,sao paulo,other,7.0,nan,n/a,3.0,2213.0,2213.0
633,unknown,nones,7.0,valores em falta,nan,nan,33613.0,33613.0
634,unknown,credit card,10.0,2018-05-30,rs,1.5,55250.0,55250.0
635,unknown,other,7.0,2017-04-17 12:00:00,sp,1.0,47584.0,47584.0
636,pelotas,other,1.0,nan,rs,4.0,45344.0,45344.0
637,sao paulo,credit card,1.0,nan,SP,1.0,43131.0,43131.0
638,unknown,other,0.0,2018-07-17,n/a,1.5,46106.0,46106.0
639,duque de caxias,other,3.0,2017-06-28,rj,1.0,43930.0,43930.0
640,sao paulo,other,17.0,2018-02-06 12:00:00,sp,3.5,59247.0,59247.0
641,unknown,credit card,22.0,2018-04-30,RJ,4.0,31589.0,31589.0
