id,rut,nombre,registro,comuna,capital
4911276,77894269-0,InnovaMoll SPA,2024-01-31,PROVIDENCIA,2000000
4915123,77893897-9,CENTRO PODOLOGICO BILBAO SpA,2024-01-31,PROVIDENCIA,1000000
4928747,77894285-2,MV CONSULTORES LIMITADA,2024-01-31,PROVIDENCIA,1000000
4862614,77894076-0,SOCIEDAD GASTRONOMICA Y EVENTOS VARGAS Y VARGAS LIMITADA,2024-01-31,PROVIDENCIA,2000000
4897058,77894368-9,COMERCIALIZADORA CASA DELIA CHILE SpA,2024-01-31,PROVIDENCIA,4000000
4923997,77893839-1,Apollo Guardian SpA,2024-01-31,PROVIDENCIA,3000000
4928607,77894318-2,TU DEPORTE A UN CLIC SpA,2024-01-31,PROVIDENCIA,1000000
4924308,77894319-0,Soluciones e Innovaciones Integrales SpA,2024-01-31,PROVIDENCIA,1500000
4929341,77894358-1,Clinica Novaterra SpA,2024-01-31,PROVIDENCIA,2000000
4926377,77894277-1,UX Digital SpA,2024-01-31,PROVIDENCIA,500000
4891792,77894365-4,COMERCIALIZADORA YAL SPA,2024-01-31,PROVIDENCIA,1000000
4911947,77894099-K,GLAM AND FOOD SpA,2024-01-31,PROVIDENCIA,2000000
4902129,77893818-9,Estudio Jur\355dico Legal Asesor\355a C\355a Limitada,2024-01-31,PROVIDENCIA,1000000
4922217,77894311-5,Inmobiliaria Atlas Spa,2024-01-31,PROVIDENCIA,1000000
4918004,77894006-K,COMERCIALIZADORA DEIVID FRUT SPA,2024-01-31,PROVIDENCIA,1500000
4929722,77895286-6,Rodr\355guez Enterprise Experience SpA,2024-02-01,PROVIDENCIA,5000000
4925408,77895355-2,BLACK RUFFIANS SPA,2024-02-01,PROVIDENCIA,1000000
4929726,77894429-4,GRUPO CONNECT SPA,2024-02-01,PROVIDENCIA,6000000
4928853,77895351-K,SwiftieDay SpA,2024-02-01,PROVIDENCIA,500000
4930507,77895105-3,Academia de Transformaci\363n Imparable SpA,2024-02-01,PROVIDENCIA,3000000
4931117,77895259-9,Alemur Consultores SpA,2024-02-01,PROVIDENCIA,3000000
4929343,77895309-9,MasterPro Chile SpA,2024-02-01,PROVIDENCIA,1000000
4928877,77894448-0,COMERCIALIZADORA A&M SPA,2024-02-01,PROVIDENCIA,3000000
4928849,77894587-8,SERVICIOS JESS SPA,2024-02-01,PROVIDENCIA,3500000
4929063,77894535-5,TRANSPORTES YENSEN SPA,2024-02-01,PROVIDENCIA,500000
4925036,77894526-6,AZSO ENERGIA Y SEGURIDAD SPA,2024-02-01,PROVIDENCIA,7000000
4929960,77894487-1,Servinsum SpA,2024-02-01,PROVIDENCIA,1000000
4927516,77894591-6,Sociedad Patagonia Medical Service SpA,2024-02-01,PROVIDENCIA,3000000
4913126,77894647-5,GRUPO DELTEIL SpA,2024-02-01,PROVIDENCIA,1000000
4910621,77894479-0,Instalaciones Volpanel SpA,2024-02-01,PROVIDENCIA,2000000
4929557,77895162-2,EVENTOS IRA SPA,2024-02-01,PROVIDENCIA,1500000
4921713,77894523-1,CENTRO DE BELLEZA ASOCIADOS LAP SPA,2024-02-01,PROVIDENCIA,1000000
4928308,77895332-3,Sociedad Odontologica y Medica Cornejo SpA,2024-02-01,PROVIDENCIA,5000000
4920854,77894606-8,COMERCIAL FYF CHILE SpA,2024-02-01,PROVIDENCIA,2000000
4931834,77895369-2,SOCIEDAD COMERCIAL VP LIMITADA,2024-02-01,PROVIDENCIA,2000000
4921646,77895343-9,PCMASTEROK SpA,2024-02-01,PROVIDENCIA,1000000
4930319,77895227-0,RECREAXION SpA,2024-02-01,PROVIDENCIA,2000000
4931259,77895293-9,Netstar Telecom SpA,2024-02-01,PROVIDENCIA,4000000
4921537,77894598-3,IGFA RENTAL SPA,2024-02-01,PROVIDENCIA,1000000
4928324,77895346-3,ZELCON SPA,2024-02-01,PROVIDENCIA,1000000
4903218,77895123-1,AGROSERVICIOS DO\321A ISIDORA SPA,2024-02-01,PROVIDENCIA,4000000
4906910,77895128-2,CONSTRUCTORA BELO SpA,2024-02-01,PROVIDENCIA,3000000
4929091,77895222-K,Inmobiliaria P&E SpA,2024-02-01,PROVIDENCIA,1000000
4926566,77895193-2,RMCOMEX SPA,2024-02-01,PROVIDENCIA,1000000
4932563,77895847-3,SEVEN RENT SpA,2024-02-02,PROVIDENCIA,1000000
4930173,77895546-6,IMPORTADORA & COMERCIALIZADORA HEREFOR SPA,2024-02-02,PROVIDENCIA,1000000
4931679,77895814-7,CEIR INVERSIONES SPA,2024-02-02,PROVIDENCIA,100000
4932998,77895803-1,Metta SpA,2024-02-02,PROVIDENCIA,3000000
4907771,77895815-5,Gestion de Cambio Global Limitada,2024-02-02,PROVIDENCIA,1000000
4859066,77895438-9,ESTUDIO DENTAL CHILE LIMITADA,2024-02-02,PROVIDENCIA,1000000
4853153,77895677-2,ASESOR\315AS INSPIRA LIMITADA,2024-02-02,PROVIDENCIA,1000000
4871076,77895453-2,PODEROSX PRODUCCIONES SpA,2024-02-02,PROVIDENCIA,1000000
4917003,77895755-8,PREVENSUR Asesorias RHM Limitada,2024-02-02,PROVIDENCIA,3000000
4932093,77895437-0,Salvaimpt SpA,2024-02-02,PROVIDENCIA,1000000
4928884,77895672-1,PEREZ VALENZUELA SERVICIOS AGRICOLAS SPA,2024-02-02,PROVIDENCIA,3500000
4931390,77895775-2,Barba Rosa SpA,2024-02-02,PROVIDENCIA,2490000
4922068,77895653-5,Wise Clothing  SpA,2024-02-02,PROVIDENCIA,1500000
4930013,77895888-0,CENTRO RADIOLOGICO SCANART LIMITADA,2024-02-02,PROVIDENCIA,1000000
4931192,77895404-4,BKI SpA,2024-02-02,PROVIDENCIA,4000000
4932271,77895519-9,AutoSoltec SpA,2024-02-02,PROVIDENCIA,5000000
4932808,77895718-3,LOGCEN Log\355stica Central SpA,2024-02-02,PROVIDENCIA,1000000
4928235,77895855-4,Servicios m\351dicos DAV  SpA,2024-02-02,PROVIDENCIA,500000
4929502,77895545-8,KALMA YOGA SPA,2024-02-02,PROVIDENCIA,2000000
4930572,77895713-2,PROLINE MOBILIARIO SPA,2024-02-02,PROVIDENCIA,2000000
4931208,77895427-3,SERVICIOS SANTA BERNARDA SPA,2024-02-02,PROVIDENCIA,4000000
4931315,77895595-4,MONTAJES V & V SPA,2024-02-02,PROVIDENCIA,5000000
4933260,77895838-4,Fenix SpA,2024-02-02,PROVIDENCIA,1000000
4930726,77895812-0,BORDEOS SpA,2024-02-02,PROVIDENCIA,1000000
4927514,77895392-7,Entrenemos Capacitaci\363n SpA,2024-02-02,PROVIDENCIA,3500000
4932833,77896008-7,Sociedad de Transportes GABAS SpA,2024-02-03,PROVIDENCIA,7000000
4920337,77895933-K,ROG Climatizaci\363n Limitada,2024-02-03,PROVIDENCIA,1000000
4893794,77895973-9,SOCIEDAD DE INVERSIONES LEON LIMITADA,2024-02-03,PROVIDENCIA,1000000
4918477,77895964-K,Quiltro Spa,2024-02-03,PROVIDENCIA,1000000
4928549,77895927-5,INVERSIONES SAN IGNACIO SPA,2024-02-03,PROVIDENCIA,500000
4929194,77896015-K,PATIO360 SpA,2024-02-03,PROVIDENCIA,1000000
4933570,77895924-0,SOCIEDAD DE INVERSIONES GONZALEZ SPA,2024-02-03,PROVIDENCIA,1000000
4934546,77896241-1,Global Travel spa,2024-02-04,PROVIDENCIA,500000
4934385,77896217-9,VENTAS E IMPORTACIONES FABIAN ANDRES ARAYA CISTERNAS Empresa Individual de Responsabilidad Limitada,2024-02-04,PROVIDENCIA,100000
4934082,77896025-7,Spatial Lab SPA,2024-02-04,PROVIDENCIA,500000
4934539,77896249-7,Challa Catering  SpA,2024-02-04,PROVIDENCIA,25000
4934232,77896123-7,Wild Soul Travel SpA,2024-02-04,PROVIDENCIA,1000000
4934900,77896399-K,Home21 spa,2024-02-05,PROVIDENCIA,1000000
4907014,77896705-7,Sociedad Ortodoncia de la Fuente \301vila Spa,2024-02-05,PROVIDENCIA,2000000
4936321,77896795-2,M&M IMPORT SpA,2024-02-05,PROVIDENCIA,1500000
4869946,77896332-9,GAIA ESTUDIO SPA,2024-02-05,PROVIDENCIA,500000
4932765,77896721-9,Netstar Academy SpA,2024-02-05,PROVIDENCIA,3000000
4933150,77896754-5,SERVICIOS INTEGRALES G.A. EXPRESS  SpA,2024-02-05,PROVIDENCIA,5000000
4929670,77896763-4,Distribuidora Man\341 Limitada,2024-02-05,PROVIDENCIA,500000
4932438,77896857-6,La Empresa Que Quieres SPA,2024-02-05,PROVIDENCIA,1000000
4913559,77896583-6,Bender SpA,2024-02-05,PROVIDENCIA,1500000
4923938,77896794-4,Homlab Constructora Modular SpA,2024-02-05,PROVIDENCIA,1000000
4916082,77896762-6,CANTARE SPA,2024-02-05,PROVIDENCIA,1000000
4927071,77896612-3,MULTISTORE SPA,2024-02-05,PROVIDENCIA,2000000
4932794,77896587-9,Comercial MyL spa,2024-02-05,PROVIDENCIA,1000000
4926126,77896656-5,Trevocare SpA,2024-02-05,PROVIDENCIA,350000
4930022,77896464-3,Distribuidora & Comercializadora Mocalene SpA,2024-02-05,PROVIDENCIA,1000000
4918614,77896849-5,Comercializadora Mi Ikigai SpA,2024-02-05,PROVIDENCIA,1000000
4876988,77896554-2,AGRICOLA ARAYA CAMPOS SPA,2024-02-05,PROVIDENCIA,2000000
4935883,77896699-9,Comercializadora de Alimentos Laura Esis Empresa Individual de Responsabilidad Limitada,2024-02-05,PROVIDENCIA,300000
4927476,77896502-K,COMERCIALIZADORA C Y V SPA,2024-02-05,PROVIDENCIA,1000000
4935536,77896556-9,COMERCIALIZADORA GUALDRA SPA,2024-02-05,PROVIDENCIA,5000000
4921284,77896265-9,T Y J EMPRESAS SpA,2024-02-05,PROVIDENCIA,3000000
4935497,77896634-4,COMERCIALIZADORA EUROPARTS CHILE SpA,2024-02-05,PROVIDENCIA,1000000
4918704,77896618-2,COMERCIALIZADORA TEMITO LIMITADA,2024-02-05,PROVIDENCIA,1010000
4925888,77896749-9,DISTRIBUCION Y SERVICIOS LOGISTICOS ASPAR SPA,2024-02-05,PROVIDENCIA,10000000
4935826,77896683-2,SOCIEDAD DE INVERSIONES E IMPORTADORA RED SPA,2024-02-05,PROVIDENCIA,5000000
4931252,77896615-8,GRUPO SKY SpA,2024-02-05,PROVIDENCIA,3000000
4922781,77896847-9,IDENTIDAD CORPORATIVA ASESORIAS COMUNICACIONALES LIMITADA,2024-02-05,PROVIDENCIA,3000000
4932165,77896838-K,PINTURA HOGAR SpA,2024-02-05,PROVIDENCIA,1000000
4932892,77896488-0,JMS Servicios Profesionales SpA,2024-02-05,PROVIDENCIA,1000000
4931333,77897298-0,COMERCIALIZADORA TODO LIMPIOO SpA,2024-02-06,PROVIDENCIA,500000
4926173,77897278-6,Servicios de Estettica y Belleza Katherine Madrid Limitada,2024-02-06,PROVIDENCIA,100000
4936033,77897165-8,SUPERFICIES DEPORTIVAS SDC SPA,2024-02-06,PROVIDENCIA,3000000
4911626,77897377-4,RODOLFO SUAREZ HERNANDEZ SPA,2024-02-06,PROVIDENCIA,1000000
4932864,77897159-3,Synapsys Capacitaci\363n Gesti\363n y Asesor\355a SpA,2024-02-06,PROVIDENCIA,1050000
4938469,77897411-8,Alpha SPA,2024-02-06,PROVIDENCIA,2000000
4934891,77896938-6,SERVICIOS E INVERSIONES  LEON SPA,2024-02-06,PROVIDENCIA,7000000
4930011,77896918-1,West Extrem Solutions SpA,2024-02-06,PROVIDENCIA,1000000
4928818,77896998-K,SERVICIOS KLAUCATA SPA,2024-02-06,PROVIDENCIA,3500000
4937586,77897143-7,Goce SPA,2024-02-06,PROVIDENCIA,1000000
4845767,77896948-3,Alemanni SpA,2024-02-06,PROVIDENCIA,10000000
4936958,77897156-9,COMERCIALIZADORA IMPORTART EXPORT TRAQUIMER SPA,2024-02-06,PROVIDENCIA,10000000
4915660,77897229-8,BYTF INGENIERIA Y CONSTRUCCION SPA,2024-02-06,PROVIDENCIA,2400000
4936926,77897226-3,Inmobiliaria Metanoia AmSo Spa,2024-02-06,PROVIDENCIA,3000000
4935749,77897011-2,Servicios Profesionales Grupo Centinela Limitada,2024-02-06,PROVIDENCIA,500000
4938339,77897475-4,Fern\341ndez Souza SpA,2024-02-06,PROVIDENCIA,14000000
4937555,77897281-6,IMPORTADORA Y EXPORTADORA TEXTIL GONZ\301LES SPA,2024-02-06,PROVIDENCIA,1000000
4937055,77896936-K,Distribuidora Letelieres Spa,2024-02-06,PROVIDENCIA,500000
4920418,77896966-1,VMC CONSTRUCTORA SPA,2024-02-06,PROVIDENCIA,1000000
4936225,77897234-4,J&K INGENIERIA Y SERVICIOS SpA,2024-02-06,PROVIDENCIA,1000000
4937497,77897112-7,Q Bonito Todo SpA,2024-02-06,PROVIDENCIA,2000000
4936303,77896893-2,ENTRENAMIENTO Y SALUD SPA,2024-02-06,PROVIDENCIA,600000
4935341,77897325-1,Hnos ZD SpA,2024-02-06,PROVIDENCIA,300000
4937579,77897309-K,COMERCALIZADORA GUIFLOR SPA,2024-02-06,PROVIDENCIA,5000000
4926991,77897242-5,Bornscheuer-Luque Odontopediatria SpA,2024-02-06,PROVIDENCIA,5000000
4938333,77897415-0,COVALIMART LIMITADA,2024-02-06,PROVIDENCIA,100000
4904707,77896971-8,Comercial Eccos Spa,2024-02-06,PROVIDENCIA,5000000
4936120,77897175-5,VALDENEGRO LIMITADA,2024-02-06,PROVIDENCIA,300000
4937192,77897371-5,MOZARTEC SpA,2024-02-06,PROVIDENCIA,500000
4936743,77897421-5,YAFIT SpA,2024-02-06,PROVIDENCIA,2000000
4935978,77896916-5,AGRO UNION   SpA,2024-02-06,PROVIDENCIA,3000000
4926165,77897473-8,DENTAL SMILE CLUB SPA,2024-02-06,PROVIDENCIA,13145000
4937601,77897154-2,Asesor\355as y Gesti\363n ENFOQUE SpA,2024-02-06,PROVIDENCIA,3000000
4925425,77897467-3,Isabel Sastreria Spa,2024-02-06,PROVIDENCIA,2500000
4938365,77897582-3,Constructora A&M SpA,2024-02-07,PROVIDENCIA,5000000
4936237,77897777-K,IMPORTADORA ANDYLU SpA,2024-02-07,PROVIDENCIA,3000000
4936537,77897671-4,Construcciones Huirimilla SPA,2024-02-07,PROVIDENCIA,3000000
4937248,77897767-2,MLSCARGO SPA,2024-02-07,PROVIDENCIA,1000000
4939842,77897878-4,Inversiones Dayana Sarait Rosales Varela E.I.R.L.,2024-02-07,PROVIDENCIA,2000000
4929917,77898103-3,CISLAB SERVICIOS EMPRESARIALES SpA,2024-02-07,PROVIDENCIA,3000000
4936736,77897598-K,SAR INVERSIONES SpA,2024-02-07,PROVIDENCIA,25000000
4932842,77898048-7,COMERCIALIZADORA VILLASMIL SPA,2024-02-07,PROVIDENCIA,1000000
4917566,77897662-5,PSI Therapy Limitada,2024-02-07,PROVIDENCIA,1000000
4940376,77897954-3,SERVICIOS DE APOYO INDUSTRIAL EN OBRAS MENORES SPA,2024-02-07,PROVIDENCIA,150000
4938032,77897962-4,INVERSIONES  Y SERVICIOS BAEZA SPA,2024-02-07,PROVIDENCIA,8000000
4936609,77898011-8,Consultor\355a Juan Cristobal Taiba Gaete E.I.R.L.,2024-02-07,PROVIDENCIA,1525000
4936700,77897513-0,ASESOR\315AS LEGALES AFG SpA,2024-02-07,PROVIDENCIA,500000
4939394,77897814-8,ELECTRUCCION SpA,2024-02-07,PROVIDENCIA,1500000
4940229,77898087-8,TALLER AUTOMOTRIZ Y TRANSPORTES J&S SPA,2024-02-07,PROVIDENCIA,5000000
4919347,77897791-5,EB SPA,2024-02-07,PROVIDENCIA,1000000
4935623,77897569-6,SERVICIOS MEDICOS BANA GASTRO SpA,2024-02-07,PROVIDENCIA,1000000
4933013,77897576-9,Netmobi Chile SpA,2024-02-07,PROVIDENCIA,1000000
4919210,77898083-5,Vulcanizacion movil Ariel Vester SpA,2024-02-07,PROVIDENCIA,8000000
4940757,77898009-6,foreston SpA,2024-02-07,PROVIDENCIA,2000000
4939666,77897768-0,Asesor\355as de Proyectos en Legislaci\363n y Evaluaci\363n Ambiental SpA,2024-02-07,PROVIDENCIA,1000000
4939905,77897947-0,SOCIEDAD COMERCIAL AV SpA,2024-02-07,PROVIDENCIA,1000000
4928275,77897759-1,MENDEZ SPA,2024-02-07,PROVIDENCIA,1000000
4937619,77897627-7,SET PRODUCCIONES SPA,2024-02-07,PROVIDENCIA,20000000
4940256,77897914-4,Asesor\355as Contables Javier Devia Ulloa E.I.R.L.,2024-02-07,PROVIDENCIA,1000000
4913192,77897544-0,Servicios de Ingenier\355a y Arquitectura Newark SpA,2024-02-07,PROVIDENCIA,5000000
4940301,77897971-3,sociedad comercial agencia  de marketing digital nottar SpA,2024-02-07,PROVIDENCIA,300000
4939253,77897602-1,Constructora IngeCivil SpA,2024-02-07,PROVIDENCIA,3000000
4940632,77898007-K,LIADENT SPA,2024-02-07,PROVIDENCIA,1000000
4919535,77897585-8,VOYPATAGONIA SPA,2024-02-07,PROVIDENCIA,2000000
4925024,77897654-4,Food Place Distribucion y Venta de Alimentos Banqueteria SpA,2024-02-07,PROVIDENCIA,1000000
4939621,77898054-1,CUIDADO PERSONAL CQUETA LIMITADA,2024-02-07,PROVIDENCIA,3200000
4930902,77898104-1,Inmobiliaria Sta Marina SpA,2024-02-07,PROVIDENCIA,5000000
4939227,77897845-8,FRENOS TITANIUM SPA,2024-02-07,PROVIDENCIA,1500000
4924854,77898064-9,Criadero de Aves Exoticas Isasan SpA,2024-02-07,PROVIDENCIA,300000
4929431,77898824-0,CONSTRUCTORA LOBO SPA,2024-02-08,PROVIDENCIA,1000000
4930832,77898198-K,Orbitecs SpA,2024-02-08,PROVIDENCIA,500000
4918310,77898252-8,Conflicto Legal SpA,2024-02-08,PROVIDENCIA,1000000
4942428,77898895-K,DAAP SERVICIOS SPA,2024-02-08,PROVIDENCIA,200000
4922669,77898844-5,Industrial Dov Spa,2024-02-08,PROVIDENCIA,1600000
4940441,77898813-5,ELABORACI\323N DE OTROS PRODUCTOS ALIMENTICIOS VIVIANA GONZALEZ CUMPLIDO E.I.R.L.,2024-02-08,PROVIDENCIA,500000
4931022,77898876-3,SOCIEDAD KABBABE CONSULTING SpA,2024-02-08,PROVIDENCIA,2000000
4941080,77898879-8,TERRA VIVA SpA,2024-02-08,PROVIDENCIA,30000000
4937156,77898298-6,Arquitectura y Dise\361o Limitada,2024-02-08,PROVIDENCIA,1000000
4906775,77898274-9,IP SERVICIOS SPA,2024-02-08,PROVIDENCIA,5000000
4942247,77898942-5,ECOMERS AND SOLUTIONS LIMITADA,2024-02-08,PROVIDENCIA,1000000
4922038,77898865-8,Inversiones V&A SpA,2024-02-08,PROVIDENCIA,4500000
4914843,77898216-1,Transportes MFV SpA,2024-02-08,PROVIDENCIA,30500000
4942462,77898875-5,Inversiones Tejeda Miranda SpA,2024-02-08,PROVIDENCIA,5000000
4941053,77898399-0,Sociedad Hostel JJP  SpA,2024-02-08,PROVIDENCIA,3000000
4941696,77898345-1,COMERCIALIZADORA  PLG SPA,2024-02-08,PROVIDENCIA,100000
4926813,77898936-0,ZAFRI COLOR SPA,2024-02-08,PROVIDENCIA,3000000
4934895,77898381-8,MOBILE ACCESORIES SPA,2024-02-08,PROVIDENCIA,1000000
4934163,77898809-7,TOPLAM SpA,2024-02-08,PROVIDENCIA,1000000
4940213,77898819-4,COMERCIALIZADORA DE REPUESTOS E INSUMOS MBV SpA,2024-02-08,PROVIDENCIA,1000000
4939845,77898858-5,EIFS CHILE SpA,2024-02-08,PROVIDENCIA,1000000
4941700,77898377-K,OPTEMPORE SPA,2024-02-08,PROVIDENCIA,2000000
4942835,77898968-9,Soluciones Inform\341ticas SJS SpA,2024-02-08,PROVIDENCIA,3000000
4942978,77898994-8,MICROBLADING & MICROPIGMENTACION ESPECIALIZADA YARMELIS ESCALONA E.I.R.L.,2024-02-08,PROVIDENCIA,3000000
4940923,77898971-9,\301LFAL LIMITADA,2024-02-08,PROVIDENCIA,200000
4944629,77899504-2,Accesorios GV SPA,2024-02-09,PROVIDENCIA,500000
4941400,77899089-K,SANDER VENTAS DE EQUIPOS ELECTRICOS SpA,2024-02-09,PROVIDENCIA,2000000
4944040,77899356-2,Inversiones Barboleta SpA,2024-02-09,PROVIDENCIA,6000000
4940760,77899276-0,MG REPARACIONES SPA,2024-02-09,PROVIDENCIA,1000000
4932507,77899468-2,RMG Dise\361o SPA,2024-02-09,PROVIDENCIA,200000
4944801,77899511-5,Manna Trip Spa,2024-02-09,PROVIDENCIA,3000000
4942683,77899173-K,RIVOLI SpA,2024-02-09,PROVIDENCIA,2000000
4944347,77899449-6,Dise\361o y producci\363n Zero Estudio Limitada,2024-02-09,PROVIDENCIA,100000
4933288,77899352-K,AGRICOLA Y COMERCIALIZADORA SANTA AGUSTINA G&G SpA,2024-02-09,PROVIDENCIA,2000000
4930869,77899129-2,Gnomades SpA,2024-02-09,PROVIDENCIA,500000
4944585,77899507-7,METALCO SPA,2024-02-09,PROVIDENCIA,1000000
4941503,77899311-2,CORREDORA DE PROPIEDADES MARIA TERESA SANTIBA\321EZ CARRASCO  E.I.R.L.,2024-02-09,PROVIDENCIA,500000
4944283,77899385-6,ESTETICA INTEGRAL YOALYS BARCELO SPA,2024-02-09,PROVIDENCIA,1000000
4944252,77899479-8,SERVICIOS MEDICOS MEDLLET SpA,2024-02-09,PROVIDENCIA,1000000
4934450,77899399-6,Dyntel SpA,2024-02-09,PROVIDENCIA,3000000
4944810,77899526-3,MFC Tributa SpA,2024-02-09,PROVIDENCIA,300000
4944335,77899512-3,Inversiones y Servicios Generales HM SPA,2024-02-09,PROVIDENCIA,2000000
4943080,77899328-7,LUMAC SpA,2024-02-09,PROVIDENCIA,1000000
4933731,77899373-2,MK estudio SpA,2024-02-09,PROVIDENCIA,1000000
4941776,77899265-5,MULTICOMEX SPA,2024-02-09,PROVIDENCIA,2000000
4939060,77899524-7,FR Distribuci\363n y Finanzas  SPA,2024-02-09,PROVIDENCIA,5000000
4943308,77899447-K,MULTICAPITAL SpA,2024-02-09,PROVIDENCIA,500000
4942670,77899334-1,ELECTROBER INSTALACIONES Y PROYECTOS ELECTRICOS SpA,2024-02-09,PROVIDENCIA,3000000
4944188,77899588-3,ISEKAI RAMEN SPA,2024-02-10,PROVIDENCIA,15000000
4945362,77899632-4,Sabor Casero Maro SpA,2024-02-10,PROVIDENCIA,5000000
4945392,77899638-3,Ventas al por menor Paulo Valentino Fern\341ndez Campos E.I.R.L.,2024-02-10,PROVIDENCIA,1000000
4945172,77899589-1,ASESORIAS CONTABLES KYD SpA,2024-02-10,PROVIDENCIA,500000
4936635,77899623-5,Herrera Borquez SpA,2024-02-10,PROVIDENCIA,2000000
4945371,77899637-5,Venta Viva SpA,2024-02-10,PROVIDENCIA,300000
4916843,77899791-6,tu grow spa,2024-02-11,PROVIDENCIA,500000
4945890,77899785-1,ROCHAMBEAU  SPA,2024-02-11,PROVIDENCIA,10000000
4945044,77899703-7,DEIMOS SPA,2024-02-11,PROVIDENCIA,1000000
4945571,77899707-K,Clinica Dental Salvador SpA,2024-02-11,PROVIDENCIA,5000000
4945771,77900025-7,REPUESTOS Y PARTES AUTOMOTRICES Y ARTS FERRETERIA VIA ONLINE LUCERITO SPA,2024-02-12,PROVIDENCIA,2000000
4947125,77900134-2,Cristi\341n Daza Orfebrer\355a E.I.R.L.,2024-02-12,PROVIDENCIA,500000
4947968,77900325-6,CARCASIA CHILE LIMITADA,2024-02-12,PROVIDENCIA,1000000
4923152,77900258-6,BENIGNO SPA,2024-02-12,PROVIDENCIA,1000000
4944085,77899842-4,INVERSIONES JAOF SPA,2024-02-12,PROVIDENCIA,3000000
4906456,77900154-7,GRUPO DALED SPA,2024-02-12,PROVIDENCIA,1000000
4947969,77900356-6,Servicios Publicitarios  Daniel Aguilera E.I.R.L.,2024-02-12,PROVIDENCIA,100000
4946537,77899974-9,GPS Systems SpA,2024-02-12,PROVIDENCIA,1000000
4938464,77899896-3,SILUETAS HERNANDEZ SpA,2024-02-12,PROVIDENCIA,1000000
4937330,77900227-6,Maximiza Seguros & Inversiones SpA,2024-02-12,PROVIDENCIA,2000000
4944947,77900346-9,INMOBILIARIA E INVERSIONES DO\321A JOAQUINA SpA,2024-02-12,PROVIDENCIA,5000000
4947231,77900148-2,Corredora de propiedas FAP SpA,2024-02-12,PROVIDENCIA,2
4939044,77899912-9,Escuela de Arte Flamenco La Andaluza SpA,2024-02-12,PROVIDENCIA,100000
4929514,77900138-5,Importadora Capullo spa,2024-02-12,PROVIDENCIA,100000
4947116,77900175-K,EL\301STICA SpA,2024-02-12,PROVIDENCIA,1000000
4948022,77900354-K,Rubias Poderosas  SpA,2024-02-12,PROVIDENCIA,2000000
4943967,77900244-6,Alejandro Andr\351s Labra\361a canales SpA,2024-02-12,PROVIDENCIA,2000000
4945103,77900214-4,CAPACITACIONES SERGIO FERN\301NDEZ CORVAL\301N E.I.R.L.,2024-02-12,PROVIDENCIA,500000
4946337,77899991-9,Arbeit Clinica Spa,2024-02-12,PROVIDENCIA,1000000
4946312,77899959-5,Servicios Odontol\363gicos B\341rbara Moya SpA,2024-02-12,PROVIDENCIA,500000
4941226,77899802-5,HERMEGLASS SpA,2024-02-12,PROVIDENCIA,1000000
4946231,77899967-6,COMERCIAL JABIBI SpA,2024-02-12,PROVIDENCIA,100000
4930763,77900303-5,Consultora y Comercial Fructifica Spa,2024-02-12,PROVIDENCIA,10000000
4946698,77900279-9,FROZEN STORE SpA,2024-02-12,PROVIDENCIA,500000
4928260,77900119-9,Grupo D&N SpA,2024-02-12,PROVIDENCIA,6000000
4928431,77900246-2,TUMPAK SPA,2024-02-12,PROVIDENCIA,2000000
4882235,77900133-4,Servicios de Produccion e Instalacion y Reparacion de Equipos Electronicos Alexander Benjamin Chacana Gonzalez E.I.R.L.,2024-02-12,PROVIDENCIA,1000000
4945200,77900348-5,COMERCIALIZADORA HF SOLUCIONES SpA,2024-02-12,PROVIDENCIA,3000000
4942024,77900236-5,DISTRIBUIDORA Y COMERCIALIZADORA DE ARTICULOS DE ASEO A&R SPA,2024-02-12,PROVIDENCIA,500000
4946958,77900075-3,NUEVA PAZ II SpA,2024-02-12,PROVIDENCIA,10000000
4946228,77900023-0,HUMADA GROUP SpA,2024-02-12,PROVIDENCIA,2000000
4863453,77900503-8,BAUD SpA,2024-02-13,PROVIDENCIA,1200000
4921116,77900669-7,ADA SpA,2024-02-13,PROVIDENCIA,1751861
4942694,77900712-K,COMERCIAL PICK ME LIMITADA,2024-02-13,PROVIDENCIA,20000000
4947649,77900763-4,Comercial Fruticolas Chile Spa,2024-02-13,PROVIDENCIA,45000000
4941416,77900759-6,ACCOT CONSULTORES LIMITADA,2024-02-13,PROVIDENCIA,10000000
4942383,77900425-2,Mantis Spa,2024-02-13,PROVIDENCIA,1000000
4949075,77900799-5,Kelis Construcciones y Habilitaciones SpA,2024-02-13,PROVIDENCIA,2000000
4949916,77900866-5,Puerta Global SpA,2024-02-13,PROVIDENCIA,1000000
4945943,77900572-0,Salones Joaqu\355n Jaramillo E.I.R.L.,2024-02-13,PROVIDENCIA,1000000
4948359,77900473-2,Arag\363n SpA,2024-02-13,PROVIDENCIA,1000000
4948299,77900546-1,COMERCIALIZADORA ANVAL SPA,2024-02-13,PROVIDENCIA,3000000
4948904,77900557-7,Thomas Woodroffe Postproducci\363n E.I.R.L.,2024-02-13,PROVIDENCIA,1000000
4949135,77900841-K,Dosis Coffee Spa,2024-02-13,PROVIDENCIA,8000000
4944056,77900728-6,INKIETA TATTOO SPA,2024-02-13,PROVIDENCIA,2000000
4949500,77900809-6,COMERCIAL AGRICOLA MOLINA SPA,2024-02-13,PROVIDENCIA,1000000
