,precio,shipping,product,customer,category,seller,order
421,820.05,6.08,13.0,10385.0,valores em falta,17.0,10385.0
422,117.56,21.88,6.0,57865.0,TECHNOLOGY,16.0,57865.0
423,95.03,43.65,1.0,15864.0,SPORTS,7.0,15864.0
424,27.8,29.76,2.0,588.0,toys,5.0,588.0
425,8.33,23.6,14.0,24691.0,fashion,3.0,24691.0
426,34.0,12.22,0.0,28637.0,FASHION,5.0,28637.0
427,15.89,30.66,4.0,17862.0,technology,3.0,17862.0
428,777.0,23.17,0.0,56850.0,HEALTH,10.0,56850.0
429,111.27,47.55,0.0,13457.0,fashion,16.0,13457.0
430,185.6,21.82,10.0,5266.0,fashion,21.0,5266.0
431,115.7,6.87,5.0,8653.0,TECHNOLOGY,0.0,8653.0
432,239.8,69.82,8.0,60166.0,health,8.0,60166.0
433,valores em falta,17.44,4.0,50144.0,fashion,23.0,50144.0
434,319.29,nones,2.0,31462.0,nan,20.0,31462.0
435,89.1,4.8,0.0,23355.0,n/a,20.0,23355.0
436,509.99,22.18 real brasileiro,3.0,49351.0,fashion,16.0,49351.0
437,n/a,47.55,2.0,28444.0,toys,20.0,28444.0
438,0.85,nones,6.0,61453.0,fashion,3.0,61453.0
439,33.41,7.82,8.0,29158.0,health,22.0,29158.0
440,712.9,45.86,2.0,1925.0,TECHNOLOGY,5.0,1925.0
441,55.83,40.47,4.0,61250.0,TECHNOLOGY,3.0,61250.0
442,218.36 real,3.04,9.0,6553.0,technology,0.0,6553.0
443,222.98,61.44,16.0,9155.0,sports,6.0,9155.0
444,187.97,52.85,2.0,24232.0,health,4.0,24232.0
445,113.49,9.49,1.0,38300.0,toys,21.0,38300.0
446,389.89,6.08,2.0,62254.0,toys,21.0,62254.0
447,966.9 r$,10.05,1.0,52132.0,technology,5.0,52132.0
448,278.5,106.77,0.0,52041.0,sports,12.0,52041.0
449,252.99 real,2.18,0.0,45321.0,sports,3.0,45321.0
450,2899.0,96.55,6.0,19891.0,technology,1.0,19891.0
451,72.4,13.8,4.0,20536.0,health,11.0,20536.0
452,692.0 r$,28.69,16.0,26056.0,sports,12.0,26056.0
453,NONES,133.52,1.0,42496.0,VALORES EM FALTA,1.0,42496.0
454,453.7,4.85,6.0,4451.0,sports,16.0,4451.0
455,161.0,32.34,5.0,14390.0,TOYS,5.0,14390.0
456,95.03 Reais,14.25,8.0,50688.0,toys,3.0,50688.0
457,107.63,51.05,1.0,709.0,fashion,10.0,709.0
458,159.9,22.39,9.0,3814.0,toys,3.0,3814.0
459,8.8,123.8,4.0,22059.0,fashion,19.0,22059.0
460,1122.0,11.39,0.0,57734.0,technology,7.0,57734.0
461,282.0,49.91,4.0,17659.0,fashion,20.0,17659.0
462,213.0,47.73,13.0,44567.0,toys,4.0,44567.0
463,335.99,18.56,4.0,44361.0,technology,3.0,44361.0
464,310.99,valores em falta,6.0,452.0,technology,3.0,452.0
465,359.5,87.77,1.0,55998.0,FASHION,3.0,55998.0
466,68.1,38.23,13.0,48893.0,TECHNOLOGY,6.0,48893.0
467,1890.0,35.73,5.0,9707.0,toys,24.0,9707.0
468,NONES,VALORES EM FALTA,6.0,51550.0,NAN,9.0,51550.0
469,419.9,21.26,0.0,19001.0,health,9.0,19001.0
470,VALORES EM FALTA,NONES,10.0,22812.0,NAN,10.0,22812.0
471,26.77,20.81,8.0,55086.0,technology,21.0,55086.0
472,264.5,60.07,9.0,37162.0,toys,1.0,37162.0
473,95.03,59.62,3.0,6929.0,fashion,15.0,6929.0
474,nones,n/a,13.0,2080.0,n/a,10.0,2080.0
475,649.75,77.37,5.0,55592.0,technology,22.0,55592.0
476,145.99,10.85,9.0,28398.0,technology,1.0,28398.0
477,37.88,89.36,11.0,53949.0,fashion,14.0,53949.0
478,49.38,58.65,8.0,36810.0,health,22.0,36810.0
479,135.13,12.28,12.0,42827.0,sports,12.0,42827.0
480,128.99,6.31 real,13.0,22359.0,technology,5.0,22359.0
481,52.0,61.32,7.0,31193.0,FASHION,10.0,31193.0
482,187.5,52.79,6.0,51550.0,fashion,9.0,51550.0
483,56.89,7.56,3.0,39908.0,FASHION,17.0,39908.0
484,55.83 REAIS,126.47,9.0,47483.0,TOYS,12.0,47483.0
485,26.77,99.88 reais,3.0,48530.0,fashion,19.0,48530.0
486,26.91,24.97,12.0,26275.0,toys,9.0,26275.0
487,37.84,50.74,2.0,61175.0,TECHNOLOGY,0.0,61175.0
488,56.89 Reais,valores em falta,9.0,36137.0,nones,20.0,36137.0
489,99.35,126.47,6.0,46210.0,health,7.0,46210.0
490,24.79,32.34,1.0,52205.0,FASHION,5.0,52205.0
491,125.0,126.29,4.0,2084.0,fashion,3.0,2084.0
492,170.7,38.66,3.0,11068.0,fashion,5.0,11068.0
493,119.5,13.17,8.0,11446.0,TECHNOLOGY,17.0,11446.0
494,782.25,30.74,0.0,2083.0,technology,10.0,2083.0
495,266.55,50.28,9.0,33984.0,fashion,19.0,33984.0
496,150.82 R$,32.86,0.0,13105.0,HEALTH,7.0,13105.0
497,62.83,67.42,11.0,17939.0,FASHION,9.0,17939.0
498,849.5,42.02,4.0,5966.0,SPORTS,5.0,5966.0
499,383.5,n/a,5.0,55708.0,nones,10.0,55708.0
500,61.97,78.2,9.0,7009.0,fashion,21.0,7009.0
501,56.89,7.54,4.0,49055.0,sports,1.0,49055.0
502,357.0,35.46,1.0,5108.0,TECHNOLOGY,10.0,5108.0
503,597.89,42.17,4.0,31567.0,fashion,19.0,31567.0
504,126.69,47.55 REAIS,3.0,49863.0,FASHION,7.0,49863.0
505,valores em falta,14.41,0.0,57675.0,technology,1.0,57675.0
506,50.4,7.94,9.0,51966.0,technology,22.0,51966.0
507,92.5,28.79 reais,12.0,932.0,sports,1.0,932.0
508,71.8,12.59,4.0,27736.0,HEALTH,16.0,27736.0
509,17.95,33.25,5.0,9100.0,toys,13.0,9100.0
510,97.44,50.28,4.0,16783.0,fashion,19.0,16783.0
511,28.96 r$,0.0,9.0,59819.0,fashion,12.0,59819.0
512,399.2,11.09 REAL BRASILEIRO,1.0,28871.0,SPORTS,3.0,28871.0
513,130.9,125.47,6.0,33809.0,technology,1.0,33809.0
514,0.85,9.49,0.0,55257.0,fashion,1.0,55257.0
515,514.0,32.83,6.0,48365.0,technology,3.0,48365.0
516,170.7,38.66,3.0,11068.0,FASHION,5.0,11068.0
517,48.65,58.88 R$,13.0,61263.0,TOYS,5.0,61263.0
518,34.0,13.5,13.0,9414.0,toys,4.0,9414.0
519,116.11,67.11,6.0,54020.0,fashion,8.0,54020.0
520,966.9,nan,8.0,35978.0,technology,8.0,35978.0
521,184.9 R$,45.73,7.0,35024.0,FASHION,8.0,35024.0
522,23.1,31.99,0.0,39364.0,fashion,10.0,39364.0
523,18.1,64.35,16.0,43131.0,sports,1.0,43131.0
524,125.46,22.18,12.0,62543.0,TOYS,9.0,62543.0
525,188.8,44.5,13.0,43524.0,sports,17.0,43524.0
526,42.89,22.47 R$,14.0,52003.0,fashion,3.0,52003.0
527,44.63,11.39,6.0,36273.0,HEALTH,4.0,36273.0
528,95.17,23.7,3.0,36175.0,TECHNOLOGY,5.0,36175.0
529,319.29,21.91,12.0,31226.0,toys,5.0,31226.0
530,457.99,14.68,4.0,40065.0,FASHION,22.0,40065.0
531,141.4,47.55,2.0,50955.0,TOYS,4.0,50955.0
532,188.8 reais,143.67,0.0,62937.0,fashion,5.0,62937.0
533,0.85,82.12,11.0,20580.0,fashion,5.0,20580.0
534,8.49,133.37,3.0,20727.0,no_info,8.0,20727.0
535,292.9,125.78,10.0,26175.0,fashion,23.0,26175.0
536,564.99,104.98,7.0,6237.0,health,16.0,6237.0
537,1001.0,38.66,4.0,3442.0,TECHNOLOGY,1.0,3442.0
538,65.06,13.92,1.0,9939.0,toys,10.0,9939.0
539,nones,no_info,10.0,59434.0,nan,3.0,59434.0
540,4099.99,53.16 R$,3.0,31253.0,toys,18.0,31253.0
541,54.16,29.05,4.0,46733.0,fashion,3.0,46733.0
542,236.52,92.03,5.0,37621.0,TECHNOLOGY,8.0,37621.0
543,76.6,34.33,0.0,34629.0,fashion,22.0,34629.0
544,58.1,29.96,4.0,43971.0,technology,2.0,43971.0
545,517.65,40.73,4.0,22071.0,sports,7.0,22071.0
546,548.35,32.34 R$,16.0,54830.0,sports,17.0,54830.0
547,142.14,54.51,14.0,59081.0,fashion,1.0,59081.0
548,valores em falta,29.69 reais,0.0,55669.0,nones,5.0,55669.0
549,58.1,61.25,4.0,47825.0,fashion,0.0,47825.0
550,79.89,3.71,3.0,28701.0,technology,13.0,28701.0
551,123.9,56.11,6.0,54567.0,SPORTS,16.0,54567.0
552,102.28,74.2,16.0,45823.0,SPORTS,3.0,45823.0
553,509.99,55.54,5.0,53537.0,technology,17.0,53537.0
554,128.99,8.37,6.0,47156.0,fashion,3.0,47156.0
555,517.65,8.09,5.0,14001.0,technology,10.0,14001.0
556,345.6,60.07,15.0,16148.0,sports,17.0,16148.0
557,376.0,18.76,1.0,41219.0,sports,22.0,41219.0
558,34.0,24.79 real,1.0,47651.0,technology,3.0,47651.0
559,153.75,55.54,5.0,29009.0,toys,1.0,29009.0
560,18.1,19.65,1.0,14408.0,fashion,5.0,14408.0
561,376.0,29.72,2.0,44408.0,sports,1.0,44408.0
562,2799.65,52.64,8.0,54614.0,TECHNOLOGY,20.0,54614.0
563,386.75,nan,6.0,44462.0,health,5.0,44462.0
564,148.5,2.63 real brasileiro,0.0,2213.0,technology,7.0,2213.0
565,564.99,20.51,1.0,40455.0,technology,22.0,40455.0
566,42.89,55.54,9.0,3874.0,fashion,7.0,3874.0
567,453.7,55.54,3.0,57122.0,technology,3.0,57122.0
568,509.99,17.38,9.0,15682.0,FASHION,15.0,15682.0
569,319.29,33.22,9.0,32695.0,health,11.0,32695.0
570,304.99 real brasileiro,6.87,11.0,24998.0,fashion,1.0,24998.0
571,999.87,32.34,6.0,43940.0,health,7.0,43940.0
572,245.7,14.76,12.0,18278.0,sports,23.0,18278.0
573,139.79 Real brasileiro,6.54,9.0,32110.0,health,7.0,32110.0
574,271.0,6.08,5.0,13845.0,TOYS,5.0,13845.0
575,319.29,33.22,9.0,32695.0,health,11.0,32695.0
576,100.0,56.92,2.0,19987.0,health,19.0,19987.0
577,161.0,38.63,9.0,59276.0,FASHION,16.0,59276.0
578,261.0,62.92,1.0,51053.0,TECHNOLOGY,21.0,51053.0
579,95.03,60.35 R$,12.0,63145.0,HEALTH,11.0,63145.0
580,399.2,58.38,13.0,29290.0,sports,17.0,29290.0
581,2130.0,14.01,8.0,6844.0,toys,22.0,6844.0
582,43.97,28.61,4.0,24863.0,health,1.0,24863.0
583,55.83,40.47,4.0,61250.0,technology,3.0,61250.0
584,959.99,14.65 Real brasileiro,6.0,14773.0,sports,15.0,14773.0
585,113.49,57.21,14.0,11448.0,FASHION,3.0,11448.0
586,149.91,32.4,7.0,10047.0,health,21.0,10047.0
587,266.55,50.28,9.0,33984.0,fashion,19.0,33984.0
588,0.85 real brasileiro,29.68,16.0,4955.0,sports,1.0,4955.0
589,319.29 real,36.46,0.0,36396.0,technology,3.0,36396.0
590,42.89,2.46,4.0,39309.0,health,5.0,39309.0
591,218.36 REAIS,3.04,0.0,51569.0,TECHNOLOGY,11.0,51569.0
592,56.89 Reais,82.12 R$,9.0,36137.0,health,20.0,36137.0
593,26.91,24.97,12.0,26275.0,TOYS,9.0,26275.0
594,1001.0,38.66,4.0,3442.0,technology,1.0,3442.0
595,4099.99,76.76,5.0,19395.0,technology,22.0,19395.0
596,518.18,67.11,4.0,44518.0,sports,7.0,44518.0
597,231.27 Reais,63.86,1.0,24817.0,toys,7.0,24817.0
598,42.89,30.66,17.0,53434.0,toys,20.0,53434.0
599,2130.0 r$,16.59,0.0,55109.0,technology,21.0,55109.0
600,78.73,54.04,1.0,16693.0,fashion,8.0,16693.0
601,18.04 r$,63.92,11.0,21813.0,fashion,15.0,21813.0
602,1899.0,32.34,9.0,4691.0,sports,7.0,4691.0
603,539.92,9.87,15.0,19177.0,SPORTS,0.0,19177.0
604,194.0,0.07,6.0,37433.0,health,5.0,37433.0
605,97.07,13.25,9.0,134.0,TECHNOLOGY,13.0,134.0
606,67.9,38.51 R$,16.0,52769.0,SPORTS,9.0,52769.0
607,98.44,14.18,13.0,6777.0,TOYS,5.0,6777.0
608,692.0,2.75 reais,1.0,32347.0,toys,5.0,32347.0
609,399.2 r$,2.46,3.0,12781.0,fashion,10.0,12781.0
610,31.99,34.4,3.0,29479.0,fashion,17.0,29479.0
611,47.06,82.12,15.0,16535.0,sports,7.0,16535.0
612,111.27,12.28,8.0,62328.0,technology,7.0,62328.0
613,2899.0,20.9,12.0,15438.0,sports,0.0,15438.0
614,no_info,30.5,4.0,18476.0,fashion,5.0,18476.0
615,valores em falta,nan,9.0,41025.0,no_info,3.0,41025.0
616,223.51 r$,27.2 r$,8.0,6389.0,technology,7.0,6389.0
617,145.99,11.33,6.0,62504.0,health,11.0,62504.0
618,97.88 reais,33.35,6.0,40730.0,technology,5.0,40730.0
619,68.2 REAIS,47.55,13.0,11665.0,HEALTH,0.0,11665.0
620,820.05,32.95 R$,3.0,19720.0,FASHION,5.0,19720.0
621,420.07,77.92,4.0,45165.0,fashion,3.0,45165.0
622,34.08,62.6,2.0,8343.0,health,16.0,8343.0
623,28.96 R$,0.0,9.0,59819.0,nan,12.0,59819.0
624,74.9,7.86,0.0,4762.0,HEALTH,3.0,4762.0
625,509.99,12.9,0.0,27085.0,toys,10.0,27085.0
626,99.35,126.47,6.0,46210.0,health,7.0,46210.0
627,692.0,2.75 R$,6.0,39311.0,fashion,0.0,39311.0
628,692.0 real,48.34,0.0,40965.0,fashion,7.0,40965.0
629,45.83,24.79,7.0,36200.0,health,17.0,36200.0
630,1094.04,104.08,9.0,35500.0,HEALTH,7.0,35500.0
631,22.3,12.06,12.0,56386.0,sports,4.0,56386.0
632,399.2 r$,11.33,12.0,52312.0,sports,23.0,52312.0
633,37.69,36.8,9.0,54745.0,TOYS,1.0,54745.0
634,49.99,82.93,9.0,17565.0,SPORTS,8.0,17565.0
635,139.79,47.35,0.0,41138.0,technology,17.0,41138.0
636,490.9,1.87,12.0,33165.0,sports,5.0,33165.0
637,89.21,50.28,6.0,292.0,FASHION,15.0,292.0
638,76.6,34.33,0.0,34629.0,fashion,22.0,34629.0
639,58.1,46.22,9.0,15341.0,fashion,19.0,15341.0
640,399.2,50.43,5.0,25967.0,TECHNOLOGY,16.0,25967.0
641,162.38,20.9,13.0,43505.0,toys,22.0,43505.0
642,24.1,32.34,10.0,38431.0,fashion,22.0,38431.0
643,nones,nan,1.0,29639.0,no_info,1.0,29639.0
644,288.75,124.54,8.0,24194.0,toys,19.0,24194.0
645,125.46,23.88,4.0,61467.0,fashion,5.0,61467.0
646,66.0,12.01,1.0,15665.0,toys,10.0,15665.0
647,22.0,67.6,8.0,29507.0,TOYS,0.0,29507.0
648,514.0,NO_INFO,6.0,3745.0,HEALTH,9.0,3745.0
649,42.89,32.34,1.0,1650.0,sports,6.0,1650.0
650,8.33,23.6,14.0,24691.0,fashion,3.0,24691.0
651,966.9 R$,10.05,1.0,52132.0,technology,5.0,52132.0
652,40.8,48.1,6.0,302.0,health,12.0,302.0
653,no_info,72.67,1.0,53723.0,n/a,23.0,53723.0
654,399.2,20.9,6.0,13818.0,HEALTH,21.0,13818.0
655,149.91,32.4,7.0,10047.0,health,21.0,10047.0
656,453.7,12.28,4.0,19639.0,no_info,4.0,19639.0
657,358.99,41.82,4.0,15638.0,sports,13.0,15638.0
658,60.63 REAIS,17.44,4.0,21119.0,HEALTH,7.0,21119.0
659,71.25 real,13.58,8.0,38052.0,toys,1.0,38052.0
660,3.49,6.87,16.0,60812.0,SPORTS,10.0,60812.0
661,359.5,67.99,1.0,57066.0,technology,3.0,57066.0
662,224.9,11.4,0.0,42339.0,health,5.0,42339.0
663,820.05,6.08,13.0,10385.0,TECHNOLOGY,17.0,10385.0
664,820.0,23.71,9.0,47272.0,fashion,1.0,47272.0
665,49.38,82.93,10.0,17071.0,fashion,19.0,17071.0
666,56.89,18.4,9.0,61748.0,fashion,8.0,61748.0
667,150.82 r$,32.86,0.0,13105.0,health,7.0,13105.0
668,29.97,113.45,1.0,31887.0,fashion,5.0,31887.0
669,404.88,174.49,9.0,23194.0,HEALTH,16.0,23194.0
670,820.0,60.07,9.0,34617.0,technology,5.0,34617.0
671,126.69,38.66,17.0,47209.0,TOYS,3.0,47209.0
672,18.69,7.52,5.0,58532.0,toys,18.0,58532.0
673,419.9,50.28,4.0,3975.0,fashion,3.0,3975.0
674,120.38,46.68,9.0,50021.0,FASHION,21.0,50021.0
675,109.82,29.68,6.0,46364.0,fashion,6.0,46364.0
676,367.0,32.34,4.0,8518.0,SPORTS,6.0,8518.0
677,9.95,6.87,3.0,46282.0,fashion,12.0,46282.0
678,750.0,64.93,1.0,25290.0,technology,1.0,25290.0
679,188.8,6.87 real,8.0,34814.0,health,5.0,34814.0
680,245.7,14.76,12.0,18278.0,N/A,23.0,18278.0
681,159.9,4.24 Reais,2.0,30402.0,technology,11.0,30402.0
682,19.79,68.88,0.0,24907.0,fashion,0.0,24907.0
683,151.99,14.59,7.0,60292.0,fashion,20.0,60292.0
684,155.97,149.66,0.0,51058.0,fashion,0.0,51058.0
685,399.2,36.97,4.0,27288.0,NAN,13.0,27288.0
686,71.8,24.23,9.0,38061.0,toys,10.0,38061.0
687,117.56 r$,61.32,6.0,13294.0,fashion,10.0,13294.0
688,509.99,6.08,0.0,36812.0,TECHNOLOGY,11.0,36812.0
689,36.5,30.66,10.0,18858.0,fashion,7.0,18858.0
690,966.9 real brasileiro,58.49 reais,5.0,33955.0,technology,20.0,33955.0
691,101.75,34.31,6.0,51214.0,health,5.0,51214.0
692,548.35,32.34 r$,16.0,54830.0,sports,17.0,54830.0
693,145.9,72.67,6.0,11664.0,technology,10.0,11664.0
694,849.5,53.64,2.0,4620.0,HEALTH,3.0,4620.0
695,1001.0,61.03 REAIS,3.0,15700.0,N/A,10.0,15700.0
696,692.0,46.76,1.0,20544.0,health,16.0,20544.0
697,198.5,9.21,4.0,50383.0,technology,9.0,50383.0
698,100.0,18.41,4.0,19144.0,fashion,3.0,19144.0
699,128.99,27.77 REAL,5.0,52637.0,TECHNOLOGY,24.0,52637.0
700,109.82,23.6,14.0,52519.0,no_info,10.0,52519.0
701,38.48 reais,87.83,6.0,38399.0,fashion,19.0,38399.0
702,403.9,110.14,2.0,13096.0,toys,0.0,13096.0
703,79.7,16.52,14.0,17028.0,fashion,19.0,17028.0
704,692.0,48.82,16.0,41086.0,SPORTS,16.0,41086.0
705,100.0,123.02,2.0,24516.0,toys,1.0,24516.0
706,18.04,111.38,14.0,42127.0,fashion,15.0,42127.0
707,231.27,43.28,9.0,38595.0,fashion,6.0,38595.0
708,107.63 real brasileiro,21.22,8.0,50628.0,toys,0.0,50628.0
709,18.42,60.4,5.0,20194.0,TOYS,10.0,20194.0
710,156.3,61.32,1.0,14185.0,technology,7.0,14185.0
711,18.42,60.4,5.0,20194.0,toys,10.0,20194.0
712,valores em falta,n/a,4.0,62618.0,technology,10.0,62618.0
713,97.44,50.28,4.0,16783.0,FASHION,19.0,16783.0
714,10.18 r$,41.54,3.0,57388.0,fashion,7.0,57388.0
715,220.33,44.26,3.0,50246.0,fashion,14.0,50246.0
716,802.14,37.29,0.0,43416.0,fashion,15.0,43416.0
717,215.5,20.26,2.0,190.0,SPORTS,9.0,190.0
718,94.88,56.66,12.0,17393.0,HEALTH,7.0,17393.0
719,549.9,38.58,0.0,12301.0,sports,21.0,12301.0
720,150.82,36.04,9.0,1279.0,TECHNOLOGY,7.0,1279.0
721,128.99 r$,104.51,4.0,54845.0,fashion,15.0,54845.0
722,62.83,2.21,1.0,48594.0,health,5.0,48594.0
723,34.39,nones,6.0,28230.0,nones,15.0,28230.0
724,46.2,113.01,7.0,31282.0,fashion,15.0,31282.0
725,692.0,46.76,4.0,62892.0,sports,10.0,62892.0
726,182.9 R$,67.11,2.0,51687.0,TECHNOLOGY,8.0,51687.0
727,254.9,73.11,1.0,9933.0,fashion,5.0,9933.0
728,18.04,21.65,14.0,35166.0,fashion,6.0,35166.0
729,3.5,47.55,6.0,17229.0,fashion,0.0,17229.0
730,438.99,49.93,9.0,4819.0,SPORTS,1.0,4819.0
731,49.97,57.41,9.0,48011.0,technology,13.0,48011.0
732,95.03,50.92,0.0,46673.0,TOYS,9.0,46673.0
733,719.0,140.52,3.0,7106.0,TECHNOLOGY,17.0,7106.0
734,820.0,38.66,4.0,11216.0,health,8.0,11216.0
735,24.1,7.52,13.0,47325.0,health,4.0,47325.0
736,54.16,29.05,4.0,46733.0,fashion,3.0,46733.0
737,28.58,61.16,11.0,35271.0,fashion,6.0,35271.0
738,529.9,47.55,12.0,17312.0,toys,1.0,17312.0
739,n/a,38.48,0.0,52146.0,toys,21.0,52146.0
740,529.9,47.55,12.0,17312.0,TOYS,1.0,17312.0
741,376.0,29.72,2.0,44408.0,SPORTS,1.0,44408.0
742,108.9,38.63,14.0,21106.0,FASHION,0.0,21106.0
743,209.89 real,63.2,2.0,17585.0,toys,16.0,17585.0
744,161.25,132.94,2.0,31376.0,SPORTS,2.0,31376.0
745,56.89,97.74,3.0,7164.0,toys,10.0,7164.0
746,10.1,8.55,9.0,32100.0,fashion,0.0,32100.0
747,185.94 reais,52.93,15.0,41040.0,sports,1.0,41040.0
748,91.33,70.34 real,4.0,37391.0,technology,1.0,37391.0
749,820.05,5.59,6.0,50923.0,FASHION,6.0,50923.0
750,29.4,47.55,14.0,7776.0,FASHION,5.0,7776.0
751,167.68,40.33,12.0,20707.0,sports,21.0,20707.0
752,314.91,86.34,2.0,44679.0,technology,9.0,44679.0
753,319.99 R$,15.22,9.0,23670.0,technology,11.0,23670.0
754,220.33,17.44,4.0,50144.0,FASHION,23.0,50144.0
755,148.5,12.01,13.0,13644.0,toys,16.0,13644.0
756,1589.0,38.66,4.0,42525.0,FASHION,23.0,42525.0
757,358.8,65.03,2.0,39661.0,sports,21.0,39661.0
758,95.03,39.84 REAL,12.0,157.0,HEALTH,10.0,157.0
759,47.6,12.28,1.0,39011.0,fashion,8.0,39011.0
760,89.1,38.15,12.0,9747.0,TOYS,1.0,9747.0
761,78.73,38.98,1.0,27241.0,toys,1.0,27241.0
762,NONES,95.42,1.0,22545.0,N/A,22.0,22545.0
763,597.89,42.17,4.0,31567.0,fashion,19.0,31567.0
764,517.65,nones,5.0,14001.0,valores em falta,10.0,14001.0
765,no_info,nones,13.0,6777.0,nan,5.0,6777.0
766,13.87,59.63,17.0,3909.0,toys,3.0,3909.0
767,44.95,34.82,12.0,15837.0,toys,4.0,15837.0
768,40.33,30.66,9.0,46141.0,fashion,0.0,46141.0
769,18.42,32.61,0.0,56210.0,fashion,21.0,56210.0
770,77.07,21.31,8.0,38044.0,technology,12.0,38044.0
771,111.27,49.72,12.0,52042.0,health,16.0,52042.0
772,201.0,17.64,0.0,46666.0,no_info,10.0,46666.0
773,820.0,32.34,0.0,41437.0,TECHNOLOGY,0.0,41437.0
774,53.65,NONES,4.0,11241.0,VALORES EM FALTA,3.0,11241.0
775,26.77,35.92,12.0,32063.0,SPORTS,5.0,32063.0
776,137.3,66.83 reais,7.0,27601.0,fashion,3.0,27601.0
777,4099.99,44.73,7.0,20815.0,FASHION,22.0,20815.0
778,366.4,35.99,7.0,48771.0,HEALTH,4.0,48771.0
779,no_info,valores em falta,12.0,39505.0,toys,19.0,39505.0
780,156.9,30.46 Real,2.0,32465.0,sports,7.0,32465.0
781,79.8,81.42,3.0,14850.0,technology,7.0,14850.0
782,34.39,42.12,6.0,28230.0,fashion,15.0,28230.0
783,106.6,34.7,4.0,55148.0,technology,7.0,55148.0
784,100.0,123.02,2.0,24516.0,toys,1.0,24516.0
785,71.25,41.85,3.0,23966.0,fashion,8.0,23966.0
786,n/a,22.18 real brasileiro,3.0,49351.0,n/a,16.0,49351.0
787,258.99,49.26,9.0,25099.0,toys,10.0,25099.0
788,2400.0,47.61,0.0,34618.0,sports,17.0,34618.0
789,137.88,47.55,13.0,13542.0,sports,8.0,13542.0
790,403.9,30.66,12.0,4374.0,toys,8.0,4374.0
791,22.95,128.47,14.0,40510.0,fashion,5.0,40510.0
792,87.0,11.09,3.0,44016.0,fashion,6.0,44016.0
793,820.05,23.71,8.0,23861.0,toys,11.0,23861.0
794,517.65,54.36,8.0,62509.0,HEALTH,5.0,62509.0
795,n/a,nan,3.0,14850.0,valores em falta,7.0,14850.0
796,106.6,39.91,0.0,19422.0,FASHION,9.0,19422.0
797,201.0,17.64,0.0,46666.0,fashion,10.0,46666.0
798,26.68,36.72,1.0,31720.0,fashion,0.0,31720.0
799,159.99 R$,62.6,11.0,1190.0,FASHION,5.0,1190.0
800,56.89,16.29,3.0,30407.0,fashion,9.0,30407.0
801,145.99,22.0,6.0,9301.0,FASHION,9.0,9301.0
802,404.88,174.49,9.0,23194.0,health,16.0,23194.0
803,0.85,31.33,3.0,53243.0,fashion,8.0,53243.0
804,399.2,30.66,4.0,1999.0,TECHNOLOGY,12.0,1999.0
805,91.33,22.56,5.0,37084.0,toys,10.0,37084.0
806,nan,29.31,3.0,22129.0,technology,5.0,22129.0
807,142.0,13.08,9.0,51901.0,no_info,12.0,51901.0
808,399.2 Real brasileiro,50.15,13.0,40226.0,technology,22.0,40226.0
809,247.99,31.33,9.0,15690.0,health,6.0,15690.0
810,420.07,41.41,10.0,11511.0,FASHION,12.0,11511.0
811,639.0,48.35,1.0,35923.0,health,19.0,35923.0
812,84.55,NO_INFO,1.0,36249.0,N/A,20.0,36249.0
813,89.56,72.16,9.0,43001.0,FASHION,13.0,43001.0
814,NAN,125.66 R$,6.0,17807.0,SPORTS,13.0,17807.0
815,0.85,11.39,4.0,9584.0,technology,11.0,9584.0
816,404.88,62.88,9.0,5303.0,HEALTH,12.0,5303.0
817,367.0,32.34,4.0,8518.0,sports,6.0,8518.0
818,127.77,55.95,6.0,10662.0,HEALTH,9.0,10662.0
819,16.89,16.23,6.0,11785.0,FASHION,5.0,11785.0
820,107.63 real brasileiro,26.02,10.0,37623.0,fashion,14.0,37623.0
821,124.89,33.24,2.0,60352.0,technology,5.0,60352.0
822,valores em falta,nan,1.0,50341.0,n/a,1.0,50341.0
823,15.94,valores em falta,14.0,32160.0,n/a,15.0,32160.0
824,17.33,18.01,4.0,41115.0,fashion,3.0,41115.0
825,34.39,42.12,6.0,28230.0,fashion,15.0,28230.0
826,66.0,47.5,3.0,20846.0,toys,10.0,20846.0
827,91.33,38.48,1.0,32330.0,fashion,1.0,32330.0
828,820.0,32.34,6.0,3294.0,fashion,23.0,3294.0
829,966.9,1.05 reais,6.0,41011.0,fashion,5.0,41011.0
830,344.0,83.54,4.0,39027.0,health,1.0,39027.0
831,222.9,16.53,10.0,59757.0,fashion,7.0,59757.0
832,222.98,69.96,14.0,7460.0,fashion,20.0,7460.0
833,282.0,14.68,2.0,1696.0,SPORTS,5.0,1696.0
834,15.27,6.87,9.0,59724.0,sports,8.0,59724.0
835,245.7,valores em falta,12.0,18278.0,nan,23.0,18278.0
836,782.25,25.85,1.0,14874.0,fashion,14.0,14874.0
837,217.91,6.87,8.0,3672.0,technology,3.0,3672.0
838,14.5,24.23,6.0,61033.0,technology,8.0,61033.0
839,1277.5,51.05 Reais,1.0,5973.0,sports,21.0,5973.0
840,78.73,nones,1.0,16693.0,fashion,8.0,16693.0
841,no_info,nones,5.0,20813.0,no_info,0.0,20813.0
842,59.49,10.98,3.0,39378.0,technology,2.0,39378.0
843,257.6,31.33,2.0,57166.0,TECHNOLOGY,22.0,57166.0
844,148.44,7.94,8.0,57563.0,health,12.0,57563.0
