;order;product;seller;customer;city;state;category;price;shipping;payment;purchased;delivered;estimated_delivery;rating
194;13676;0;7;13676;unknown;mg;technology;1001.0;2.46;credit card;2017-04-29 11:48:05;2017-05-05 15:17:57;1900-01-01;3.5
195;13818;6;21;13818;rio de janeiro;rj;health;399.2;20.9;credit card;2017-06-25 23:10:29;2017-07-05 15:22:06;1900-01-01;5.0
196;13845;5;5;13845;sao paulo;sp;toys;271.0;6.08;credit card;2017-09-03 16:48:45;2017-09-05 21:22:24;1900-01-01;3.0
197;14001;5;10;14001;unknown;sp;technology;517.65;8.09;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;3.0
198;14099;4;9;14099;sao paulo;sp;technology;128.99;9.84;credit card;2017-11-07 20:46:04;2017-11-14 13:12:29;1900-01-01;4.0
199;14185;1;7;14185;sao paulo;sp;technology;0;61.32;credit card;2017-10-28 18:16:38;2017-11-01 15:39:51;1900-01-01;3.5
200;14246;13;13;14246;unknown;sp;toys;509.99;17.38;credit card;2018-02-09 12:08:29;2018-02-20 18:00:07;2018-03-05;3.0
201;14252;9;17;14252;unknown;mg;toys;100.0;26.02;credit card;2018-01-08 18:24:02;2018-01-15 17:57:57;1900-01-01;2.5
202;14298;9;14;14298;unknown;sp;0;123.49;14.43;other;2017-06-21 09:02:30;2017-06-27 14:56:56;2017-07-12;2.0
203;14371;2;9;14371;unknown;0;toys;42.89;0.69;credit card;2018-08-21 11:28:41;2018-08-24 19:48:47;1900-01-01;2.0
204;14380;4;12;14380;unknown;rj;health;172.99;17.44;credit card;2017-08-03 20:57:27;2017-08-15 17:50:03;1900-01-01;4.5
205;14382;0;10;14382;unknown;sp;fashion;34.0;37.42;other;2017-11-15 16:48:17;2017-12-01 01:40:05;1900-01-01;1.0
206;14390;5;5;14390;sao paulo;sp;toys;161.0;32.34;credit card;2018-03-03 14:31:06;2018-03-07 20:19:15;2018-03-26;2.5
207;14408;1;5;14408;rio de janeiro;rj;fashion;18.1;19.65;credit card;2018-08-04 10:41:25;2018-08-10 22:38:31;2018-08-20;1.0
208;14576;15;5;14576;unknown;mg;sports;56.89;55.92;credit card;2018-07-23 19:07:01;2018-07-27 17:24:37;1900-01-01;1.0
209;14773;6;15;14773;unknown;sp;sports;959.99;14.65;credit card;1900-01-01 00:00:00;2018-07-27 19:35:29;1900-01-01;2.5
210;14850;3;7;14850;campinas;sp;technology;79.8;81.42;valores em falta;2018-03-14 17:58:51;2018-03-23 16:46:39;1900-01-01;valores em falta
211;14874;1;14;14874;unknown;mg;fashion;782.25;25.85;credit card;2017-07-17 10:37:43;2017-07-20 15:51:18;1900-01-01;3.5
212;14886;11;3;14886;unknown;rj;fashion;357.0;57.73;other;2017-02-23 23:40:35;2017-03-08 06:49:03;1900-01-01;4.5
213;14936;0;7;14936;sao paulo;sp;fashion;58.1;86.8;credit card;2017-11-03 23:42:39;2017-11-16 22:39:36;1900-01-01;1.0
214;14944;1;17;14944;pelotas;rs;fashion;33.57;99.34;credit card;2018-05-10 23:18:33;2018-05-23 17:07:49;1900-01-01;1.0
215;14967;6;6;14967;unknown;sp;sports;31.0;67.11;other;2017-06-06 20:26:32;2017-06-19 21:33:18;2017-06-28;1.0
216;14990;4;7;14990;rio de janeiro;rj;valores em falta;0;0;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;4.5
217;15069;12;4;15069;sao paulo;sp;toys;142.0;25.17;credit card;2017-06-06 16:32:42;2017-06-19 20:55:42;1900-01-01;3.0
218;15240;6;17;15240;unknown;mg;sports;125.46;20.67;credit card;2017-12-01 21:21:44;2017-12-19 19:43:33;1900-01-01;2.5
219;15340;5;3;15340;unknown;sp;toys;820.0;32.34;other;2017-12-18 14:00:47;2017-12-23 02:13:57;1900-01-01;3.0
220;15341;9;19;15341;sao paulo;sp;fashion;58.1;46.22;credit card;2018-03-02 09:43:01;2018-03-14 19:58:50;1900-01-01;1.5
221;15388;16;17;15388;0;rs;sports;188.8;97.74;credit card;2018-01-22 11:41:56;2018-02-01 18:06:27;2018-02-16;4.5
222;15437;12;10;15437;campinas;sp;toys;79.8;17.0;credit card;2017-11-25 17:46:11;2017-12-16 18:19:56;2017-12-26;3.0
223;15438;12;0;15438;rio de janeiro;rj;sports;2899.0;20.9;credit card;1900-01-01 00:00:00;2018-01-06 12:39:21;2018-01-04;5.0
224;15515;7;3;15515;maringa;pr;health;640.0;78.84;credit card;2017-11-12 20:32:49;2017-11-28 23:33:04;1900-01-01;3.5
225;15638;4;13;15638;porto alegre;rs;sports;358.99;41.82;credit card;2018-04-15 22:55:35;2018-04-24 18:51:31;1900-01-01;5.0
226;15665;1;10;15665;sao paulo;sp;toys;66.0;12.01;other;2018-06-15 09:40:37;2018-06-21 20:36:37;1900-01-01;2.0
227;15682;9;15;15682;unknown;sp;fashion;509.99;17.38;credit card;2017-12-28 23:07:22;2018-01-08 15:05:37;1900-01-01;3.5
228;15690;9;6;15690;unknown;sp;health;247.99;31.33;other;2018-08-18 18:37:46;2018-08-27 18:55:40;2018-09-04;2.0
229;15700;3;10;15700;niteroi;rj;technology;1001.0;61.03;other;2018-08-06 12:22:58;2018-08-14 11:47:42;1900-01-01;5.0
230;15705;3;7;15705;unknown;mg;technology;509.99;39.68;credit card;2018-08-01 18:58:49;2018-08-13 23:16:46;1900-01-01;2.0
231;15837;12;4;15837;belo horizonte;mg;toys;44.95;34.82;credit card;2018-06-30 21:51:00;2018-07-04 17:09:03;2018-07-25;2.5
232;15864;1;7;15864;rio de janeiro;rj;sports;95.03;43.65;credit card;2017-03-27 19:22:16;2017-04-07 14:25:35;2017-04-26;5.0
233;15880;0;0;15880;rio de janeiro;rj;0;0;0;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;4.5
234;16146;10;3;16146;rio de janeiro;rj;fashion;26.77;3.81;credit card;2018-03-03 15:38:55;2018-04-16 18:36:31;2018-04-10;4.5
235;16148;15;17;16148;santo andre;sp;sports;345.6;60.07;credit card;2018-04-13 21:50:49;2018-04-18 17:03:18;1900-01-01;4.0
236;16230;8;22;16230;caxias do sul;rs;toys;59.21;47.55;other;2017-10-16 12:21:07;2017-10-27 20:25:54;2017-11-16;2.0
237;16271;4;17;16271;unknown;mg;fashion;481.0;29.51;credit card;2017-03-28 15:36:43;2017-04-12 14:58:57;1900-01-01;3.0
238;16432;9;8;16432;unknown;rs;sports;820.05;31.0;credit card;2017-03-04 15:23:16;2017-03-14 14:34:11;2017-04-04;4.5
239;16446;8;3;16446;valores em falta;0;health;34.08;19.38;valores em falta;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;valores em falta
240;16530;4;2;16530;sao paulo;sp;sports;1663.0;9.18;credit card;2018-08-20 19:21:03;2018-08-30 19:36:44;1900-01-01;3.0
241;16535;15;7;16535;unknown;rs;sports;47.06;82.12;credit card;2018-05-19 19:44:07;2018-06-06 19:52:31;1900-01-01;1.0
242;16674;2;10;16674;unknown;sp;health;128.99;70.39;credit card;2018-02-05 12:04:33;2018-02-15 22:53:03;1900-01-01;1.0
243;16693;1;8;16693;unknown;rj;fashion;78.73;54.04;credit card;2018-02-05 21:42:18;2018-02-20 18:53:27;1900-01-01;3.5
244;16824;7;7;16824;sao paulo;sp;fashion;128.99;69.21;other;2018-02-23 12:54:27;2018-03-09 19:58:38;1900-01-01;1.0
245;17028;14;19;17028;rio de janeiro;rj;fashion;79.7;16.52;credit card;2017-11-17 10:22:00;2018-01-23 19:06:57;2017-12-14;1.0
246;17047;13;6;17047;unknown;sp;sports;50.21;27.2;other;1900-01-01 00:00:00;2018-04-06 03:11:39;1900-01-01;1.0
247;17071;10;19;17071;santo andre;sp;fashion;49.38;82.93;credit card;2017-05-08 18:53:05;2017-05-13 11:22:40;2017-05-31;1.0
248;17085;1;10;17085;unknown;sp;technology;1060.0;15.17;credit card;2018-06-26 13:21:07;2018-07-02 15:56:51;1900-01-01;3.0
249;17229;6;0;17229;unknown;mg;fashion;3.5;47.55;credit card;2017-09-26 16:49:40;2017-10-04 21:37:36;1900-01-01;1.0
250;17256;9;24;17256;sao paulo;sp;technology;779.9;34.33;credit card;2018-04-08 19:09:35;2018-04-14 13:53:21;1900-01-01;4.5
251;17285;10;1;17285;juiz de fora;mg;fashion;127.77;27.2;credit card;2018-03-30 20:48:54;2018-04-13 23:26:36;1900-01-01;2.5
252;17312;12;1;17312;rio de janeiro;rj;toys;529.9;47.55;credit card;2017-10-04 14:14:37;1900-01-01 00:00:00;1900-01-01;5.0
253;17393;12;7;17393;sao paulo;sp;health;94.88;56.66;credit card;2018-05-24 16:01:40;2018-06-11 20:18:19;2018-06-26;1.0
254;17396;0;10;17396;unknown;mg;technology;509.99;17.44;other;2018-02-14 20:14:12;2018-03-05 11:59:04;1900-01-01;3.0
255;17446;14;5;17446;ponta grossa;pr;fashion;148.5;146.3;credit card;2018-04-27 14:00:58;2018-05-08 17:14:54;2018-05-23;2.0
256;17528;13;16;17528;rio de janeiro;rj;technology;18.1;7.88;credit card;2018-06-30 22:43:00;2018-07-11 18:08:59;2018-07-25;4.5
257;17565;9;8;17565;porto alegre;rs;sports;49.99;82.93;credit card;2018-07-17 12:02:11;2018-07-20 20:51:25;2018-08-07;1.0
258;17585;2;16;17585;rio de janeiro;rj;toys;209.89;63.2;credit card;2018-08-22 17:14:07;2018-08-28 18:28:39;1900-01-01;5.0
259;17659;4;20;17659;unknown;sp;fashion;0;49.91;credit card;2017-11-24 14:03:15;2017-11-30 15:27:13;1900-01-01;3.0
260;17671;17;1;17671;sao paulo;sp;toys;109.82;77.92;credit card;2017-01-14 01:16:14;2017-01-27 09:22:38;2017-02-14;3.0
261;17722;1;16;17722;unknown;sp;technology;211.91;29.41;credit card;2017-11-08 19:30:06;2017-11-20 18:08:09;1900-01-01;3.5
262;17807;6;13;17807;rio de janeiro;rj;sports;0;125.66;credit card;2018-01-22 10:28:04;2018-02-01 21:48:25;1900-01-01;3.0
263;17812;0;14;17812;unknown;sp;fashion;95.17;23.7;credit card;2018-05-04 17:01:31;2018-05-11 00:08:45;1900-01-01;3.5
264;17850;8;8;17850;unknown;sp;technology;692.0;21.65;credit card;2017-04-21 09:48:39;2017-05-15 12:22:12;1900-01-01;3.0
265;17862;4;3;17862;unknown;0;technology;15.89;30.66;0;2017-12-29 09:32:08;2018-01-09 20:10:07;1900-01-01;1.5
266;17939;11;9;17939;sao bernardo do campo;sp;fashion;62.83;67.42;credit card;2017-02-16 12:58:36;2017-02-22 21:45:54;1900-01-01;1.5
267;18256;6;1;18256;nova iguacu;rj;technology;1899.0;20.9;0;2017-08-02 21:21:21;2017-08-09 17:09:13;2017-08-24;5.0
268;18278;12;23;18278;valores em falta;0;sports;245.7;14.76;0;2018-03-16 15:45:55;2018-03-27 02:33:36;1900-01-01;valores em falta
269;18357;8;17;18357;unknown;mg;health;692.0;78.42;credit card;2018-01-02 17:42:24;2018-01-09 19:51:35;1900-01-01;2.0
270;18461;9;24;18461;unknown;rs;technology;71.8;12.59;other;2017-08-09 20:43:39;2017-08-21 20:29:43;1900-01-01;3.5
271;18682;5;19;18682;sao paulo;sp;toys;12.8;13.59;credit card;2018-03-26 14:33:13;2018-04-02 15:12:18;1900-01-01;1.0
272;18684;0;3;18684;rio de janeiro;rj;technology;778.0;54.46;credit card;2018-06-03 16:00:26;2018-06-18 17:41:12;1900-01-01;5.0
273;18838;9;4;18838;niteroi;rj;technology;28.55;163.52;credit card;2017-07-03 15:10:38;2017-07-12 21:08:07;1900-01-01;1.0
274;18858;10;7;18858;unknown;sp;fashion;36.5;30.66;credit card;2017-11-28 11:40:40;2017-12-05 21:23:25;1900-01-01;1.0
275;18901;7;19;18901;unknown;sp;fashion;223.0;32.34;0;2018-02-28 18:49:29;2018-03-06 15:47:50;1900-01-01;3.0
276;18940;1;1;18940;unknown;sp;health;109.6;6.08;credit card;2017-12-17 12:45:48;2017-12-21 18:43:23;1900-01-01;3.0
277;19001;0;9;19001;unknown;sp;health;419.9;21.26;credit card;2018-04-11 12:47:32;2018-04-17 00:13:27;1900-01-01;4.5
278;19010;8;2;19010;unknown;0;technology;692.0;46.76;credit card;2017-07-19 19:43:53;2017-08-04 16:54:59;1900-01-01;3.0
279;19144;4;3;19144;unknown;sp;fashion;100.0;18.41;other;2018-07-28 08:44:36;2018-08-03 20:11:29;1900-01-01;1.0
280;19177;15;0;19177;unknown;sp;sports;539.92;9.87;credit card;2018-05-16 16:19:18;2018-06-05 20:19:00;1900-01-01;2.0
281;19246;1;11;19246;sao paulo;sp;technology;231.27;7.27;credit card;2018-06-25 18:35:52;2018-06-29 17:48:55;2018-07-17;4.0
282;19272;3;5;19272;unknown;mg;fashion;89.21;38.66;credit card;2017-12-01 23:33:35;2017-12-11 20:34:07;1900-01-01;1.0
283;19273;2;24;19273;sao paulo;sp;health;359.6;49.27;credit card;2017-02-20 09:28:19;2017-02-24 10:41:38;1900-01-01;5.0
284;19348;6;5;19348;unknown;rs;sports;166.8;17.96;other;2018-02-26 14:29:30;2018-03-08 20:31:24;1900-01-01;3.5
285;19351;9;21;19351;unknown;sp;technology;56.89;227.57;credit card;2017-06-03 18:40:55;2017-06-12 13:54:42;1900-01-01;1.0
286;19387;3;7;19387;sao paulo;sp;fashion;117.56;32.34;credit card;2017-07-17 20:30:21;2017-07-21 19:39:46;2017-08-02;2.0
287;19395;5;22;19395;unknown;sp;technology;4099.99;76.76;other;2018-03-02 08:33:32;2018-03-14 13:32:11;1900-01-01;2.5
288;19422;0;9;19422;unknown;sp;fashion;106.6;39.91;other;2018-06-29 18:52:27;2018-07-10 11:31:55;1900-01-01;2.0
289;19509;6;9;19509;unknown;sp;fashion;18.42;38.45;other;2018-04-02 23:09:18;2018-04-11 17:33:02;1900-01-01;1.0
290;19585;4;12;19585;unknown;sp;fashion;692.0;163.52;0;2017-10-13 01:39:09;2017-10-24 13:00:02;1900-01-01;1.0
291;19639;4;4;19639;sao bernardo do campo;sp;health;453.7;12.28;credit card;2018-04-06 19:54:30;2018-04-14 18:23:35;1900-01-01;4.5
292;19670;6;22;19670;sao paulo;sp;fashion;33.41;22.47;credit card;2017-12-27 20:58:14;2018-01-05 21:09:00;1900-01-01;1.0
293;19720;3;5;19720;unknown;sp;fashion;820.05;32.95;credit card;2017-08-19 18:27:16;2017-08-28 19:07:31;1900-01-01;2.0
294;19738;11;22;19738;unknown;mg;fashion;4099.99;64.09;other;2018-03-20 14:44:43;2018-04-04 20:58:37;1900-01-01;1.0
295;19801;10;15;19801;unknown;sp;fashion;87.0;30.24;other;2018-02-13 16:01:28;2018-02-19 20:20:44;2018-03-01;1.0
296;19824;7;13;19824;sao paulo;sp;fashion;164.98;72.67;other;2018-07-02 10:21:35;2018-07-07 22:22:26;1900-01-01;1.0
297;19827;8;22;19827;unknown;sp;technology;359.6;22.56;credit card;2017-01-29 20:03:45;2017-02-13 14:06:11;1900-01-01;3.5
298;19891;6;1;19891;belo horizonte;mg;technology;2899.0;96.55;credit card;2017-11-25 21:42:13;2017-12-11 16:43:11;2017-12-18;4.0
299;19987;2;19;19987;guarulhos;sp;health;100.0;56.92;credit card;2018-05-01 09:53:51;2018-05-11 00:47:45;1900-01-01;3.0
300;20008;1;3;20008;unknown;rj;health;358.8;12.35;credit card;2017-11-14 00:52:49;2017-11-24 19:32:25;1900-01-01;4.0
301;20194;5;10;20194;unknown;mg;toys;18.42;60.4;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;1.0
302;20268;13;24;20268;unknown;sp;health;128.65;22.56;0;2017-06-02 22:47:50;2017-06-19 20:22:43;1900-01-01;1.0
303;20319;3;2;20319;unknown;sp;technology;564.99;47.55;credit card;2018-02-09 10:12:42;2018-02-15 12:09:28;1900-01-01;3.5
304;20327;10;6;20327;sao paulo;sp;fashion;26.99;23.6;0;2018-01-29 22:08:10;2018-01-31 23:26:48;2018-02-14;1.0
305;20406;1;16;20406;unknown;sp;fashion;18.1;11.87;credit card;2018-05-15 02:12:21;2018-05-16 17:08:59;1900-01-01;1.0
306;20502;6;22;20502;sao paulo;sp;0;509.99;0;credit card;2018-06-14 18:05:57;2018-06-20 15:34:52;1900-01-01;4.0
307;20536;4;11;20536;campinas;sp;health;72.4;13.8;credit card;2017-07-03 09:14:20;2017-07-11 20:32:43;1900-01-01;3.5
308;20544;1;16;20544;unknown;rs;health;692.0;46.76;credit card;2017-11-04 09:29:36;2017-11-21 21:47:04;2017-12-05;4.0
309;20545;5;8;20545;unknown;sp;technology;1029.99;16.06;credit card;1900-01-01 00:00:00;2018-01-25 17:02:49;1900-01-01;3.0
310;20580;11;5;20580;maringa;pr;fashion;0.85;82.12;other;2018-06-27 15:45:49;2018-07-03 18:56:50;1900-01-01;1.5
311;20587;2;17;20587;sao paulo;sp;technology;966.9;28.77;credit card;2017-10-04 10:29:31;2017-10-12 14:51:38;1900-01-01;4.5
312;20605;0;7;20605;belo horizonte;mg;health;188.8;19.2;other;2018-07-17 12:59:25;2018-07-25 14:04:58;2018-08-20;3.5
313;20610;9;23;20610;rio de janeiro;rj;fashion;9.95;116.88;credit card;2017-12-19 23:30:24;2017-12-22 19:53:21;1900-01-01;1.0
314;20641;7;0;20641;unknown;sp;health;56.7;1.64;credit card;2018-08-19 15:41:39;2018-08-24 14:48:54;1900-01-01;3.5
315;20707;12;21;20707;unknown;mg;sports;167.68;40.33;credit card;2018-01-09 12:53:44;1900-01-01 00:00:00;1900-01-01;2.0
316;20727;3;8;20727;sao paulo;sp;0;8.49;133.37;credit card;1900-01-01 00:00:00;2018-06-29 19:24:41;1900-01-01;1.0
317;20815;7;22;20815;unknown;sp;fashion;4099.99;44.73;credit card;2017-03-13 18:13:52;2017-03-16 06:12:06;1900-01-01;4.5
318;20864;1;22;20864;pelotas;rs;fashion;6.1;9.39;credit card;2018-03-11 23:15:51;2018-03-23 01:15:48;1900-01-01;1.0
319;20884;8;19;20884;rio de janeiro;rj;health;1055.9;61.1;other;2017-09-11 16:54:06;2017-09-25 18:16:49;1900-01-01;5.0
320;20980;1;3;20980;unknown;mg;fashion;33.41;29.87;other;2018-07-06 11:21:51;2018-07-16 17:41:48;2018-07-30;1.0
321;21106;14;0;21106;unknown;sp;fashion;108.9;38.63;credit card;2018-03-15 22:56:52;2018-03-20 18:11:50;2018-03-27;2.0
322;21119;4;7;21119;unknown;mg;health;60.63;17.44;other;2017-11-29 10:53:27;2017-12-14 00:46:14;1900-01-01;2.5
323;21141;13;4;21141;sao paulo;sp;toys;198.5;9.21;credit card;2018-01-18 18:22:22;2018-02-05 17:14:53;2018-02-14;4.5
324;21207;2;10;21207;unknown;mg;technology;126.69;47.55;credit card;2018-02-06 09:48:11;2018-02-16 13:58:56;1900-01-01;2.5
325;21365;1;6;21365;unknown;sp;fashion;231.27;43.52;credit card;2017-08-29 14:39:21;2017-09-05 21:47:56;1900-01-01;2.0
326;21522;1;22;21522;uberlandia;mg;valores em falta;83.36;47.55;credit card;2017-09-09 19:52:54;2017-09-13 20:17:41;1900-01-01;1.0
327;21547;4;19;21547;unknown;sp;health;65.06;6.08;credit card;2017-05-24 13:17:55;2017-05-26 08:33:09;1900-01-01;4.0
328;21813;11;15;21813;unknown;mg;fashion;18.04;63.92;other;2018-01-16 10:29:39;2018-01-24 21:58:09;1900-01-01;1.0
329;22059;4;19;22059;sao paulo;sp;fashion;8.8;123.8;credit card;2017-12-03 20:14:21;2017-12-14 20:22:50;2017-12-27;1.0
330;22071;4;7;22071;unknown;sp;sports;517.65;40.73;credit card;2018-06-05 22:44:05;2018-06-13 20:56:34;1900-01-01;2.0
331;22078;3;21;22078;sao paulo;sp;toys;153.75;32.34;other;2017-06-20 13:09:25;2017-06-23 13:02:52;2017-07-03;2.5
332;22129;3;5;22129;unknown;sp;technology;0;29.31;credit card;2018-04-14 12:12:34;2018-04-23 13:15:39;2018-04-26;2.5
333;22229;8;5;22229;unknown;sp;toys;13.7;23.05;other;2017-08-20 20:50:18;2017-08-28 19:33:59;2017-09-11;1.0
334;22269;4;20;22269;unknown;sp;health;189.99;47.61;credit card;2018-06-26 22:06:58;2018-06-30 15:24:27;1900-01-01;2.0
335;22286;0;9;22286;unknown;sp;sports;258.76;47.55;credit card;2018-04-06 16:47:38;1900-01-01 00:00:00;1900-01-01;3.0
336;22359;13;5;22359;santo andre;sp;technology;128.99;6.31;credit card;2018-01-31 09:30:15;2018-02-09 17:56:52;1900-01-01;4.0
337;22463;13;21;22463;sao paulo;sp;sports;497.99;32.34;credit card;2017-09-25 21:38:16;2017-09-27 16:14:07;2017-10-10;4.5
338;22480;6;17;22480;unknown;sp;fashion;125.46;35.01;credit card;1900-01-01 00:00:00;2017-09-18 20:22:27;1900-01-01;1.0
339;22540;8;13;22540;sao paulo;sp;technology;48.99;32.34;credit card;2017-11-21 16:22:07;2017-11-29 00:39:07;1900-01-01;3.0
340;22545;1;22;22545;porto alegre;rs;0;0;95.42;credit card;2017-06-08 10:49:42;2017-06-23 10:51:23;1900-01-01;1.5
341;22672;0;5;22672;unknown;sp;health;117.56;27.68;credit card;2018-06-03 09:48:48;2018-06-09 19:16:33;2018-07-05;1.0
342;22685;0;21;22685;sao paulo;sp;toys;238.64;34.33;other;2018-07-17 23:08:18;2018-07-27 21:05:30;1900-01-01;2.0
343;22960;6;9;22960;curitiba;pr;technology;1589.0;20.9;credit card;2017-08-31 09:24:23;2017-09-06 16:43:13;1900-01-01;4.5
344;23140;6;7;23140;unknown;sp;technology;849.5;39.7;credit card;2018-03-07 12:02:14;2018-03-08 16:04:44;1900-01-01;3.5
345;23194;9;16;23194;santo andre;sp;health;404.88;174.49;credit card;2017-10-01 17:19:18;1900-01-01 00:00:00;2017-10-19;3.0
346;23268;3;3;23268;sao paulo;sp;toys;95.03;59.62;credit card;2017-09-23 15:34:57;2017-10-01 14:14:50;1900-01-01;2.0
347;23284;4;3;23284;sao paulo;sp;fashion;50.21;78.2;credit card;2018-07-30 17:51:44;2018-08-02 01:21:37;2018-08-03;1.5
348;23323;0;17;23323;unknown;sp;toys;36.5;30.66;credit card;2018-02-04 11:05:32;2018-03-01 16:46:44;2018-03-01;1.5
349;23355;0;20;23355;unknown;sp;0;89.1;4.8;credit card;2018-07-18 11:02:45;2018-07-24 16:46:41;1900-01-01;3.0
350;23356;9;16;23356;sao paulo;sp;technology;252.99;50.83;credit card;2017-12-11 23:55:52;2017-12-19 00:28:26;1900-01-01;4.0
351;23670;9;11;23670;unknown;rj;technology;319.99;15.22;credit card;2017-07-27 11:50:33;2017-08-11 17:52:33;2017-08-22;4.5
352;23765;1;13;23765;porto alegre;rs;technology;403.9;52.64;other;2018-07-17 18:27:15;2018-07-28 00:58:37;1900-01-01;5.0
353;23861;8;11;23861;belo horizonte;mg;toys;820.05;23.71;credit card;2018-06-13 14:57:53;2018-06-18 18:03:38;1900-01-01;4.5
354;23966;3;8;23966;unknown;mg;fashion;71.25;41.85;credit card;2017-08-27 13:02:35;2017-09-06 21:16:11;1900-01-01;1.0
355;24194;8;19;24194;sao paulo;sp;toys;288.75;124.54;credit card;2017-11-28 12:01:21;2017-12-04 15:55:00;1900-01-01;3.0
356;24232;2;4;24232;unknown;pr;health;187.97;52.85;credit card;2018-08-05 17:34:26;2018-08-16 14:42:58;1900-01-01;2.0
357;24291;1;5;24291;unknown;sp;toys;264.5;53.29;credit card;2018-03-19 10:21:46;2018-03-29 23:09:34;1900-01-01;1.5
358;24304;0;6;24304;unknown;rs;health;24.62;11.31;credit card;2018-05-05 07:12:07;2018-05-11 23:04:39;1900-01-01;3.0
359;24445;1;3;24445;sao bernardo do campo;sp;fashion;127.77;30.24;other;2018-01-10 22:19:01;2018-01-15 18:12:11;1900-01-01;2.5
360;24491;12;13;24491;unknown;sp;toys;259.91;88.09;credit card;2018-05-14 16:47:21;2018-05-21 20:48:40;1900-01-01;1.0
361;24516;2;1;24516;sao paulo;sp;toys;100.0;123.02;other;2017-03-20 23:51:25;2017-03-27 15:53:00;1900-01-01;1.5
362;24626;12;1;24626;unknown;mg;sports;148.5;37.91;other;2017-12-02 12:19:20;2017-12-26 17:53:25;1900-01-01;1.0
363;24691;14;3;24691;unknown;sp;fashion;8.33;23.6;credit card;2018-02-23 11:02:29;2018-02-26 21:04:47;2018-03-09;1.0
364;24754;5;10;24754;unknown;sp;technology;49.38;28.09;credit card;2017-12-20 13:12:41;2018-01-04 17:17:25;2018-02-01;1.0
365;24786;7;8;24786;unknown;sp;health;110.25;3.41;credit card;2017-11-25 07:22:45;2017-12-07 00:44:56;1900-01-01;4.5
366;24817;1;7;24817;niteroi;rj;toys;231.27;63.86;other;2017-08-21 20:47:58;2017-09-09 16:13:50;1900-01-01;4.0
367;24863;4;1;24863;unknown;sp;health;43.97;28.61;credit card;2017-08-29 14:18:50;2017-09-04 22:04:15;1900-01-01;1.0
368;24907;0;0;24907;belo horizonte;mg;fashion;19.79;68.88;credit card;2017-09-16 21:48:11;2017-10-05 20:03:28;1900-01-01;1.5
369;24958;2;6;24958;unknown;rs;technology;171.9;51.29;credit card;2018-01-17 14:14:21;2018-01-23 22:59:28;2018-02-19;3.5
370;24998;11;1;24998;unknown;pr;fashion;304.99;6.87;credit card;2018-06-06 18:49:33;2018-06-22 15:05:01;1900-01-01;3.0
371;25006;2;22;25006;rio de janeiro;rj;sports;461.9;12.28;other;2018-06-15 07:43:54;2018-06-29 18:52:15;2018-07-27;5.0
372;25041;9;3;25041;sao paulo;sp;fashion;15.27;34.33;credit card;2018-04-12 11:03:44;2018-04-13 21:57:48;1900-01-01;1.0
373;25099;9;10;25099;rio de janeiro;rj;valores em falta;258.99;valores;credit card;2017-05-25 16:09:40;2017-06-05 12:50:07;1900-01-01;5.0
374;25290;1;1;25290;rio de janeiro;rj;technology;750.0;64.93;credit card;2018-02-15 16:08:06;2018-02-20 15:03:57;1900-01-01;5.0
375;25341;14;9;25341;sao paulo;sp;fashion;56.89;38.63;credit card;2018-04-25 19:43:19;2018-04-27 17:37:28;1900-01-01;2.0
376;25356;6;13;25356;0;mg;health;150.82;42.38;other;2018-02-08 16:06:58;2018-03-02 14:21:41;1900-01-01;2.0
377;25443;3;13;25443;unknown;sp;fashion;113.25;71.9;credit card;2018-02-05 19:14:46;2018-04-11 19:19:26;2018-03-16;1.5
378;25575;14;20;25575;unknown;mg;0;100.0;64.26;credit card;2018-05-15 21:13:41;2018-05-21 17:21:15;1900-01-01;1.0
379;25581;9;24;25581;belo horizonte;mg;health;0;14.25;credit card;2018-02-11 22:57:07;2018-03-02 00:45:14;1900-01-01;5.0
380;25628;7;0;25628;unknown;sp;health;889.9;39.6;credit card;2018-03-19 10:12:27;2018-03-26 19:59:36;1900-01-01;2.0
381;25658;9;16;25658;unknown;sp;toys;820.05;44.87;credit card;2018-06-10 10:31:40;2018-06-13 16:24:50;2018-06-20;3.0
382;25770;15;1;25770;unknown;rj;sports;399.2;47.55;credit card;2017-05-06 20:23:57;2017-05-24 05:47:52;2017-05-31;4.0
383;25915;1;7;25915;unknown;rj;health;966.9;17.52;credit card;2017-10-27 13:49:56;2017-11-07 22:41:51;1900-01-01;4.0
384;25952;8;1;25952;unknown;pr;toys;518.18;38.66;credit card;2017-11-24 21:24:29;2017-12-14 19:48:30;2017-12-21;2.0
385;25967;5;16;25967;juiz de fora;mg;technology;399.2;50.43;credit card;2018-07-23 18:40:15;2018-07-26 18:50:46;1900-01-01;4.0
386;26031;1;1;26031;unknown;pr;health;89.1;12.0;other;2018-01-28 11:50:41;2018-02-06 14:16:26;1900-01-01;2.0
387;26049;10;12;26049;unknown;pr;fashion;128.99;41.93;credit card;2017-12-11 18:25:03;2017-12-20 20:38:15;1900-01-01;1.0
