,order,purchased,delivered,shipping,estimated_delivery,product
277,54133.0,2017-11-25 18:14:42,2017-12-08 17:15:25,24.64,2017-12-26 12:00:00,2.0
278,53949.0,2018-06-14 23:31:47,2018-06-21 19:21:34,89.36,2018-07-12 12:00:00,11.0
279,19144.0,2018-07-28 08:44:36,2018-08-03 20:11:29,18.41,no_info,4.0
280,51003.0,2017-06-17 23:53:28,2017-06-28 15:29:42,64.98,valores em falta,6.0
281,17528.0,2018-06-30 22:43:00,2018-07-11 18:08:59,7.88 R$,2018-07-25,13.0
282,46353.0,2017-09-22 09:01:26,2017-10-03 20:26:53,32.34,2017-10-09 12:00:00,0.0
283,11771.0,2018-07-26 16:37:10,2018-08-02 19:11:45,19.65,2018-08-14,13.0
284,14252.0,2018-01-08 18:24:02,2018-01-15 17:57:57,26.02,2018-02-02 12:00:00,9.0
285,43131.0,2018-07-19 11:57:58,2018-07-23 18:06:27,64.35,nan,16.0
286,13096.0,2017-04-03 09:02:59,2017-04-13 13:10:28,110.14,2017-04-26 12:00:00,2.0
287,45984.0,2017-08-16 14:35:06,2017-08-21 19:12:45,37.91,2017-09-12,0.0
288,36200.0,2018-08-20 17:04:34,2018-08-29 16:41:59,24.79,2018-10-04 12:00:00,7.0
289,24491.0,2018-05-14 16:47:21,2018-05-21 20:48:40,88.09,2018-05-28 12:00:00,12.0
290,54133.0,2017-11-25 18:14:42,2017-12-08 17:15:25,24.64,2017-12-26 12:00:00,2.0
291,54983.0,2017-06-27 22:45:09,2017-07-12 20:04:35,58.14,2017-07-19 12:00:00,2.0
292,39984.0,2018-06-03 21:19:21,2018-06-23 11:26:41,38.78,nan,8.0
293,57388.0,2018-08-09 12:06:24,2018-08-16 15:16:51,41.54,2018-08-27,3.0
294,29633.0,2018-04-02 09:35:34,2018-04-05 21:34:35,29.6,2018-04-19 12:00:00,9.0
295,3814.0,2018-08-14 00:20:52,2018-08-20 20:21:45,22.39,2018-08-27,9.0
296,28144.0,2018-03-12 23:21:44,2018-03-28 14:21:51,32.8,2018-03-29 12:00:00,2.0
297,41086.0,2017-11-07 18:03:01,2017-11-10 20:07:55,48.82,2017-11-27 12:00:00,16.0
298,55708.0,2018-08-02 14:50:44,2018-08-16 13:56:29,2.94,2018-08-20 12:00:00,5.0
299,57421.0,2017-10-05 18:56:26,2017-10-19 17:51:24,45.85 R$,nan,0.0
300,10047.0,2017-06-26 16:32:20,2017-07-03 15:52:55,32.4,2017-07-07 12:00:00,7.0
301,190.0,valores em falta,2018-04-23 21:29:29,20.26,2018-05-02,2.0
302,9422.0,2017-07-04 13:27:14,2017-07-17 20:22:54,70.82,2017-08-02 12:00:00,13.0
303,32465.0,2017-12-11 23:18:08,2017-12-27 14:38:42,30.46 Real,2018-01-04 12:00:00,2.0
304,24754.0,2017-12-20 13:12:41,2018-01-04 17:17:25,28.09,2018-02-01,5.0
305,45895.0,2017-05-18 21:05:48,2017-05-24 11:43:22,VALORES EM FALTA,2017-06-12 12:00:00,12.0
306,45760.0,2018-04-13 10:09:10,2018-04-23 23:22:07,20.77,2018-05-08 12:00:00,4.0
307,2129.0,2018-07-02 21:45:09,2018-07-10 17:51:24,69.22,2018-07-30 12:00:00,15.0
308,58506.0,2018-01-12 13:13:40,2018-01-31 18:23:01,92.85,2018-02-14 12:00:00,5.0
309,15638.0,2018-04-15 22:55:35,2018-04-24 18:51:31,41.82,2018-05-07 12:00:00,4.0
310,26731.0,2018-04-10 21:18:01,2018-04-14 14:56:54,97.46,no_info,6.0
311,56536.0,2018-05-20 11:29:44,2018-06-01 17:05:00,66.83,2018-05-29 12:00:00,15.0
312,35479.0,2017-08-17 16:52:27,2017-08-23 15:16:36,38.66 Real,2017-09-11 12:00:00,10.0
313,27355.0,2018-06-01 21:35:14,2018-06-19 21:52:22,33.03,2018-07-27 12:00:00,2.0
314,44518.0,2017-07-13 11:48:17,2017-07-18 02:24:39,67.11,2017-08-02,4.0
315,45190.0,2018-02-04 23:26:31,2018-02-14 19:16:07,89.36,2018-02-26,10.0
316,11451.0,2018-05-26 23:52:17,2018-05-30 15:48:56,39.07,2018-06-20,0.0
317,9414.0,2017-10-04 15:32:22,2017-10-11 19:06:33,13.5,2017-10-30 12:00:00,13.0
318,25290.0,2018-02-15 16:08:06,2018-02-20 15:03:57,64.93,2018-03-01 12:00:00,1.0
319,27907.0,2017-11-24 21:03:03,2017-12-05 16:39:02,10.31,2017-12-19 12:00:00,9.0
320,38213.0,2017-07-19 18:45:11,2017-07-28 20:33:41,42.48,2017-08-11,2.0
321,36810.0,2017-05-24 14:17:48,2017-06-01 13:03:15,58.65,2017-06-16 12:00:00,8.0
322,45431.0,2018-03-05 09:37:06,2018-03-08 14:58:37,17.38,2018-03-21 12:00:00,9.0
323,50660.0,2017-04-28 19:02:57,2017-05-12 13:44:06,14.68,2017-05-29 12:00:00,4.0
324,11241.0,2018-06-13 16:19:00,2018-06-22 18:28:38,61.02,2018-07-05 12:00:00,4.0
325,20727.0,2018-06-25 12:06:07,2018-06-29 19:24:41,133.37,2018-07-05 12:00:00,3.0
326,54300.0,2018-06-09 12:20:13,2018-06-20 17:17:40,19.86,2018-07-04,4.0
327,29571.0,2018-07-06 23:09:15,2018-07-16 14:48:29,35.07,2018-07-27,13.0
328,52572.0,2017-03-30 21:09:23,2017-04-05 14:39:50,57.81,2017-04-20 12:00:00,0.0
329,28444.0,2018-01-04 12:52:13,2018-01-09 15:22:53,47.55,2018-02-01,2.0
330,51885.0,2018-06-06 12:54:20,2018-06-21 18:18:30,40.66,VALORES EM FALTA,0.0
331,55669.0,2018-07-01 20:03:18,2018-07-05 19:22:40,29.69 reais,2018-07-25 12:00:00,0.0
332,33955.0,2018-07-25 06:18:20,2018-08-07 16:38:51,58.49 reais,2018-08-15 12:00:00,5.0
333,31193.0,2017-03-25 11:51:39,2017-03-29 16:34:17,61.32,2017-04-13 12:00:00,7.0
334,54406.0,2018-06-19 23:01:50,2018-06-21 17:26:26,56.56,nan,14.0
335,42073.0,n/a,2018-06-12 17:28:54,15.48,2018-07-19,0.0
336,40510.0,2018-08-07 21:31:29,2018-08-13 18:12:03,128.47,no_info,14.0
337,35479.0,2017-08-17 16:52:27,2017-08-23 15:16:36,38.66 Real,2017-09-11 12:00:00,10.0
338,20194.0,NO_INFO,N/A,N/A,NO_INFO,5.0
339,27355.0,2018-06-01 21:35:14,2018-06-19 21:52:22,33.03,2018-07-27 12:00:00,2.0
340,14886.0,2017-02-23 23:40:35,2017-03-08 06:49:03,57.73,VALORES EM FALTA,11.0
341,56850.0,NAN,2018-02-04 19:06:50,23.17,2018-02-16,0.0
342,6577.0,2018-03-04 15:26:54,2018-03-21 18:48:50,47.55,2018-03-26,1.0
343,9602.0,2018-02-15 17:55:55,2018-03-08 19:39:28,149.66,2018-03-02,1.0
344,47921.0,2017-05-29 15:48:13,2017-06-07 14:07:04,16.59,2017-06-21 12:00:00,16.0
345,20707.0,2018-01-09 12:53:44,valores em falta,40.33,2018-02-06 12:00:00,12.0
346,51214.0,2018-01-04 14:44:23,nones,34.31,nan,6.0
347,43044.0,2017-11-20 10:59:31,2017-11-30 21:34:38,24.11,2017-12-14 12:00:00,1.0
348,36507.0,2018-03-04 19:19:26,2018-04-09 19:48:46,24.23,2018-04-02,0.0
349,51883.0,2018-01-02 17:56:52,2018-01-16 17:12:37,237.84,2018-01-31,11.0
350,47584.0,2017-03-25 15:33:43,n/a,nan,nones,0.0
351,53723.0,n/a,valores em falta,72.67,2018-05-03 12:00:00,1.0
352,42547.0,valores em falta,2018-01-29 18:29:25,14.54,n/a,4.0
353,32144.0,2018-01-15 02:39:35,2018-02-02 16:33:46,12.59,2018-02-05 12:00:00,5.0
354,39714.0,2018-06-12 11:00:26,2018-06-23 00:03:41,30.69,2018-07-13 12:00:00,17.0
355,18.0,2017-03-07 19:19:19,2017-03-21 10:41:53,11.36,nan,7.0
356,7975.0,2018-04-09 23:12:50,2018-04-12 15:05:58,18.54,2018-04-26 12:00:00,0.0
357,8125.0,2017-12-06 13:26:13,2018-01-10 01:06:20,17.91,2018-01-09 12:00:00,7.0
358,6073.0,2018-05-17 09:14:34,n/a,120.19,2018-06-04 12:00:00,3.0
359,6102.0,2018-03-14 23:49:32,2018-03-27 02:17:03,15.67,2018-04-10 12:00:00,13.0
360,43882.0,2017-09-18 18:53:15,2017-09-22 20:56:45,30.01,N/A,17.0
361,56548.0,2017-12-09 13:39:06,2017-12-27 18:33:50,47.55,2018-01-08 12:00:00,11.0
362,45190.0,nones,n/a,no_info,2018-02-26,10.0
363,41834.0,2018-06-12 08:59:54,2018-06-25 16:08:40,NONES,2018-07-13 12:00:00,12.0
364,47156.0,2017-02-25 16:28:03,2017-03-09 10:05:11,8.37,2017-03-23,6.0
365,16446.0,n/a,n/a,no_info,nan,8.0
366,27603.0,2017-11-24 18:30:43,2017-12-07 15:09:47,N/A,2017-12-14 12:00:00,7.0
367,4198.0,2017-05-24 21:12:23,2017-06-09 18:42:45,67.11,2017-06-19 12:00:00,2.0
368,49351.0,nan,2018-04-13 13:22:32,valores em falta,no_info,3.0
369,49055.0,2018-04-25 11:42:05,2018-05-02 23:58:29,7.54,2018-05-17,4.0
370,60060.0,nan,2018-08-23 18:56:23,33.74,2018-08-15 12:00:00,12.0
371,59434.0,2018-08-07 16:35:35,n/a,no_info,nones,10.0
372,59028.0,2018-02-11 11:03:31,2018-02-18 16:29:11,30.66,no_info,6.0
373,56322.0,2018-03-22 13:44:54,2018-03-27 17:42:15,34.33,2018-04-04 12:00:00,3.0
374,6237.0,2018-08-06 17:01:24,2018-08-13 15:47:40,n/a,2018-08-13 12:00:00,7.0
375,37116.0,2017-10-23 15:16:58,2017-10-31 22:23:42,9.1,2017-11-16,13.0
376,12408.0,2018-07-11 17:17:37,2018-07-13 17:58:42,89.55,2018-07-19 12:00:00,1.0
377,61537.0,2017-02-10 23:23:35,2017-02-24 17:09:47,70.34,2017-03-23 12:00:00,4.0
378,25581.0,2018-02-11 22:57:07,2018-03-02 00:45:14,14.25,nones,9.0
379,46986.0,2018-01-15 14:30:06,2018-01-18 19:13:39,50.83,2018-01-31,9.0
380,19891.0,2017-11-25 21:42:13,2017-12-11 16:43:11,96.55,2017-12-18,6.0
381,11006.0,2017-01-05 14:18:03,2017-01-17 16:47:45,61.32,2017-02-13,14.0
382,38399.0,2017-04-27 20:35:28,2017-05-09 09:11:25,87.83,2017-06-01,6.0
383,63030.0,2018-02-17 16:41:06,2018-02-27 18:22:43,13.92,2018-03-05 12:00:00,2.0
384,60166.0,2018-05-02 12:02:02,2018-05-10 18:10:52,69.82,2018-05-22,8.0
385,14185.0,2017-10-28 18:16:38,2017-11-01 15:39:51,61.32,2017-11-10 12:00:00,1.0
386,35024.0,2017-05-11 13:22:02,2017-05-24 17:24:50,45.73,2017-06-07 12:00:00,7.0
387,19824.0,2018-07-02 10:21:35,2018-07-07 22:22:26,72.67,2018-07-25 12:00:00,7.0
388,4374.0,nan,n/a,30.66,2017-09-06,12.0
389,12554.0,NONES,N/A,NO_INFO,NAN,0.0
390,48340.0,2017-02-23 12:20:44,2017-03-06 10:24:55,21.21,2017-03-24 12:00:00,8.0
391,24817.0,2017-08-21 20:47:58,2017-09-09 16:13:50,63.86,2017-09-15 12:00:00,1.0
392,28398.0,2018-04-19 09:27:47,2018-04-23 21:46:54,10.85,2018-05-03,9.0
393,57675.0,nan,n/a,14.41,no_info,0.0
394,57669.0,2017-12-10 11:22:29,2017-12-19 16:58:07,19.93,2018-01-12 12:00:00,5.0
395,13457.0,2017-11-15 21:03:17,2017-12-27 21:04:37,47.55,2017-12-11 12:00:00,0.0
396,43940.0,2018-02-21 14:46:47,2018-02-27 22:23:18,32.34,2018-03-07 12:00:00,6.0
397,15837.0,2018-06-30 21:51:00,2018-07-04 17:09:03,34.82,nones,12.0
398,684.0,2017-09-09 22:15:52,2017-09-22 22:26:41,26.72,2017-10-03 12:00:00,5.0
399,52572.0,2017-03-30 21:09:23,2017-04-05 14:39:50,57.81,2017-04-20 12:00:00,0.0
400,45823.0,2018-04-29 22:03:43,2018-05-08 19:36:48,valores em falta,nones,16.0
401,24786.0,2017-11-25 07:22:45,2017-12-07 00:44:56,3.41 real brasileiro,2017-12-20 12:00:00,7.0
402,49143.0,2018-06-21 18:04:09,2018-06-28 19:07:50,nan,2018-07-16 12:00:00,1.0
403,4451.0,nan,2018-07-09 11:36:54,4.85,2018-07-20 12:00:00,6.0
404,6237.0,2018-08-06 17:01:24,2018-08-13 15:47:40,104.98,2018-08-13 12:00:00,7.0
405,24691.0,2018-02-23 11:02:29,2018-02-26 21:04:47,23.6,2018-03-09,14.0
406,29479.0,2018-04-22 19:41:06,2018-05-14 18:19:37,34.4,2018-05-28,3.0
407,14944.0,2018-05-10 23:18:33,2018-05-23 17:07:49,99.34,2018-06-05 12:00:00,1.0
408,14298.0,2017-06-21 09:02:30,2017-06-27 14:56:56,14.43,2017-07-12,9.0
409,17659.0,2017-11-24 14:03:15,2017-11-30 15:27:13,49.91,2017-12-14 12:00:00,4.0
410,39984.0,2018-06-03 21:19:21,2018-06-23 11:26:41,38.78,2018-07-16 12:00:00,8.0
411,62881.0,2017-10-16 18:08:18,2017-10-24 20:09:53,61.32,2017-10-26,13.0
412,41086.0,2017-11-07 18:03:01,2017-11-10 20:07:55,48.82,2017-11-27 12:00:00,16.0
413,46673.0,2018-06-19 11:38:23,2018-07-03 17:52:31,50.92,2018-07-12 12:00:00,0.0
414,51687.0,2017-07-19 22:05:28,2017-07-26 17:29:47,67.11,2017-08-08 12:00:00,2.0
415,53223.0,2017-11-24 09:37:11,2017-12-07 17:31:59,30.66,2017-12-14 12:00:00,7.0
416,709.0,2018-05-18 11:00:26,2018-06-05 15:44:30,51.05,2018-07-16 12:00:00,1.0
417,54255.0,2018-07-15 11:31:23,2018-07-20 17:14:31,46.36,2018-07-30 12:00:00,1.0
418,6073.0,2018-05-17 09:14:34,2018-06-09 00:09:44,120.19,2018-06-04 12:00:00,3.0
419,44198.0,2018-05-09 00:54:27,2018-05-15 20:41:24,53.29,2018-05-29 12:00:00,9.0
420,17528.0,2018-06-30 22:43:00,2018-07-11 18:08:59,7.88 R$,2018-07-25,13.0
421,56445.0,2017-11-23 21:15:06,2017-12-11 17:09:00,29.05,2017-12-22,9.0
422,2984.0,2017-09-15 14:45:57,2017-09-25 20:58:47,19.38,no_info,9.0
423,22812.0,2018-06-11 07:14:41,2018-06-18 22:52:05,61.53,2018-07-04 12:00:00,10.0
424,20536.0,2017-07-03 09:14:20,2017-07-11 20:32:43,13.8,2017-07-26 12:00:00,4.0
425,52519.0,2017-10-10 19:40:11,2017-10-13 23:54:02,23.6,2017-10-23 12:00:00,14.0
426,17659.0,2017-11-24 14:03:15,2017-11-30 15:27:13,49.91,2017-12-14 12:00:00,4.0
427,26247.0,2018-01-18 10:48:40,2018-02-08 21:23:02,47.55,2018-02-22 12:00:00,4.0
428,17722.0,2017-11-08 19:30:06,2017-11-20 18:08:09,29.41,2017-11-29 12:00:00,1.0
429,40543.0,2017-07-27 13:19:29,2017-08-02 18:43:07,20.91,2017-08-16 12:00:00,1.0
430,52425.0,2017-07-30 21:18:52,2017-08-10 17:37:58,24.44,2017-08-22 12:00:00,1.0
431,47209.0,2017-11-28 10:28:28,2017-12-11 15:25:07,38.66,2017-12-19 12:00:00,17.0
432,48913.0,2018-02-15 22:32:15,2018-03-08 23:28:34,38.84,valores em falta,4.0
433,7776.0,2018-01-02 11:24:28,2018-02-02 16:12:52,47.55,2018-02-01,14.0
434,38719.0,2018-01-12 13:14:51,2018-01-23 16:09:51,47.55,2018-02-09,16.0
435,17229.0,2017-09-26 16:49:40,2017-10-04 21:37:36,47.55,2017-10-23 12:00:00,6.0
436,51885.0,NONES,NONES,40.66,VALORES EM FALTA,0.0
437,61010.0,2018-02-16 14:11:09,2018-03-07 12:54:04,49.27,2018-03-15,1.0
438,56210.0,2018-06-18 17:31:22,2018-06-22 15:45:15,32.61,2018-07-26,0.0
439,12408.0,2018-07-11 17:17:37,2018-07-13 17:58:42,89.55,2018-07-19 12:00:00,1.0
440,56617.0,2018-05-14 00:58:58,2018-05-18 15:11:39,37.68,2018-05-30 12:00:00,7.0
441,53671.0,2017-02-13 15:30:37,2017-02-23 10:47:47,19.67,2017-03-16,5.0
442,61616.0,2018-05-30 18:42:21,2018-06-07 20:41:43,22.18,2018-07-05,1.0
443,28941.0,2017-11-09 19:12:27,2017-11-27 20:26:36,49.93,2017-12-19 12:00:00,11.0
444,25341.0,2018-04-25 19:43:19,2018-04-27 17:37:28,38.63,2018-05-11 12:00:00,14.0
445,52637.0,2018-06-22 11:16:05,2018-07-03 21:38:50,27.77 real,2018-07-17 12:00:00,5.0
446,56850.0,2018-01-20 23:36:07,2018-02-04 19:06:50,23.17,2018-02-16,0.0
447,61033.0,2018-08-10 18:47:53,2018-08-17 20:39:44,24.23,2018-09-10,6.0
448,26247.0,2018-01-18 10:48:40,no_info,47.55,2018-02-22 12:00:00,4.0
449,25575.0,2018-05-15 21:13:41,2018-05-21 17:21:15,64.26,NAN,14.0
450,4762.0,2017-10-22 19:17:43,2017-10-25 21:23:35,7.86,2017-11-03,0.0
451,39505.0,2017-04-02 11:52:40,2017-04-07 12:09:34,75.07,2017-04-26 12:00:00,12.0
452,6965.0,2018-04-12 14:57:23,2018-04-27 00:04:27,14.61,2018-05-08 12:00:00,9.0
453,32330.0,2017-12-12 12:11:59,2017-12-18 19:38:34,38.48,2017-12-29 12:00:00,1.0
454,16432.0,2017-03-04 15:23:16,2017-03-14 14:34:11,31.0,2017-04-04,9.0
455,45895.0,2017-05-18 21:05:48,2017-05-24 11:43:22,54.42,2017-06-12 12:00:00,12.0
456,11552.0,2018-05-16 14:14:03,2018-05-25 00:44:24,28.61,N/A,6.0
457,40543.0,NONES,NAN,20.91,NAN,1.0
458,21850.0,2017-09-02 11:53:32,2017-09-14 19:47:40,30.66,2017-09-26 12:00:00,13.0
459,13435.0,2017-10-08 15:59:29,2017-10-19 19:13:29,45.0,2017-11-09 12:00:00,0.0
460,40965.0,2017-07-12 07:44:44,2017-07-19 14:53:34,48.34,2017-08-01 12:00:00,0.0
461,11275.0,2018-01-19 13:39:35,2018-02-01 17:22:51,31.94,2018-02-15 12:00:00,7.0
462,51347.0,2017-11-23 23:58:51,2017-12-18 22:54:38,30.99 REAL,2017-12-21 12:00:00,9.0
463,25041.0,2018-04-12 11:03:44,2018-04-13 21:57:48,34.33 real brasileiro,2018-04-27 12:00:00,9.0
464,53949.0,2018-06-14 23:31:47,2018-06-21 19:21:34,89.36,2018-07-12 12:00:00,11.0
465,19272.0,2017-12-01 23:33:35,2017-12-11 20:34:07,38.66,2017-12-27 12:00:00,3.0
466,32182.0,2017-11-10 13:42:22,2017-11-22 14:12:32,16.12,2017-12-05,5.0
467,34473.0,2017-03-30 17:24:38,2017-04-11 12:53:37,36.86,2017-04-19 12:00:00,6.0
468,40065.0,2017-05-16 18:41:49,2017-05-30 15:08:56,14.68,2017-06-07 12:00:00,4.0
469,56536.0,2018-05-20 11:29:44,2018-06-01 17:05:00,66.83,2018-05-29 12:00:00,15.0
470,39505.0,valores em falta,valores em falta,valores em falta,valores em falta,12.0
471,56800.0,2018-07-18 19:32:41,2018-07-23 13:42:06,39.75,2018-08-17 12:00:00,2.0
472,36137.0,no_info,valores em falta,valores em falta,nones,9.0
473,22480.0,nones,2017-09-18 20:22:27,35.01,2017-10-05 12:00:00,6.0
474,63173.0,2017-07-27 11:30:22,2017-08-07 17:02:44,47.55,nan,3.0
475,16783.0,2018-07-18 10:31:28,2018-07-23 11:05:31,50.28,2018-08-06 12:00:00,4.0
476,17939.0,2017-02-16 12:58:36,2017-02-22 21:45:54,67.42,VALORES EM FALTA,11.0
477,26049.0,2017-12-11 18:25:03,2017-12-20 20:38:15,41.93,n/a,10.0
478,10489.0,2017-05-21 08:00:08,2017-05-24 12:07:35,161.82,2017-06-09,10.0
479,14382.0,2017-11-15 16:48:17,2017-12-01 01:40:05,37.42 reais,2017-12-06 12:00:00,0.0
480,11874.0,2018-02-06 11:34:34,2018-02-10 14:33:09,12.86,2018-03-09,0.0
481,8518.0,2017-08-01 13:43:33,2017-08-05 13:24:26,32.34,2017-08-14,4.0
482,22286.0,2018-04-06 16:47:38,2018-04-12 18:18:48,47.55,no_info,0.0
483,7595.0,2018-07-02 21:10:53,nones,22.0,2018-07-31 12:00:00,9.0
484,46733.0,2018-02-10 21:55:42,2018-02-22 23:03:56,29.05,2018-03-19 12:00:00,4.0
485,42827.0,2018-06-01 23:00:45,2018-06-11 22:27:30,12.28,2018-07-04 12:00:00,12.0
486,50955.0,2017-09-09 22:45:28,2017-09-21 18:08:33,47.55,2017-09-29 12:00:00,2.0
487,44474.0,2018-03-11 23:08:43,2018-04-10 20:43:40,10.39,2018-03-29,14.0
488,48194.0,2017-05-21 20:15:25,no_info,139.18,nones,14.0
489,50246.0,2018-07-28 10:35:24,2018-08-02 20:21:47,44.26,2018-08-10 12:00:00,3.0
490,7382.0,2017-04-19 17:57:46,2017-05-12 14:23:08,2.46,2017-05-11 12:00:00,11.0
491,22672.0,2018-06-03 09:48:48,2018-06-09 19:16:33,27.68 r$,2018-07-05,0.0
492,20545.0,n/a,2018-01-25 17:02:49,16.06,2018-02-14 12:00:00,5.0
493,25443.0,2018-02-05 19:14:46,2018-04-11 19:19:26,71.9,2018-03-16,3.0
494,11216.0,2017-07-13 17:49:51,2017-07-24 16:42:31,38.66,2017-08-11 12:00:00,4.0
495,26283.0,2018-03-12 16:10:40,2018-03-22 12:39:00,6.15,2018-04-04,0.0
496,40511.0,2017-05-06 17:47:06,2017-05-22 17:36:57,7.56,2017-05-31 12:00:00,0.0
497,53550.0,2018-02-02 12:15:45,2018-02-16 15:38:35,36.51 Reais,2018-03-07,2.0
498,42073.0,2018-06-02 21:02:33,2018-06-12 17:28:54,15.48,2018-07-19,0.0
499,52042.0,2017-08-01 23:07:21,2017-08-07 17:48:00,49.72,2017-08-31 12:00:00,12.0
500,14001.0,valores em falta,no_info,nones,nones,5.0
501,8348.0,2018-02-04 18:10:42,2018-02-25 20:35:29,93.14 REAL BRASILEIRO,2018-03-05,3.0
502,55708.0,2018-08-02 14:50:44,2018-08-16 13:56:29,2.94,2018-08-20 12:00:00,5.0
503,33613.0,nan,2017-02-13 16:05:11,nones,valores em falta,7.0
504,19001.0,2018-04-11 12:47:32,2018-04-17 00:13:27,21.26,2018-05-03 12:00:00,0.0
505,10047.0,2017-06-26 16:32:20,2017-07-03 15:52:55,32.4,2017-07-07 12:00:00,7.0
506,24863.0,2017-08-29 14:18:50,2017-09-04 22:04:15,28.61,2017-09-13 12:00:00,4.0
507,39654.0,2017-04-24 19:31:14,2017-05-17 15:56:57,44.07,2017-05-15,13.0
508,36249.0,2017-11-05 17:00:19,N/A,NO_INFO,NAN,1.0
509,28637.0,2017-10-06 15:04:26,2017-10-16 20:33:27,12.22,2017-11-03 12:00:00,0.0
510,9100.0,2018-07-08 21:38:25,2018-07-23 21:32:23,33.25,NAN,5.0
511,28887.0,2017-03-12 14:32:22,2017-03-28 14:15:41,16.93,2017-04-13 12:00:00,3.0
512,36175.0,2018-05-01 11:04:20,2018-05-21 11:26:39,23.7,2018-05-25,3.0
513,11874.0,2018-02-06 11:34:34,2018-02-10 14:33:09,12.86,2018-03-09,0.0
514,60620.0,NAN,NAN,NONES,VALORES EM FALTA,1.0
515,30364.0,2018-04-30 09:34:18,2018-05-08 16:44:46,56.92,2018-05-16,7.0
516,53358.0,2017-03-08 22:49:56,2017-03-15 10:44:55,2.46,2017-03-29 12:00:00,8.0
517,39027.0,2018-05-30 09:03:01,2018-06-05 17:19:35,83.54,2018-06-25 12:00:00,4.0
518,4898.0,2018-02-05 14:16:18,2018-02-17 16:27:04,32.34,2018-02-21,3.0
519,59276.0,2018-04-22 17:47:38,2018-04-26 15:42:10,38.63,2018-05-10 12:00:00,9.0
520,12554.0,2018-04-24 20:42:28,2018-05-03 20:19:17,6.15 real,2018-05-21 12:00:00,0.0
521,29571.0,n/a,valores em falta,n/a,valores em falta,13.0
522,48365.0,N/A,NAN,NONES,NO_INFO,6.0
523,23140.0,2018-03-07 12:02:14,2018-03-08 16:04:44,39.7 Reais,2018-03-19 12:00:00,6.0
524,39654.0,2017-04-24 19:31:14,2017-05-17 15:56:57,44.07,2017-05-15,13.0
525,60620.0,2017-09-30 21:44:37,2017-10-06 19:13:43,47.55 REAL,2017-10-27,1.0
526,38209.0,2018-03-08 10:43:22,2018-03-16 23:28:48,50.28,2018-03-26,12.0
527,62543.0,2017-07-10 17:55:20,2017-07-17 22:04:24,22.18,2017-07-28 12:00:00,12.0
528,36507.0,2018-03-04 19:19:26,2018-04-09 19:48:46,24.23,2018-04-02,0.0
529,21365.0,2017-08-29 14:39:21,2017-09-05 21:47:56,43.52,2017-09-18 12:00:00,1.0
530,52348.0,2017-02-03 17:29:41,2017-02-10 14:07:53,11.23,2017-03-10 12:00:00,13.0
531,55089.0,2017-06-06 18:08:32,NO_INFO,56.65,2017-06-30,8.0
532,20980.0,2018-07-06 11:21:51,2018-07-16 17:41:48,29.87,2018-07-30,1.0
533,19010.0,2017-07-19 19:43:53,2017-08-04 16:54:59,46.76,2017-08-17 12:00:00,8.0
534,62618.0,nones,valores em falta,n/a,no_info,4.0
535,56386.0,2018-08-07 16:35:35,2018-08-21 17:18:55,12.06,2018-09-19 12:00:00,12.0
536,2641.0,2017-07-02 13:02:39,2017-07-14 18:03:53,63.79,2017-07-25 12:00:00,14.0
537,46272.0,2017-06-06 11:27:10,2017-06-19 13:05:49,47.55,2017-07-13 12:00:00,9.0
538,47156.0,2017-02-25 16:28:03,2017-03-09 10:05:11,8.37,2017-03-23,6.0
539,27701.0,2017-10-11 13:36:46,2017-10-13 20:09:31,6.08,n/a,13.0
540,4131.0,2017-04-29 20:51:41,2017-05-04 17:12:10,55.54,valores em falta,8.0
541,37623.0,2017-07-24 22:11:50,2017-07-31 16:59:58,26.02,2017-08-15,10.0
542,5113.0,2017-06-18 21:01:05,2017-06-23 09:26:42,26.23,2017-07-11 12:00:00,11.0
543,22129.0,2018-04-14 12:12:34,2018-04-23 13:15:39,29.31,2018-04-26,3.0
544,30703.0,2017-03-26 13:16:52,2017-04-04 09:58:10,2.46 Real brasileiro,2017-04-18 12:00:00,3.0
545,7458.0,2017-09-19 10:30:53,2017-09-28 20:25:16,20.67,2017-10-19,9.0
546,57675.0,nan,nones,n/a,no_info,0.0
547,59724.0,2018-05-10 10:13:46,2018-05-20 10:15:29,6.87,n/a,9.0
548,34848.0,2018-02-08 19:02:20,2018-02-20 19:16:55,36.8 Real,2018-03-06 12:00:00,3.0
549,13845.0,2017-09-03 16:48:45,2017-09-05 21:22:24,6.08,2017-09-15 12:00:00,5.0
550,5507.0,2017-09-22 10:25:36,2017-10-02 10:43:08,31.47,2017-10-18 12:00:00,1.0
551,61467.0,2018-03-02 20:34:57,2018-03-16 15:26:50,23.88,2018-03-14 12:00:00,4.0
552,14990.0,no_info,nones,nones,valores em falta,4.0
553,9707.0,2017-12-23 14:48:05,2018-01-08 23:07:37,35.73,2018-01-19 12:00:00,5.0
554,44361.0,2017-08-26 14:11:46,2017-08-31 17:03:47,18.56,2017-09-15 12:00:00,4.0
555,47325.0,2018-08-09 09:11:18,2018-08-13 21:03:57,7.52,2018-08-16 12:00:00,13.0
556,31253.0,2018-04-24 14:11:16,2018-04-30 15:47:00,53.16 R$,2018-05-11 12:00:00,3.0
557,12542.0,2018-01-08 14:23:33,2018-01-26 16:33:28,2.16,nones,13.0
558,36249.0,2017-11-05 17:00:19,2017-11-10 19:58:37,9.61,2017-12-04 12:00:00,1.0
