ID Cliente,TipoDeCliente,RubroEmpresa,Antiguedad,Edad,Genero,MesesTransaccionados,Encomiendas,Documentos,EncomiendasValor,DocumentosValor,MontoTotal,MesesUltimaTransaccion,ValorAdeudado,NivelDeServicio
15694,Persona,,,58.0,Femenino,19,19,0,163343,0,163343,9,0.0,84.92050278119653
15695,Persona,,,18.0,Masculino,21,42,84,90636,277452,368088,4,0.0,93.29800123608734
15696,Persona,,,39.0,Femenino,16,32,16,94784,60112,154896,11,0.0,81.5695033992402
15697,Persona,,,72.0,Femenino,6,12,18,48264,46710,94974,4,0.0,93.29800123608734
15698,Persona,,,73.0,Femenino,20,20,0,61560,0,61560,3,0.0,94.97350092706552
15699,Persona,,,65.0,Masculino,14,0,28,0,119924,119924,10,0.0,83.24500309021836
15700,Persona,,,63.0,Femenino,23,0,23,0,36340,36340,11,0.0,81.5695033992402
15701,Persona,,,33.0,Femenino,10,30,0,136110,0,136110,4,0.0,93.29800123608734
15702,Empresa,Retail,46.0,,,29,28681,116,120316795,354032,120670827,8,0.0,86.59600247217469
15703,Persona,,,30.0,Masculino,24,0,0,0,0,0,10,0.0,83.24500309021836
15704,Persona,,,20.0,Masculino,8,8,0,46408,0,46408,6,0.0,89.94700185413102
15705,Empresa,Educación,15.0,,,18,6228,3870,16958844,14388660,31347504,4,0.0,93.29800123608734
15706,Persona,,,36.0,Femenino,9,9,0,64755,0,64755,4,0.0,93.29800123608734
15707,Persona,,,68.0,Femenino,17,0,51,0,164424,164424,5,0.0,91.62250154510919
15708,Persona,,,18.0,Femenino,11,0,11,0,18491,18491,6,0.0,89.94700185413102
15709,Empresa,Retail,46.0,,,60,60540,120,270008400,378120,270386520,8,0.0,86.59600247217469
15710,Persona,,,37.0,Femenino,1,0,1,0,2950,2950,1,0.0,98.32450030902184
15711,Empresa,Retail,44.0,,,47,47141,0,356621665,0,356621665,4,0.0,93.29800123608734
15712,Persona,,,51.0,Masculino,11,11,22,55770,66286,122056,5,0.0,91.62250154510919
15713,Persona,,,51.0,Femenino,13,0,13,0,33644,33644,12,0.0,79.89400370826203
15714,Persona,,,74.0,Masculino,18,18,18,82944,59112,142056,6,0.0,89.94700185413102
15715,Persona,,,39.0,Masculino,13,26,26,166868,77506,244374,9,0.0,84.92050278119653
15716,Persona,,,51.0,Masculino,13,0,26,0,57252,57252,3,0.0,94.97350092706552
15717,Persona,,,40.0,Femenino,11,11,11,45408,33990,79398,11,0.0,81.5695033992402
15718,Persona,,,42.0,Femenino,13,0,13,0,46332,46332,2,0.0,96.64900061804367
15719,Persona,,,22.0,Femenino,19,38,0,131822,0,131822,5,0.0,91.62250154510919
15720,Persona,,,70.0,Femenino,16,16,16,96496,64880,161376,11,0.0,81.5695033992402
15721,Persona,,,64.0,Femenino,20,0,0,0,0,0,5,0.0,91.62250154510919
15722,Persona,,,28.0,Masculino,19,0,38,0,85044,85044,12,0.0,79.89400370826203
15723,Empresa,Retail,11.0,,,29,30073,0,189099024,0,189099024,2,0.0,96.64900061804367
15724,Persona,,,20.0,Femenino,1,1,2,2894,5546,8440,1,0.0,98.32450030902184
15725,Empresa,Retail,8.0,,,36,34812,72,229445892,231624,229677516,8,15042815.808481079,86.59600247217469
15726,Persona,,,78.0,Masculino,21,21,42,77091,170016,247107,5,0.0,91.62250154510919
15727,Persona,,,76.0,Femenino,7,0,14,0,42938,42938,7,0.0,88.27150216315286
15728,Persona,,,31.0,Masculino,23,23,0,162610,0,162610,12,0.0,79.89400370826203
15729,Persona,,,61.0,Femenino,9,0,0,0,0,0,5,0.0,91.62250154510919
15730,Empresa,Retail,27.0,,,47,46389,141,306074622,483348,306557970,1,0.0,98.32450030902184
15731,Persona,,,27.0,Masculino,17,34,17,212738,35241,247979,12,0.0,79.89400370826203
15732,Persona,,,35.0,Femenino,9,27,18,200367,44730,245097,1,0.0,98.32450030902184
15733,Persona,,,72.0,Masculino,4,0,0,0,0,0,1,0.0,98.32450030902184
15734,Persona,,,48.0,Masculino,13,13,13,29159,40534,69693,2,0.0,96.64900061804367
15735,Persona,,,22.0,Masculino,2,8,2,72152,4298,76450,2,0.0,96.64900061804367
15736,Persona,,,42.0,Femenino,7,0,7,0,13489,13489,2,0.0,96.64900061804367
15737,Persona,,,42.0,Femenino,6,24,6,108936,17904,126840,5,0.0,91.62250154510919
15738,Persona,,,21.0,Femenino,9,0,18,0,57546,57546,4,0.0,93.29800123608734
15739,Persona,,,23.0,Masculino,16,0,16,0,48464,48464,5,0.0,91.62250154510919
15740,Persona,,,19.0,Masculino,8,8,8,64784,16112,80896,3,0.0,94.97350092706552
15741,Persona,,,48.0,Masculino,23,23,23,160471,98279,258750,1,0.0,98.32450030902184
15742,Persona,,,59.0,Masculino,5,0,10,0,31520,31520,3,0.0,94.97350092706552
15743,Persona,,,74.0,Masculino,21,42,21,199878,47145,247023,7,0.0,88.27150216315286
15744,Persona,,,41.0,Femenino,15,0,15,0,36675,36675,6,0.0,89.94700185413102
15745,Persona,,,30.0,Masculino,18,0,0,0,0,0,8,0.0,86.59600247217469
15746,Persona,,,77.0,Femenino,6,6,0,55044,0,55044,3,0.0,94.97350092706552
15747,Empresa,Servicios Financieros,47.0,,,40,13080,8640,38664480,35320320,73984800,10,0.0,83.24500309021836
15748,Empresa,Manufactura,29.0,,,45,43875,45,316645875,188730,316834605,4,0.0,93.29800123608734
15749,Persona,,,36.0,Masculino,21,0,0,0,0,0,4,0.0,93.29800123608734
15750,Persona,,,76.0,Femenino,23,46,46,233772,123096,356868,8,0.0,86.59600247217469
15751,Persona,,,35.0,Femenino,22,0,22,0,48466,48466,9,0.0,84.92050278119653
15752,Persona,,,59.0,Femenino,12,60,0,283140,0,283140,6,0.0,89.94700185413102
15753,Persona,,,64.0,Masculino,9,0,27,0,112266,112266,2,0.0,96.64900061804367
15754,Persona,,,70.0,Masculino,5,5,5,30100,12495,42595,1,0.0,98.32450030902184
15755,Persona,,,68.0,Masculino,19,19,0,124317,0,124317,1,0.0,98.32450030902184
15756,Persona,,,22.0,Femenino,1,0,3,0,12435,12435,1,0.0,98.32450030902184
15757,Persona,,,54.0,Femenino,19,0,0,0,0,0,2,0.0,96.64900061804367
15758,Persona,,,69.0,Masculino,14,0,0,0,0,0,4,0.0,93.29800123608734
15759,Persona,,,62.0,Femenino,3,3,3,28887,4941,33828,3,0.0,94.97350092706552
15760,Persona,,,73.0,Masculino,19,38,19,316312,48203,364515,6,0.0,89.94700185413102
15761,Empresa,Educación,28.0,,,46,15870,9614,113549850,32456864,146006714,4,0.0,93.29800123608734
15762,Persona,,,42.0,Femenino,14,0,0,0,0,0,5,0.0,91.62250154510919
15763,Persona,,,74.0,Femenino,23,46,23,152076,39974,192050,9,0.0,84.92050278119653
15764,Persona,,,51.0,Masculino,14,0,28,0,84280,84280,2,0.0,96.64900061804367
15765,Empresa,Manufactura,8.0,,,26,24830,0,128073140,0,128073140,5,12058902.217190992,91.62250154510919
15766,Persona,,,37.0,Femenino,1,1,0,3553,0,3553,1,0.0,98.32450030902184
15767,Persona,,,34.0,Femenino,4,8,12,70720,21192,91912,2,0.0,96.64900061804367
15768,Persona,,,21.0,Femenino,11,22,0,191774,0,191774,3,0.0,94.97350092706552
15769,Persona,,,53.0,Femenino,13,0,13,0,23751,23751,2,0.0,96.64900061804367
15770,Persona,,,43.0,Femenino,6,0,6,0,14028,14028,4,0.0,93.29800123608734
15771,Persona,,,62.0,Femenino,10,10,10,87530,36110,123640,9,0.0,84.92050278119653
15772,Empresa,Retail,28.0,,,47,45778,94,223808642,203886,224012528,1,0.0,98.32450030902184
15773,Persona,,,49.0,Femenino,21,21,0,66192,0,66192,6,0.0,89.94700185413102
15774,Persona,,,36.0,Femenino,3,0,9,0,33975,33975,3,0.0,94.97350092706552
15775,Empresa,Retail,26.0,,,51,49266,51,385949844,203337,386153181,5,0.0,91.62250154510919
15776,Empresa,Retail,19.0,,,26,25714,26,169866684,92300,169958984,3,0.0,94.97350092706552
15777,Persona,,,63.0,Femenino,4,0,4,0,7936,7936,3,0.0,94.97350092706552
15778,Empresa,Retail,23.0,,,36,35352,36,336056112,97092,336153204,10,0.0,83.24500309021836
15779,Persona,,,32.0,Femenino,12,12,12,25512,35412,60924,11,0.0,81.5695033992402
15780,Empresa,Educación,47.0,,,29,10759,5336,74753532,17544768,92298300,10,0.0,83.24500309021836
15781,Persona,,,54.0,Masculino,15,30,15,267180,49365,316545,3,0.0,94.97350092706552
15782,Empresa,Servicios Financieros,46.0,,,46,15548,8786,47048248,20497738,67545986,2,0.0,96.64900061804367
15783,Persona,,,39.0,Masculino,12,12,12,113604,28920,142524,2,0.0,96.64900061804367
15784,Persona,,,35.0,Femenino,23,23,23,205735,83306,289041,4,0.0,93.29800123608734
15785,Persona,,,31.0,Femenino,12,12,12,28860,39888,68748,10,0.0,83.24500309021836
15786,Persona,,,64.0,Femenino,1,2,0,8020,0,8020,1,0.0,98.32450030902184
15787,Empresa,Retail,37.0,,,19,18544,57,171124032,180348,171304380,5,0.0,91.62250154510919
15788,Persona,,,23.0,Femenino,15,15,15,125505,63585,189090,9,0.0,84.92050278119653
15789,Persona,,,53.0,Masculino,2,2,2,9222,7120,16342,2,0.0,96.64900061804367
15790,Persona,,,50.0,Femenino,11,11,0,47652,0,47652,2,0.0,96.64900061804367
15791,Persona,,,58.0,Femenino,18,18,54,165906,87480,253386,5,0.0,91.62250154510919
15792,Empresa,Educación,26.0,,,38,13224,7942,64136400,17480342,81616742,5,0.0,91.62250154510919
15793,Persona,,,42.0,Femenino,24,0,48,0,100080,100080,2,0.0,96.64900061804367
15794,Persona,,,71.0,Masculino,5,0,5,0,14525,14525,2,0.0,96.64900061804367
15795,Persona,,,31.0,Femenino,16,0,0,0,0,0,2,0.0,96.64900061804367
15796,Persona,,,63.0,Femenino,6,6,0,34950,0,34950,3,0.0,94.97350092706552
15797,Persona,,,25.0,Masculino,14,0,0,0,0,0,10,0.0,83.24500309021836
15798,Persona,,,68.0,Masculino,3,3,6,18726,13086,31812,2,0.0,96.64900061804367
15799,Persona,,,30.0,Femenino,6,12,6,54012,14898,68910,2,0.0,96.64900061804367
15800,Empresa,Manufactura,30.0,,,28,27972,84,64363572,362208,64725780,7,0.0,88.27150216315286
15801,Persona,,,32.0,Femenino,7,7,0,34160,0,34160,6,0.0,89.94700185413102
15802,Persona,,,25.0,Femenino,13,0,0,0,0,0,10,0.0,83.24500309021836
15803,Empresa,Retail,2.0,,,21,21987,0,169629705,0,169629705,7,34597742.78808265,88.27150216315286
15804,Persona,,,55.0,Femenino,24,24,0,56640,0,56640,1,0.0,98.32450030902184
15805,Persona,,,50.0,Masculino,17,17,17,79543,56389,135932,7,0.0,88.27150216315286
15806,Empresa,Retail,36.0,,,36,36000,0,238860000,0,238860000,12,0.0,79.89400370826203
15807,Persona,,,72.0,Masculino,12,12,0,69288,0,69288,5,0.0,91.62250154510919
15808,Persona,,,74.0,Masculino,17,0,0,0,0,0,9,0.0,84.92050278119653
15809,Persona,,,30.0,Masculino,19,0,19,0,79857,79857,12,0.0,79.89400370826203
15810,Empresa,Retail,43.0,,,13,12987,0,79831089,0,79831089,1,0.0,98.32450030902184
15811,Persona,,,61.0,Masculino,13,26,52,55952,157560,213512,10,0.0,83.24500309021836
15812,Empresa,Retail,38.0,,,32,32576,0,150403392,0,150403392,6,0.0,89.94700185413102
15813,Empresa,Retail,29.0,,,54,54108,0,402942276,0,402942276,10,0.0,83.24500309021836
15814,Persona,,,59.0,Masculino,20,60,20,431100,37480,468580,5,0.0,91.62250154510919
15815,Empresa,Retail,23.0,,,14,14070,28,77722680,117964,77840644,10,0.0,83.24500309021836
15816,Persona,,,59.0,Masculino,16,32,16,194912,28416,223328,10,0.0,83.24500309021836
15817,Persona,,,76.0,Femenino,21,21,42,96516,140868,237384,11,0.0,81.5695033992402
15818,Persona,,,26.0,Masculino,17,0,34,0,136476,136476,9,0.0,84.92050278119653
15819,Persona,,,44.0,Femenino,14,0,0,0,0,0,12,0.0,79.89400370826203
15820,Persona,,,79.0,Masculino,11,0,33,0,78738,78738,3,0.0,94.97350092706552
15821,Persona,,,30.0,Masculino,12,0,12,0,28740,28740,3,0.0,94.97350092706552
15822,Persona,,,42.0,Masculino,9,9,18,18756,75510,94266,5,0.0,91.62250154510919
15823,Empresa,Servicios Financieros,34.0,,,20,7320,3920,41877720,14852880,56730600,1,0.0,98.32450030902184
15824,Empresa,Retail,33.0,,,52,50752,0,427484096,0,427484096,7,0.0,88.27150216315286
15825,Persona,,,30.0,Femenino,7,21,0,66612,0,66612,5,0.0,91.62250154510919
15826,Persona,,,29.0,Masculino,12,12,24,25140,44304,69444,5,0.0,91.62250154510919
15827,Persona,,,45.0,Masculino,9,0,18,0,40356,40356,4,0.0,93.29800123608734
15828,Persona,,,62.0,Femenino,14,28,28,176904,109396,286300,3,0.0,94.97350092706552
15829,Persona,,,60.0,Femenino,6,6,0,23814,0,23814,3,0.0,94.97350092706552
15830,Persona,,,74.0,Masculino,9,9,9,22437,37908,60345,1,0.0,98.32450030902184
15831,Empresa,Retail,33.0,,,46,47472,0,269166240,0,269166240,9,0.0,84.92050278119653
15832,Persona,,,76.0,Masculino,9,18,0,157086,0,157086,1,0.0,98.32450030902184
15833,Persona,,,27.0,Femenino,7,7,7,63784,22792,86576,3,0.0,94.97350092706552
15834,Persona,,,53.0,Masculino,14,14,28,79436,99036,178472,4,0.0,93.29800123608734
15835,Persona,,,24.0,Masculino,11,0,0,0,0,0,5,0.0,91.62250154510919
15836,Persona,,,30.0,Masculino,13,0,39,0,131391,131391,2,0.0,96.64900061804367
15837,Empresa,Retail,3.0,,,21,19824,0,68531568,0,68531568,5,15831949.072848808,91.62250154510919
15838,Persona,,,50.0,Femenino,14,14,14,38178,30226,68404,5,0.0,91.62250154510919
15839,Persona,,,39.0,Masculino,18,18,0,157500,0,157500,6,0.0,89.94700185413102
15840,Persona,,,50.0,Femenino,17,17,34,101371,68238,169609,7,0.0,88.27150216315286
15841,Persona,,,76.0,Femenino,9,0,9,0,14886,14886,4,0.0,93.29800123608734
15842,Empresa,Retail,8.0,,,19,19513,19,102560328,78128,102638456,12,10681285.809514275,79.89400370826203
15843,Persona,,,59.0,Masculino,4,4,0,24520,0,24520,3,0.0,94.97350092706552
15844,Persona,,,60.0,Masculino,12,0,12,0,28080,28080,11,0.0,81.5695033992402
15845,Persona,,,46.0,Femenino,5,0,10,0,29830,29830,3,0.0,94.97350092706552
15846,Empresa,Retail,9.0,,,51,51153,51,311163699,115311,311279010,8,73734433.83902507,86.59600247217469
15847,Persona,,,27.0,Masculino,9,0,0,0,0,0,6,0.0,89.94700185413102
15848,Persona,,,24.0,Femenino,18,0,18,0,78012,78012,10,0.0,83.24500309021836
15849,Persona,,,21.0,Masculino,19,38,0,233016,0,233016,7,0.0,88.27150216315286
15850,Persona,,,20.0,Masculino,17,0,17,0,45713,45713,12,0.0,79.89400370826203
15851,Persona,,,66.0,Masculino,1,1,0,9424,0,9424,1,0.0,98.32450030902184
15852,Persona,,,68.0,Femenino,2,2,2,12868,3094,15962,1,0.0,98.32450030902184
15853,Persona,,,20.0,Femenino,2,0,2,0,4714,4714,1,0.0,98.32450030902184
15854,Persona,,,74.0,Femenino,11,22,44,119658,80872,200530,10,0.0,83.24500309021836
15855,Persona,,,65.0,Femenino,7,14,7,136262,24857,161119,2,0.0,96.64900061804367
15856,Persona,,,66.0,Femenino,8,8,8,41272,23680,64952,4,0.0,93.29800123608734
15857,Persona,,,58.0,Masculino,1,0,1,0,4360,4360,1,0.0,98.32450030902184
15858,Persona,,,53.0,Femenino,6,12,6,113784,13266,127050,2,0.0,96.64900061804367
15859,Empresa,Tecnología,15.0,,,56,20776,11536,123658752,22795136,146453888,6,0.0,89.94700185413102
15860,Persona,,,74.0,Femenino,18,36,18,215352,48690,264042,4,0.0,93.29800123608734
15861,Persona,,,22.0,Masculino,3,3,0,21801,0,21801,1,0.0,98.32450030902184
15862,Persona,,,46.0,Masculino,7,21,0,166992,0,166992,2,0.0,96.64900061804367
15863,Persona,,,27.0,Masculino,16,0,80,0,173520,173520,5,0.0,91.62250154510919
15864,Persona,,,25.0,Masculino,21,0,21,0,92862,92862,5,0.0,91.62250154510919
15865,Persona,,,70.0,Masculino,23,0,46,0,71622,71622,2,0.0,96.64900061804367
15866,Persona,,,25.0,Femenino,20,100,20,658700,38540,697240,3,0.0,94.97350092706552
15867,Persona,,,72.0,Masculino,19,57,38,383439,79192,462631,9,0.0,84.92050278119653
15868,Persona,,,35.0,Femenino,13,0,26,0,103766,103766,10,0.0,83.24500309021836
15869,Persona,,,57.0,Femenino,14,14,0,65296,0,65296,3,0.0,94.97350092706552
15870,Persona,,,42.0,Femenino,23,46,0,434102,0,434102,2,0.0,96.64900061804367
15871,Persona,,,32.0,Masculino,18,0,0,0,0,0,7,0.0,88.27150216315286
15872,Persona,,,32.0,Masculino,22,22,44,192104,98472,290576,3,0.0,94.97350092706552
15873,Persona,,,76.0,Femenino,22,66,22,573342,81334,654676,12,0.0,79.89400370826203
15874,Persona,,,36.0,Femenino,9,18,0,77418,0,77418,9,0.0,84.92050278119653
15875,Persona,,,57.0,Femenino,15,15,0,137100,0,137100,9,0.0,84.92050278119653
15876,Persona,,,69.0,Masculino,7,0,0,0,0,0,2,0.0,96.64900061804367
15877,Persona,,,33.0,Masculino,3,3,6,24312,17274,41586,3,0.0,94.97350092706552
15878,Persona,,,63.0,Femenino,15,30,30,236970,96930,333900,12,0.0,79.89400370826203
15879,Persona,,,22.0,Femenino,12,12,12,37656,25608,63264,6,0.0,89.94700185413102
15880,Persona,,,58.0,Femenino,7,14,7,73304,27601,100905,6,0.0,89.94700185413102
15881,Persona,,,26.0,Masculino,16,16,16,88912,63152,152064,10,0.0,83.24500309021836
15882,Persona,,,33.0,Masculino,3,6,3,58164,9957,68121,2,0.0,96.64900061804367
15883,Persona,,,20.0,Masculino,21,21,21,157752,42588,200340,5,0.0,91.62250154510919
15884,Persona,,,30.0,Masculino,22,44,44,113520,148368,261888,11,0.0,81.5695033992402
15885,Persona,,,40.0,Femenino,20,40,0,146000,0,146000,11,0.0,81.5695033992402
15886,Persona,,,68.0,Masculino,10,0,0,0,0,0,3,0.0,94.97350092706552
15887,Persona,,,38.0,Masculino,4,0,4,0,13948,13948,3,0.0,94.97350092706552
15888,Persona,,,47.0,Femenino,14,0,14,0,57008,57008,4,0.0,93.29800123608734
15889,Persona,,,27.0,Femenino,11,33,22,326568,91300,417868,10,0.0,83.24500309021836
15890,Empresa,Retail,20.0,,,30,29460,0,105731940,0,105731940,5,0.0,91.62250154510919
15891,Persona,,,76.0,Femenino,8,8,8,66912,31760,98672,8,0.0,86.59600247217469
15892,Persona,,,32.0,Masculino,15,75,0,664800,0,664800,12,0.0,79.89400370826203
15893,Persona,,,59.0,Femenino,2,4,2,24600,8948,33548,2,0.0,96.64900061804367
15894,Persona,,,43.0,Masculino,4,4,4,10220,15160,25380,4,0.0,93.29800123608734
15895,Empresa,Retail,24.0,,,32,33408,0,163331712,0,163331712,4,0.0,93.29800123608734
15896,Persona,,,30.0,Femenino,11,0,11,0,30140,30140,10,0.0,83.24500309021836
15897,Persona,,,64.0,Masculino,8,8,8,62592,28440,91032,5,0.0,91.62250154510919
15898,Persona,,,51.0,Masculino,8,16,0,146160,0,146160,3,0.0,94.97350092706552
15899,Persona,,,21.0,Masculino,3,3,3,16320,12849,29169,3,0.0,94.97350092706552
15900,Persona,,,24.0,Femenino,8,16,8,150176,12288,162464,2,0.0,96.64900061804367
15901,Persona,,,54.0,Masculino,24,48,48,219936,184368,404304,10,0.0,83.24500309021836
15902,Empresa,Tecnología,6.0,,,47,16779,8648,167236293,19899048,187135341,3,54434266.11837869,94.97350092706552
15903,Persona,,,31.0,Femenino,11,22,22,103400,89518,192918,8,0.0,86.59600247217469
15904,Persona,,,24.0,Masculino,6,6,0,18798,0,18798,1,0.0,98.32450030902184
15905,Persona,,,19.0,Femenino,11,22,22,53416,78562,131978,1,0.0,98.32450030902184
15906,Empresa,Educación,40.0,,,45,17280,8820,82373760,30825900,113199660,7,0.0,88.27150216315286
15907,Persona,,,28.0,Masculino,23,46,0,365516,0,365516,2,0.0,96.64900061804367
15908,Empresa,Retail,50.0,,,39,40365,0,278276310,0,278276310,11,0.0,81.5695033992402
15909,Persona,,,71.0,Femenino,20,0,60,0,223560,223560,11,0.0,81.5695033992402
15910,Persona,,,56.0,Femenino,19,19,57,160303,230565,390868,9,0.0,84.92050278119653
15911,Persona,,,70.0,Femenino,1,1,2,4598,5936,10534,1,0.0,98.32450030902184
15912,Empresa,Retail,7.0,,,40,40080,0,272864640,0,272864640,3,78485869.60057424,94.97350092706552
15913,Persona,,,31.0,Masculino,23,23,46,175674,105800,281474,4,0.0,93.29800123608734
15914,Persona,,,40.0,Femenino,3,0,0,0,0,0,2,0.0,96.64900061804367
15915,Persona,,,68.0,Masculino,6,0,6,0,19098,19098,5,0.0,91.62250154510919
15916,Persona,,,59.0,Femenino,12,12,24,118068,85896,203964,1,0.0,98.32450030902184
15917,Persona,,,64.0,Femenino,7,14,0,47880,0,47880,2,0.0,96.64900061804367
15918,Empresa,Retail,31.0,,,54,54756,0,377378352,0,377378352,7,0.0,88.27150216315286
15919,Persona,,,65.0,Femenino,15,0,15,0,56700,56700,9,0.0,84.92050278119653
15920,Persona,,,72.0,Femenino,19,38,0,243618,0,243618,4,0.0,93.29800123608734
15921,Empresa,Retail,2.0,,,26,26702,26,93910934,111592,94022526,1,5154870.809694925,98.32450030902184
15922,Persona,,,66.0,Masculino,24,48,0,233376,0,233376,9,0.0,84.92050278119653
15923,Persona,,,35.0,Masculino,24,24,0,217872,0,217872,2,0.0,96.64900061804367
15924,Empresa,Retail,36.0,,,20,20040,20,157835040,89920,157924960,3,0.0,94.97350092706552
15925,Persona,,,54.0,Masculino,9,9,9,76068,37584,113652,3,0.0,94.97350092706552
15926,Persona,,,77.0,Masculino,15,15,0,118710,0,118710,3,0.0,94.97350092706552
15927,Persona,,,28.0,Femenino,20,0,20,0,37240,37240,10,0.0,83.24500309021836
15928,Persona,,,62.0,Femenino,18,0,36,0,81756,81756,12,0.0,79.89400370826203
15929,Empresa,Retail,36.0,,,35,36085,70,162202075,262430,162464505,6,0.0,89.94700185413102
15930,Empresa,Retail,7.0,,,30,30810,30,164771880,48540,164820420,3,21498828.316460095,94.97350092706552
15931,Persona,,,45.0,Femenino,5,20,10,165720,18250,183970,5,0.0,91.62250154510919
15932,Persona,,,49.0,Masculino,14,0,0,0,0,0,3,0.0,94.97350092706552
15933,Empresa,Retail,18.0,,,49,49098,49,252216426,80164,252296590,12,0.0,79.89400370826203
15934,Empresa,Retail,44.0,,,15,14175,15,74234475,26550,74261025,8,0.0,86.59600247217469
15935,Persona,,,38.0,Masculino,15,30,0,80730,0,80730,3,0.0,94.97350092706552
15936,Persona,,,43.0,Femenino,19,0,38,0,148010,148010,6,0.0,89.94700185413102
15937,Persona,,,58.0,Femenino,3,3,3,6525,6561,13086,1,0.0,98.32450030902184
15938,Persona,,,47.0,Femenino,6,0,0,0,0,0,1,0.0,98.32450030902184
15939,Persona,,,43.0,Masculino,8,8,24,48144,40104,88248,6,0.0,89.94700185413102
15940,Persona,,,25.0,Femenino,9,0,0,0,0,0,6,0.0,89.94700185413102
15941,Persona,,,40.0,Masculino,16,0,0,0,0,0,11,0.0,81.5695033992402
15942,Persona,,,22.0,Femenino,4,0,0,0,0,0,2,0.0,96.64900061804367
15943,Persona,,,19.0,Femenino,14,14,42,105966,68628,174594,11,0.0,81.5695033992402
15944,Persona,,,27.0,Masculino,21,21,21,61929,79989,141918,10,0.0,83.24500309021836
15945,Persona,,,69.0,Femenino,14,0,28,0,125328,125328,5,0.0,91.62250154510919
15946,Persona,,,64.0,Masculino,14,14,0,88340,0,88340,10,0.0,83.24500309021836
15947,Empresa,Manufactura,48.0,,,42,42504,42,396817344,163674,396981018,3,0.0,94.97350092706552
15948,Persona,,,49.0,Femenino,13,13,13,83954,29965,113919,3,0.0,94.97350092706552
15949,Empresa,Retail,3.0,,,31,31527,0,275482926,0,275482926,3,52919993.85644348,94.97350092706552
15950,Persona,,,22.0,Masculino,16,48,16,224160,66272,290432,7,0.0,88.27150216315286
15951,Persona,,,56.0,Masculino,6,12,0,35532,0,35532,1,0.0,98.32450030902184
15952,Persona,,,32.0,Femenino,7,14,7,126476,17164,143640,3,0.0,94.97350092706552
15953,Persona,,,75.0,Masculino,17,17,51,160548,153000,313548,7,0.0,88.27150216315286
15954,Persona,,,45.0,Femenino,24,24,0,149016,0,149016,12,0.0,79.89400370826203
15955,Empresa,Retail,26.0,,,28,28896,28,262924704,62776,262987480,11,0.0,81.5695033992402
15956,Persona,,,53.0,Masculino,11,22,22,76868,84084,160952,6,0.0,89.94700185413102
15957,Empresa,Educación,29.0,,,14,4592,2604,15057168,6317304,21374472,4,0.0,93.29800123608734
15958,Persona,,,55.0,Masculino,5,0,10,0,16300,16300,3,0.0,94.97350092706552
15959,Persona,,,56.0,Masculino,3,0,6,0,9540,9540,2,0.0,96.64900061804367
15960,Persona,,,41.0,Masculino,5,10,10,68130,31790,99920,2,0.0,96.64900061804367
15961,Empresa,Retail,31.0,,,45,46215,45,374942295,201510,375143805,7,0.0,88.27150216315286
15962,Persona,,,77.0,Femenino,1,0,2,0,8774,8774,1,0.0,98.32450030902184
15963,Persona,,,38.0,Masculino,15,0,15,0,60030,60030,5,0.0,91.62250154510919
15964,Persona,,,68.0,Masculino,2,4,0,10820,0,10820,2,0.0,96.64900061804367
15965,Persona,,,57.0,Femenino,16,0,16,0,40528,40528,11,0.0,81.5695033992402
15966,Persona,,,47.0,Masculino,2,2,2,11164,8604,19768,1,0.0,98.32450030902184
15967,Persona,,,65.0,Femenino,9,9,0,34983,0,34983,7,0.0,88.27150216315286
15968,Empresa,Retail,21.0,,,40,40640,40,272735040,105680,272840720,2,0.0,96.64900061804367
15969,Empresa,Educación,18.0,,,14,4998,2618,49285278,4707164,53992442,9,0.0,84.92050278119653
15970,Persona,,,56.0,Femenino,7,14,14,36792,28980,65772,4,0.0,93.29800123608734
15971,Persona,,,46.0,Femenino,14,28,0,111972,0,111972,2,0.0,96.64900061804367
15972,Persona,,,49.0,Femenino,10,0,10,0,19780,19780,6,0.0,89.94700185413102
15973,Persona,,,43.0,Femenino,9,0,9,0,27936,27936,3,0.0,94.97350092706552
15974,Persona,,,32.0,Masculino,5,10,0,24430,0,24430,3,0.0,94.97350092706552
15975,Persona,,,48.0,Femenino,23,0,69,0,139035,139035,9,0.0,84.92050278119653
15976,Persona,,,55.0,Masculino,11,22,22,206712,94534,301246,6,0.0,89.94700185413102
15977,Persona,,,74.0,Masculino,10,0,0,0,0,0,10,0.0,83.24500309021836
15978,Persona,,,53.0,Femenino,16,32,16,168800,62080,230880,5,0.0,91.62250154510919
15979,Empresa,Retail,2.0,,,16,16112,16,98154304,43632,98197936,5,14475772.284501893,91.62250154510919
15980,Empresa,Retail,27.0,,,40,40680,80,364086000,224080,364310080,9,0.0,84.92050278119653
15981,Persona,,,56.0,Femenino,1,0,0,0,0,0,1,0.0,98.32450030902184
15982,Persona,,,49.0,Femenino,13,13,13,100997,43732,144729,5,0.0,91.62250154510919
15983,Persona,,,53.0,Masculino,20,0,0,0,0,0,10,0.0,83.24500309021836
15984,Persona,,,36.0,Masculino,11,0,0,0,0,0,1,0.0,98.32450030902184
15985,Empresa,Manufactura,23.0,,,51,48450,51,274275450,144432,274419882,6,0.0,89.94700185413102
15986,Empresa,Retail,48.0,,,57,61161,0,515036781,0,515036781,9,0.0,84.92050278119653
15987,Persona,,,50.0,Femenino,7,7,7,47054,20881,67935,7,0.0,88.27150216315286
