CustomerID,Age,Gender,Income,Tenure,Mobile,Mobile_Spending,interne,Internet_Spending,TV,TV_Spending,Aditional_service,Adicional_service_spending,NumServices,TotalSpend,SolicitudesSAC,reclamosSAC,ChurnRisk
1933,68.0,Male,2129251.0,3.0,1,18053.0,0,0.0,1,19187.0,0,0.0,1,40261.32,210.0,37.0,0.9199999999999999
1934,28.0,Female,2414644.0,5.0,1,19617.0,0,0.0,1,21424.0,1,25210.57,1,35931.62,35.0,7.0,0.9550000000000001
1935,40.0,Male,1539188.0,1.0,1,20980.0,0,0.0,0,13694.0,0,0.0,4,26987.34,286.0,42.0,0.85
1936,43.0,Female,1671165.0,13.0,0,0.0,1,10529.0,1,6957.0,1,9759.4,4,25106.79,154.0,22.0,0.6
1937,51.0,Male,2231016.0,10.0,0,0.0,0,0.0,1,16162.0,1,10720.9,4,20261.1,230.0,36.0,0.9299999999999999
1938,63.0,Female,2764861.0,3.0,1,14071.0,0,0.0,0,22357.0,1,20566.93,2,31066.55,320.0,33.0,0.545
1939,51.0,Male,2172575.0,11.0,1,14916.0,1,22107.0,0,19471.0,1,22766.46,3,27808.31,340.0,54.0,0.56
1940,46.0,Female,2219026.0,4.0,0,0.0,0,0.0,1,13505.0,1,16556.72,2,41971.68,161.0,23.0,0.715
1941,21.0,Female,1771621.0,4.0,1,24781.0,0,0.0,1,16052.0,0,0.0,2,40305.68,76.0,15.0,0.525
1942,34.0,Female,1945445.0,7.0,1,18547.0,0,0.0,0,13406.0,0,0.0,1,22109.29,136.0,27.0,0.525
1943,52.0,Female,1814050.0,5.0,0,0.0,1,23660.0,0,16959.0,0,0.0,1,21956.33,188.0,27.0,0.995
1944,,Male,2150703.0,9.0,0,0.0,1,13458.0,1,11333.0,1,16047.61,4,43556.49,126.0,14.0,0.85
1945,58.0,Male,2278858.0,7.0,1,31840.0,0,0.0,1,14106.0,1,28263.5,3,55303.59,350.0,41.0,0.89
1946,56.0,Male,2055715.0,2.0,0,0.0,1,29963.0,1,22923.0,1,9015.96,4,29225.48,4.0,1.0,0.4414490949486538
1947,32.0,Female,2238632.0,13.0,0,0.0,0,0.0,0,21662.0,0,0.0,3,30601.74,0.0,0.0,0.02
1948,46.0,Female,1991376.0,11.0,1,24514.0,1,12584.0,0,21425.0,1,10237.49,3,28585.96,23.0,3.0,0.715
1949,46.0,Female,2397397.0,11.0,1,17009.0,1,27957.0,1,12913.0,1,22186.28,2,26772.91,323.0,65.0,0.925
1950,28.0,Female,1741535.0,8.0,0,0.0,0,0.0,1,19329.0,0,0.0,3,28800.07,112.0,18.0,0.875
1951,69.0,Female,2424781.0,11.0,1,20806.0,0,0.0,1,23207.0,1,22549.46,2,42170.3,139.0,26.0,0.56
1952,49.0,Male,1785157.0,2.0,1,20605.0,1,28500.0,0,14976.0,1,10266.65,2,19555.21,82.0,12.0,0.97
1953,19.0,Male,2004916.0,7.0,0,0.0,1,25846.0,0,7908.0,0,0.0,3,24188.23,120.0,15.0,0.915
1954,64.0,Male,1641713.0,5.0,1,17184.0,0,0.0,0,6970.0,0,0.0,2,19209.57,161.0,24.0,0.7
1955,31.0,Female,2151791.0,10.0,0,0.0,0,0.0,0,21062.0,1,15345.84,4,39656.68,140.0,24.0,0.97
1956,37.0,Female,2039446.0,6.0,0,0.0,0,0.0,1,18339.0,1,18436.04,3,41181.68,0.0,0.0,0.405
1957,39.0,Female,2221594.0,11.0,1,13945.0,1,34754.0,0,12196.0,1,24258.31,1,29829.25,1.0,0.0,0.07
1958,28.0,Female,1479864.0,4.0,0,0.0,0,0.0,0,10715.0,1,13352.31,2,31210.12,0.0,0.0,0.19
1959,44.0,Female,2040157.0,5.0,1,22230.0,1,24344.0,1,18141.0,0,0.0,4,47915.46,135.0,17.0,0.6950000000000001
1960,20.0,Female,2121044.0,12.0,1,30887.0,1,21868.0,1,8407.0,0,0.0,2,35997.76,139.0,25.0,0.97
1961,34.0,Female,1703426.0,5.0,1,22785.0,0,0.0,1,15425.0,1,14946.41,3,40021.49,174.0,20.0,0.735
1962,61.0,Male,2159905.0,7.0,1,27527.0,1,21606.0,0,14979.0,1,12708.24,4,40546.36,319.0,43.0,0.755
1963,45.0,Male,1310846.0,11.0,0,0.0,1,8733.0,0,5998.0,1,14038.31,3,15195.69,250.0,30.0,0.58
1964,46.0,Female,1961682.0,12.0,1,27407.0,1,25305.0,0,10013.0,0,0.0,1,24745.41,138.0,26.0,0.635
1965,38.0,Female,2423749.0,4.0,0,0.0,0,0.0,1,17276.0,0,0.0,3,44039.87,114.0,18.0,0.64
1966,64.0,Female,1959089.0,5.0,1,22077.0,1,13333.0,0,16974.0,0,0.0,2,23676.38,76.0,14.0,0.9199999999999999
1967,33.0,Male,1784281.0,14.0,1,15428.0,0,0.0,0,11589.0,0,0.0,1,14979.55,35.0,7.0,0.7
1968,54.0,Male,1980606.0,14.0,0,0.0,1,30801.0,0,9295.0,0,0.0,1,25085.62,354.0,44.0,0.685
1969,37.0,Female,2029716.0,4.0,0,0.0,1,31442.0,1,20708.0,0,0.0,2,18655.54,174.0,18.0,0.78
1970,23.0,Male,2268906.0,4.0,1,32327.0,1,33561.0,0,17458.0,1,15855.75,1,52854.1,146.0,20.0,0.63
1971,36.0,Male,2038966.0,8.0,0,0.0,0,0.0,0,12279.0,0,0.0,1,40327.42,72.0,14.0,0.52
1972,22.0,Male,2228609.0,11.0,0,0.0,0,0.0,1,20286.0,1,15404.81,2,19666.53,33.0,4.0,0.3959115574190514
1973,20.0,Female,2027616.0,5.0,0,0.0,1,21113.0,0,13043.0,0,0.0,4,18532.14,14.0,2.0,0.69
1974,18.0,Male,1775204.0,13.0,1,17139.0,1,19326.0,0,11767.0,0,0.0,3,15645.66,61.0,7.0,0.735
1975,55.0,Male,1579443.0,9.0,1,22608.0,1,9968.0,0,9448.0,0,0.0,4,34135.58,370.0,49.0,0.8300000000000001
1976,32.0,Female,2111505.0,5.0,1,13956.0,1,34745.0,1,13984.0,0,0.0,2,45254.08,99.0,15.0,0.935
1977,51.0,Female,1258630.0,8.0,0,0.0,0,0.0,1,7381.0,0,0.0,2,25964.1,178.0,34.0,0.665
1978,52.0,Male,1470439.0,3.0,1,17375.0,1,15547.0,1,16768.0,0,0.0,2,15938.4,367.0,70.0,0.94
1979,66.0,Female,1580590.0,12.0,1,23449.0,1,26207.0,0,9210.0,1,17889.37,2,39162.67,438.0,45.0,0.815
1980,42.0,Male,2214387.0,7.0,0,0.0,0,0.0,1,19539.0,0,0.0,3,49654.9,0.0,0.0,0.47
1981,41.0,Male,1553062.0,1.0,1,21301.0,1,14444.0,0,8269.0,1,9592.24,4,29582.6,146.0,19.0,0.78
1982,29.0,Female,2141041.0,12.0,1,11234.0,1,16435.0,0,17405.0,0,0.0,4,42109.41,106.0,18.0,0.875
1983,35.0,Female,1690407.0,5.0,1,10529.0,0,0.0,1,13119.0,0,0.0,3,24902.29,88.0,9.0,0.52
1984,32.0,Male,1956055.0,2.0,0,0.0,1,14963.0,0,15855.0,0,0.0,1,34902.98,84.0,13.0,0.53
1985,61.0,Female,1981219.0,8.0,0,0.0,1,24453.0,0,13052.0,1,21538.32,2,27894.3,94.0,16.0,0.545
1986,33.0,Female,1951564.0,12.0,1,18522.0,0,0.0,0,20578.0,1,17245.18,2,39498.75,86.0,15.0,0.935
1987,44.0,Male,1806005.0,6.0,1,12691.0,1,29131.0,1,11084.0,1,9461.64,4,25158.55,165.0,26.0,0.585
1988,25.0,Male,1530088.0,5.0,0,0.0,1,22386.0,0,16141.0,0,0.0,1,36996.02,54.0,11.0,0.595
1989,63.0,Male,2008050.0,14.0,0,0.0,0,0.0,0,14000.0,0,0.0,3,49122.46,378.0,62.0,0.53
1990,42.0,Male,2167296.0,3.0,0,0.0,0,0.0,1,19210.0,1,23980.68,4,27201.78,294.0,53.0,0.9299999999999999
1991,34.0,Male,2203762.0,14.0,1,13014.0,0,0.0,1,8647.0,1,20483.64,2,48609.91,222.0,23.0,0.1361561760442625
1992,46.0,Male,2024537.0,13.0,1,28891.0,1,16371.0,0,14654.0,1,11209.57,2,20287.46,121.0,20.0,0.8400000000000001
1993,25.0,Female,2077281.0,1.0,0,0.0,0,0.0,1,18370.0,1,23147.56,2,26196.41,175.0,32.0,0.6799999999999999
1994,32.0,Female,1768668.0,14.0,0,0.0,1,26668.0,1,10852.0,0,0.0,2,22508.6,103.0,11.0,0.645
1995,44.0,Male,2134841.0,10.0,1,25349.0,1,34643.0,1,13490.0,1,21445.8,4,39951.19,316.0,60.0,0.9099999999999999
1996,63.0,Female,2123801.0,10.0,0,0.0,0,0.0,0,14654.0,0,0.0,4,50207.93,126.0,16.0,0.6799999999999999
1997,67.0,Female,1910659.0,10.0,1,19218.0,0,0.0,0,11304.0,1,20258.71,3,25374.11,270.0,51.0,0.515
1998,69.0,Male,2014425.0,14.0,0,0.0,0,0.0,0,17093.0,1,14827.6,4,31063.91,172.0,34.0,0.6
1999,24.0,Female,1991961.0,11.0,1,27497.0,0,0.0,0,8415.0,1,15724.86,1,29548.12,150.0,18.0,0.71
2000,20.0,Female,2136963.0,10.0,0,0.0,1,21421.0,0,21882.0,0,0.0,4,31354.18,12.0,2.0,0.555
2001,46.0,Male,1536852.0,12.0,1,10161.0,1,11140.0,0,17260.0,0,0.0,1,27568.19,261.0,41.0,0.555
2002,61.0,Female,1530887.0,8.0,0,0.0,1,9703.0,1,7839.0,1,10593.21,2,29935.59,307.0,39.0,0.605
2003,41.0,Female,1546458.0,11.0,1,11124.0,0,0.0,0,8626.0,1,12842.49,4,23143.77,209.0,28.0,0.77
2004,20.0,Male,1866570.0,5.0,1,20345.0,0,0.0,0,20803.0,1,21562.68,2,40645.66,64.0,13.0,0.855
2005,37.0,Female,2136592.0,9.0,1,14400.0,1,16159.0,0,10915.0,1,10423.99,4,38742.97,112.0,22.0,0.8300000000000001
2006,63.0,Female,1326203.0,11.0,0,0.0,0,0.0,0,6186.0,0,0.0,3,17058.08,126.0,21.0,0.5
2007,32.0,Female,2028202.0,7.0,1,18430.0,1,29362.0,1,20177.0,1,21145.26,2,29462.53,230.0,26.0,0.6058752870851154
2008,42.0,Male,2358125.0,1.0,1,26188.0,0,0.0,0,21362.0,1,24335.42,2,57527.04,211.0,23.0,0.72
2009,47.0,Male,2081945.0,11.0,1,19895.0,0,0.0,0,18896.0,0,0.0,2,38258.32,172.0,26.0,0.61
2010,31.0,Female,1394332.0,13.0,0,0.0,0,0.0,0,7794.0,0,0.0,1,23255.91,155.0,28.0,0.8
2011,24.0,Female,2156320.0,1.0,0,0.0,0,0.0,1,14529.0,0,0.0,3,26849.17,84.0,11.0,0.63
2012,34.0,Male,2072684.0,7.0,0,0.0,1,24225.0,1,10512.0,1,19830.8,2,35687.01,70.0,12.0,0.995
2013,61.0,Male,1897209.0,11.0,1,21859.0,0,0.0,1,9655.0,0,0.0,3,18389.38,373.0,38.0,0.845
2014,37.0,Female,2054533.0,7.0,0,0.0,1,15031.0,1,15736.0,0,0.0,1,30821.27,186.0,23.0,0.96
2015,53.0,Male,1581240.0,9.0,1,14452.0,0,0.0,0,14264.0,1,15025.63,1,36011.27,372.0,71.0,0.53
2016,26.0,Female,2015297.0,2.0,0,0.0,0,0.0,1,12723.0,1,11409.05,2,31301.22,130.0,16.0,0.69
2017,55.0,Female,2143578.0,7.0,0,0.0,1,29075.0,1,16083.0,0,0.0,4,47940.35,224.0,26.0,0.54
2018,65.0,Male,1792122.0,2.0,0,0.0,0,0.0,0,11695.0,1,17014.88,2,16129.42,0.0,0.0,0.315
2019,39.0,Male,1858752.0,14.0,1,10878.0,1,12766.0,1,20229.0,1,22681.07,4,19781.82,142.0,27.0,0.575
2020,19.0,Female,1829713.0,10.0,1,17229.0,0,0.0,1,16938.0,1,12029.43,3,37617.14,48.0,7.0,0.221584338198443
2021,41.0,Female,1857415.0,12.0,0,0.0,0,0.0,1,16076.0,1,8611.46,2,38522.62,246.0,31.0,0.755
2022,25.0,Male,1750957.0,10.0,0,0.0,1,17296.0,0,16571.0,0,0.0,1,33441.47,3.0,0.0,0.475
2023,28.0,Female,1768810.0,2.0,1,22740.0,0,0.0,0,10449.0,1,13542.71,3,41900.67,32.0,4.0,0.97
2024,30.0,Male,2154827.0,5.0,1,25141.0,1,23455.0,0,23700.0,1,13243.59,4,36915.21,173.0,19.0,0.745
2025,34.0,Male,1477192.0,9.0,1,12084.0,0,0.0,0,7948.0,1,15304.62,3,30200.59,69.0,9.0,0.6950000000000001
2026,25.0,Male,2054897.0,9.0,1,13146.0,0,0.0,1,10086.0,0,0.0,2,26427.39,54.0,7.0,0.67
2027,38.0,Male,2154244.0,10.0,0,0.0,1,19352.0,0,23299.0,0,0.0,1,40005.73,98.0,16.0,0.98
2028,35.0,Male,1594190.0,1.0,0,0.0,1,16344.0,0,9319.0,0,0.0,3,33836.28,74.0,14.0,0.87
2029,47.0,Female,1977032.0,11.0,0,0.0,0,0.0,1,20506.0,1,17468.17,2,39460.5,188.0,19.0,0.78
2030,35.0,Male,1725038.0,14.0,1,18482.0,1,27152.0,1,10585.0,0,0.0,2,37630.89,181.0,36.0,0.545
2031,63.0,Male,2340898.0,7.0,1,17479.0,0,0.0,0,14306.0,1,20711.16,2,35234.15,321.0,47.0,0.575
2032,64.0,Male,1938311.0,10.0,0,0.0,1,21238.0,0,21736.0,0,0.0,2,25284.32,160.0,21.0,0.9299999999999999
2033,48.0,Male,2441935.0,14.0,0,0.0,1,18126.0,0,27524.0,1,25640.3,4,31564.06,245.0,37.0,0.98
2034,55.0,Male,2396683.0,10.0,0,0.0,0,0.0,1,26950.0,0,0.0,4,52087.5,110.0,16.0,0.905
2035,49.0,Male,2092199.0,12.0,0,0.0,1,25498.0,1,10255.0,0,0.0,4,47216.96,197.0,30.0,0.715
2036,28.0,Male,2642812.0,14.0,0,0.0,0,0.0,0,21787.0,0,0.0,2,31196.55,182.0,26.0,0.62
2037,62.0,Female,1527656.0,3.0,1,16018.0,1,11247.0,0,6304.0,0,0.0,4,22199.3,414.0,64.0,0.5700000000000001
2038,42.0,Female,2433625.0,10.0,0,0.0,0,0.0,0,22211.0,1,26951.37,1,57614.64,63.0,9.0,0.575
2039,50.0,Female,1919578.0,10.0,1,18401.0,0,0.0,1,17293.0,0,0.0,1,16437.94,254.0,49.0,0.685
2040,55.0,Female,1961994.0,1.0,1,9904.0,0,0.0,0,22523.0,1,13262.36,3,27716.85,221.0,36.0,0.6800079113622658
2041,58.0,Male,1861631.0,2.0,1,13314.0,1,30969.0,1,19731.0,1,11197.87,4,34557.59,184.0,19.0,0.86
2042,25.0,Female,1564985.0,6.0,0,0.0,0,0.0,0,8646.0,1,12306.88,1,16878.08,88.0,13.0,0.72
2043,28.0,Male,2170879.0,14.0,1,19654.0,0,0.0,0,15761.0,0,0.0,1,42887.92,141.0,15.0,0.69
2044,39.0,Female,1627785.0,10.0,0,0.0,0,0.0,1,9482.0,1,9784.6,4,21499.9,136.0,22.0,0.6950000000000001
2045,68.0,Female,1822700.0,2.0,0,0.0,0,0.0,0,7680.0,1,7621.87,1,43830.24,442.0,85.0,0.9
2046,41.0,Male,1835980.0,2.0,1,9557.0,0,0.0,1,12463.0,1,14620.66,3,17581.93,250.0,50.0,0.5700000000000001
2047,58.0,Male,2298673.0,4.0,0,0.0,0,0.0,0,10745.0,0,0.0,4,52360.84,0.0,0.0,0.07
2048,34.0,Female,1977897.0,3.0,1,15593.0,0,0.0,1,19245.0,0,0.0,1,36289.51,108.0,18.0,0.28645189015291744
2049,29.0,Female,1266878.0,8.0,0,0.0,1,12970.0,1,8668.0,1,15198.23,2,23631.55,123.0,21.0,0.9550000000000001
2050,63.0,Female,1730289.0,8.0,0,0.0,0,0.0,1,7071.0,1,14423.66,2,14875.85,220.0,24.0,0.53
2051,49.0,Female,1531356.0,6.0,1,20256.0,0,0.0,0,9079.0,0,0.0,1,35882.46,176.0,32.0,0.8400000000000001
2052,32.0,Male,2150745.0,4.0,1,18775.0,0,0.0,0,13777.0,0,0.0,4,48371.14,17.0,3.0,0.74
2053,33.0,Female,1645132.0,7.0,0,0.0,1,11363.0,0,12062.0,1,14431.36,3,26008.84,171.0,18.0,0.21085661698702657
2054,39.0,Female,1818249.0,9.0,1,10852.0,0,0.0,1,16521.0,0,0.0,1,29841.34,138.0,19.0,0.72
2055,45.0,Female,2525101.0,13.0,1,16378.0,1,31430.0,1,25016.0,0,0.0,3,33266.02,114.0,12.0,0.645
2056,37.0,Female,2191033.0,2.0,0,0.0,0,0.0,1,25042.0,0,0.0,2,30276.24,148.0,26.0,0.725
2057,50.0,Female,1650624.0,6.0,1,15309.0,0,0.0,1,17195.0,0,0.0,4,26885.84,100.0,17.0,0.95
2058,27.0,Male,2247515.0,7.0,1,31826.0,0,0.0,0,16556.0,1,10929.05,3,21666.9,18.0,2.0,0.6
2059,57.0,Male,1784651.0,1.0,0,0.0,0,0.0,0,8312.0,0,0.0,1,17190.98,57.0,6.0,0.18511426702072206
2060,49.0,Male,2246765.0,6.0,1,30059.0,1,30577.0,1,20117.0,0,0.0,2,49299.28,104.0,14.0,0.9099999999999999
2061,67.0,Male,1876300.0,8.0,0,0.0,0,0.0,0,13313.0,0,0.0,3,27446.53,268.0,34.0,0.8049999999999999
2062,50.0,Male,1711992.0,13.0,1,13205.0,1,25498.0,0,11926.0,1,7445.64,4,42218.13,251.0,46.0,0.585
2063,19.0,Female,1683959.0,7.0,0,0.0,1,16826.0,0,10852.0,1,18884.85,1,16480.85,14.0,2.0,0.9650000000000001
2064,50.0,Male,2086288.0,2.0,1,19151.0,1,24469.0,1,10734.0,0,0.0,3,49966.3,363.0,47.0,0.745
2065,50.0,Male,2273906.0,14.0,0,0.0,1,32429.0,1,10299.0,0,0.0,1,43591.63,126.0,19.0,0.975
2066,58.0,Female,2111720.0,2.0,0,0.0,1,23385.0,1,21424.0,1,12032.02,1,28434.81,1.0,0.0,0.01
2067,30.0,Male,1870208.0,13.0,0,0.0,0,0.0,0,9854.0,1,8897.61,3,23882.71,90.0,12.0,0.71
2068,47.0,Male,1460797.0,4.0,1,8154.0,1,20173.0,1,13482.0,0,0.0,2,35435.46,197.0,38.0,0.715
2069,50.0,Male,1808195.0,5.0,0,0.0,0,0.0,1,17063.0,0,0.0,2,25284.74,25.0,3.0,0.655
2070,30.0,Male,1624390.0,5.0,0,0.0,1,23491.0,0,10088.0,0,0.0,2,27784.78,96.0,13.0,0.63
2071,69.0,Female,2410571.0,14.0,1,15801.0,1,34208.0,0,19585.0,0,0.0,1,58452.1,352.0,51.0,0.605
2072,43.0,Female,1880455.0,11.0,0,0.0,1,15037.0,0,17522.0,1,12833.9,3,22154.45,156.0,23.0,0.8
2073,39.0,Male,2090114.0,2.0,0,0.0,1,16498.0,0,10200.0,0,0.0,3,23771.78,216.0,22.0,0.97
2074,56.0,Female,1896903.0,7.0,0,0.0,0,0.0,1,9767.0,0,0.0,1,22623.85,168.0,18.0,0.87
2075,19.0,Male,2128906.0,8.0,0,0.0,0,0.0,0,19939.0,1,11393.2,4,26105.6,114.0,20.0,0.635
2076,55.0,Female,2215452.0,14.0,1,17084.0,0,0.0,1,13290.0,0,0.0,2,44493.36,388.0,76.0,0.7849999999999999
2077,56.0,Female,2698536.0,2.0,1,26948.0,0,0.0,1,12604.0,0,0.0,3,30244.34,369.0,46.0,0.845
2078,43.0,Female,1863222.0,4.0,1,17490.0,1,17201.0,1,14623.0,0,0.0,3,16769.47,180.0,32.0,0.75
2079,63.0,Female,2312932.0,12.0,0,0.0,0,0.0,1,23243.0,1,24765.11,2,47016.3,32.0,6.0,0.7570129448721623
2080,67.0,Female,2083375.0,11.0,1,23251.0,0,0.0,1,12920.0,1,11785.09,2,50816.16,472.0,47.0,0.7949999999999999
2081,32.0,Female,1826563.0,11.0,0,0.0,0,0.0,1,10686.0,1,22247.02,2,31827.7,112.0,18.0,0.85
2082,51.0,Female,1847977.0,3.0,0,0.0,1,30449.0,1,10061.0,1,8861.3,2,26595.77,184.0,23.0,0.72
2083,59.0,Female,2141271.0,4.0,1,29526.0,0,0.0,1,16087.0,0,0.0,4,18947.5,121.0,20.0,0.865
2084,61.0,Female,1911019.0,5.0,0,0.0,1,12510.0,0,15770.0,0,0.0,4,34098.96,400.0,79.0,0.94
2085,66.0,Female,2031481.0,6.0,0,0.0,0,0.0,0,9916.0,1,18490.84,1,28030.51,429.0,76.0,0.64
2086,57.0,Female,2199394.0,2.0,1,32134.0,0,0.0,0,22018.0,0,0.0,2,42149.63,33.0,6.0,0.5907317464145099
2087,28.0,Male,2748591.0,10.0,1,32793.0,0,0.0,1,21779.0,1,13985.4,4,66682.25,116.0,22.0,0.69
2088,20.0,Female,2009745.0,6.0,0,0.0,0,0.0,1,16430.0,1,10585.95,1,17498.26,50.0,6.0,0.6
2089,23.0,Male,1661548.0,9.0,0,0.0,1,20554.0,0,7893.0,1,11559.28,2,32974.46,7.0,1.0,0.8468965944404733
2090,26.0,Female,2119397.0,12.0,0,0.0,1,13526.0,1,18312.0,1,20156.13,4,41436.38,106.0,11.0,0.745
2091,23.0,Male,1854791.0,12.0,0,0.0,1,21132.0,0,16812.0,0,0.0,2,33793.85,134.0,21.0,0.655
2092,26.0,Male,2568082.0,11.0,1,15493.0,0,0.0,0,17854.0,0,0.0,1,52529.49,70.0,12.0,0.8
2093,56.0,Male,1850866.0,8.0,1,12215.0,0,0.0,1,15650.0,1,19922.97,4,26966.24,172.0,21.0,0.885
2094,48.0,Female,2005519.0,14.0,0,0.0,1,25986.0,1,11314.0,0,0.0,1,20825.23,317.0,49.0,0.665
2095,49.0,Female,2186874.0,1.0,1,11419.0,0,0.0,1,19165.0,1,21514.1,2,18383.94,274.0,32.0,0.59
2096,58.0,Female,2147390.0,9.0,0,0.0,1,16345.0,1,17064.0,1,16293.42,1,32209.52,178.0,21.0,0.975
2097,67.0,Female,2417058.0,12.0,1,31228.0,0,0.0,0,20132.0,1,21626.45,3,52589.56,73.0,8.0,0.995
2098,29.0,Male,2200245.0,11.0,1,14693.0,1,23196.0,1,12723.0,1,20444.32,2,40000.35,188.0,31.0,0.64
2099,25.0,Female,2702884.0,10.0,0,0.0,1,16718.0,0,26802.0,1,26558.15,2,29172.02,6.0,1.0,0.5866197339456476
2100,25.0,Female,2134848.0,11.0,1,19766.0,1,32708.0,0,21775.0,0,0.0,1,29115.88,74.0,11.0,0.515
2101,67.0,Female,2389731.0,2.0,0,0.0,0,0.0,0,11117.0,0,0.0,2,46330.19,402.0,61.0,0.905
2102,45.0,Female,1859225.0,12.0,1,17063.0,0,0.0,0,19559.0,0,0.0,4,44181.42,232.0,24.0,0.52
2103,37.0,Female,2592447.0,11.0,1,26708.0,0,0.0,1,25444.0,0,0.0,3,58710.44,190.0,32.0,0.885
2104,64.0,Female,1895691.0,1.0,0,0.0,0,0.0,0,15359.0,0,0.0,2,35772.24,64.0,8.0,0.35789050210120654
2105,24.0,Female,2445810.0,6.0,1,28324.0,1,23756.0,0,10444.0,1,11600.84,3,29285.49,142.0,23.0,0.97
2106,28.0,Female,2267576.0,13.0,1,18553.0,0,0.0,1,17849.0,1,22052.94,2,51755.27,60.0,12.0,0.625
2107,37.0,Male,2020001.0,1.0,0,0.0,1,21980.0,1,15050.0,1,22130.69,4,47830.93,133.0,26.0,1.0
2108,33.0,Male,2448701.0,6.0,1,14228.0,0,0.0,1,13627.0,0,0.0,4,57514.04,201.0,37.0,0.5700000000000001
2109,21.0,Female,1996403.0,2.0,1,11133.0,1,16534.0,1,20479.0,1,8887.75,4,35475.25,54.0,9.0,0.95
2110,23.0,Female,2410516.0,12.0,0,0.0,1,35535.0,0,15215.0,0,0.0,3,55092.05,74.0,10.0,0.58
2111,39.0,Female,2113415.0,11.0,0,0.0,0,0.0,1,17562.0,1,21968.08,4,45550.66,254.0,41.0,0.915
2112,43.0,Female,1886835.0,7.0,1,13314.0,0,0.0,1,13796.0,1,12007.29,2,35188.98,114.0,14.0,0.645
2113,20.0,Male,2096080.0,7.0,1,16752.0,1,17478.0,1,22226.0,1,8995.33,1,51776.05,150.0,16.0,0.53775950706401
2114,58.0,Male,2010231.0,12.0,0,0.0,1,15912.0,0,15478.0,1,21769.58,2,24937.49,64.0,7.0,0.76
2115,59.0,Female,1867245.0,4.0,0,0.0,0,0.0,1,11175.0,0,0.0,1,34984.26,236.0,47.0,0.95
2116,31.0,Male,2069896.0,2.0,1,29387.0,1,22270.0,0,19459.0,0,0.0,2,18161.74,206.0,41.0,0.585
2117,28.0,Male,2121106.0,12.0,1,29934.0,1,15231.0,0,20679.0,1,24745.86,4,33614.58,21.0,3.0,0.975
2118,35.0,Female,1263640.0,11.0,0,0.0,1,8517.0,1,13945.0,0,0.0,3,28087.38,199.0,27.0,0.605
2119,29.0,Female,2150409.0,7.0,1,31289.0,0,0.0,1,20614.0,0,0.0,3,26344.71,123.0,21.0,0.825
2120,40.0,Female,2222331.0,1.0,1,12249.0,0,0.0,1,9395.0,1,20038.52,1,46359.95,40.0,4.0,0.855
2121,29.0,Male,2435494.0,12.0,0,0.0,0,0.0,0,24900.0,0,0.0,1,51200.21,145.0,28.0,0.9099999999999999
2122,30.0,Male,1629200.0,11.0,1,17053.0,1,16220.0,1,12311.0,1,12131.0,3,30809.78,112.0,20.0,0.99
2123,42.0,Female,1694749.0,11.0,1,17510.0,1,26232.0,0,8424.0,0,0.0,2,39359.63,199.0,34.0,0.53
2124,62.0,Female,2062782.0,2.0,0,0.0,0,0.0,1,23460.0,1,10128.84,4,32637.2,186.0,35.0,0.89
2125,68.0,Male,1786122.0,12.0,1,24634.0,0,0.0,0,15801.0,1,11424.85,3,21099.48,2.0,0.0,0.19
2126,36.0,Male,1643072.0,2.0,1,18353.0,0,0.0,1,17597.0,0,0.0,4,31534.71,223.0,41.0,0.85
2127,63.0,Female,1875978.0,1.0,0,0.0,1,22212.0,0,9779.0,1,12740.05,3,45294.3,160.0,21.0,0.64
2128,53.0,Male,1892054.0,9.0,0,0.0,0,0.0,1,18578.0,1,16377.6,2,35637.17,292.0,38.0,0.97
2129,62.0,Female,1695305.0,6.0,0,0.0,0,0.0,0,14299.0,1,7852.94,4,38953.96,279.0,38.0,0.5818060556956791
2130,25.0,Female,1693304.0,3.0,1,10639.0,1,22315.0,0,11545.0,0,0.0,2,38550.62,63.0,8.0,0.705
2131,46.0,Male,1963604.0,12.0,1,24081.0,1,23447.0,1,10780.0,0,0.0,4,16560.89,149.0,15.0,0.985
2132,49.0,Male,1565412.0,6.0,1,16091.0,1,9700.0,0,10124.0,0,0.0,3,15064.52,332.0,40.0,0.895
2133,68.0,Male,1560585.0,7.0,1,13824.0,0,0.0,1,12414.0,1,10394.26,4,27368.97,207.0,32.0,0.86
2134,61.0,Female,2021453.0,3.0,0,0.0,1,12112.0,0,19173.0,1,16121.93,2,45670.52,65.0,11.0,0.6593024951038543
2135,35.0,Female,2451693.0,4.0,0,0.0,0,0.0,0,17651.0,1,13531.33,1,36105.13,158.0,28.0,0.825
2136,23.0,Female,2219912.0,10.0,0,0.0,1,24113.0,1,15241.0,1,23287.25,1,51387.06,52.0,6.0,0.32847559072079646
2137,35.0,Female,2366786.0,1.0,1,18099.0,1,38263.0,1,9259.0,1,10414.38,3,33615.73,146.0,18.0,0.21597010706965145
2138,36.0,Female,1458482.0,6.0,0,0.0,0,0.0,0,16260.0,0,0.0,4,22285.99,180.0,34.0,0.555
2139,39.0,Female,1577420.0,6.0,1,23045.0,0,0.0,1,15419.0,1,13759.78,1,21654.07,138.0,15.0,0.705
2140,54.0,Male,2003195.0,9.0,1,26315.0,0,0.0,1,23050.0,0,0.0,2,31443.35,140.0,21.0,0.735
