user;size;artist_id;artist
3388;28;28;nickelback
3389;32;1;soundgarden
3389;32;2;ac/dc
3389;32;3;pearl jam
3389;32;4;jose gonzalez
3389;32;5;system of a down
3389;32;6;coldplay
3389;32;7;portishead
3389;32;8;the haunted
3389;32;9;megadeth
3389;32;10;ray charles
3389;32;11;frank zappa
3389;32;12;queens of the stone age
3389;32;13;live
3389;32;14;lynyrd skynyrd
3389;32;15;manowar
3389;32;16;death from above 1979
3389;32;17;eddie vedder
3389;32;18;the arcade fire
3389;32;19;meshuggah
3389;32;20;deep purple
3389;32;21;cat stevens
3389;32;22;nick drake
3389;32;23;the doors
3389;32;24;jimi hendrix
3389;32;25;foo fighters
3389;32;26;kings of leon
3389;32;27;damien rice
3389;32;28;jeff buckley
3389;32;29;john legend
3389;32;30;judas priest
3389;32;31;aphex twin
3389;32;32;misfits
3390;13;1;nirvana
3390;13;2;as i lay dying
3390;13;3;moby
3390;13;4;avril lavigne
3390;13;5;green day
3390;13;6;garbage
3390;13;7;him
3390;13;8;t.a.t.u.
3390;13;9;oomph!
3390;13;10;celine dion
3390;13;11;nickelback
3390;13;12;madonna
3390;13;13;pain
3391;19;1;james blunt
3391;19;2;nelly furtado
3391;19;3;danny elfman
3391;19;4;madonna
3391;19;5;mika
3391;19;6;kylie minogue
3391;19;7;jennifer lopez
3391;19;8;travis
3391;19;9;pink martini
3391;19;10;roisin murphy
3391;19;11;britney spears
3391;19;12;maroon 5
3391;19;13;johann sebastian bach
3391;19;14;katy perry
3391;19;15;pink
3391;19;16;girls aloud
3391;19;17;duffy
3391;19;18;scissor sisters
3391;19;19;amy winehouse
3392;10;1;the arcade fire
3392;10;2;portishead
3392;10;3;four tet
3392;10;4;a tribe called quest
3392;10;5;radiohead
3392;10;6;flying lotus
3392;10;7;the go! team
3392;10;8;bonobo
3392;10;9;thom yorke
3392;10;10;cocorosie
3393;16;1;strapping young lad
3393;16;2;soundtrack
3393;16;3;slayer
3393;16;4;megadeth
3393;16;5;carcass
3393;16;6;amorphis
3393;16;7;after forever
3393;16;8;samael
3393;16;9;sepultura
3393;16;10;kreator
3393;16;11;at the gates
3393;16;12;garbage
3393;16;13;motorhead
3393;16;14;arch enemy
3393;16;15;ennio morricone
3393;16;16;death
3394;15;1;badly drawn boy
3394;15;2;neko case
3394;15;3;stereolab
3394;15;4;belle and sebastian
3394;15;5;roisin murphy
3394;15;6;koop
3394;15;7;lamb
3394;15;8;the cinematic orchestra
3394;15;9;moloko
3394;15;10;goldfrapp
3394;15;11;david bowie
3394;15;12;mr. scruff
3394;15;13;the smiths
3394;15;14;amy winehouse
3394;15;15;four tet
3395;26;1;the beatles
3395;26;2;lynyrd skynyrd
3395;26;3;motorhead
3395;26;4;johnny cash
3395;26;5;manu chao
3395;26;6;nirvana
3395;26;7;john lennon
3395;26;8;therion
3395;26;9;the doors
3395;26;10;cradle of filth
3395;26;11;pearl jam
3395;26;12;sublime
3395;26;13;the jimi hendrix experience
3395;26;14;charlie parker
3395;26;15;ac/dc
3395;26;16;bob dylan
3395;26;17;led zeppelin
3395;26;18;bob marley
3395;26;19;bad brains
3395;26;20;black sabbath
3395;26;21;bob marley & the wailers
3395;26;22;iron maiden
3395;26;23;alice cooper
3395;26;24;burzum
3395;26;25;chet baker
3395;26;26;metallica
3396;7;1;reel big fish
3396;7;2;gavin degraw
3396;7;3;silverstein
3396;7;4;green day
3396;7;5;enrique iglesias
3396;7;6;cascada
3396;7;7;kings of leon
3397;17;1;sonic youth
3397;17;2;pj harvey
3397;17;3;the jesus and mary chain
3397;17;4;arcade fire
3397;17;5;animal collective
3397;17;6;deerhoof
3397;17;7;nick cave and the bad seeds
3397;17;8;bonnie prince billy
3397;17;9;m. ward
3397;17;10;joanna newsom
3397;17;11;cat power
3397;17;12;the magnetic fields
3397;17;13;low
3397;17;14;my bloody valentine
3397;17;15;m.i.a.
3397;17;16;pavement
3397;17;17;patrick wolf
3398;3;1;michael jackson
3398;3;2;coldplay
3398;3;3;mika
3399;3;1;apoptygma berzerk
3399;3;2;30 seconds to mars
3399;3;3;iamx
3400;29;1;fleet foxes
3400;29;2;brand new
3400;29;3;kanye west
3400;29;4;afi
3400;29;5;kings of leon
3400;29;6;minus the bear
3400;29;7;city and colour
3400;29;8;alexisonfire
3400;29;9;lady gaga
3400;29;10;silverstein
3400;29;11;taking back sunday
3400;29;12;paramore
3400;29;13;jimmy eat world
3400;29;14;saosin
3400;29;15;anberlin
3400;29;16;underoath
3400;29;17;the used
3400;29;18;emery
3400;29;19;girl talk
3400;29;20;lily allen
3400;29;21;keane
3400;29;22;circa survive
3400;29;23;metro station
3400;29;24;m83
3400;29;25;andrew lloyd webber
3400;29;26;30 seconds to mars
3400;29;27;panic at the disco
3400;29;28;the bravery
3400;29;29;coldplay
3401;4;1;scooter
3401;4;2;britney spears
3401;4;3;in flames
3401;4;4;fear factory
3402;9;1;morrissey
3402;9;2;manic street preachers
3402;9;3;sepultura
3402;9;4;the who
3402;9;5;radiohead
3402;9;6;led zeppelin
3402;9;7;apoptygma berzerk
3402;9;8;dream theater
3402;9;9;megadeth
3403;24;1;the cranberries
3403;24;2;pj harvey
3403;24;3;kings of leon
3403;24;4;pain
3403;24;5;dave matthews band
3403;24;6;nick cave and the bad seeds
3403;24;7;my dying bride
3403;24;8;him
3403;24;9;the cardigans
3403;24;10;the killers
3403;24;11;tool
3403;24;12;placebo
3403;24;13;apocalyptica
3403;24;14;dead can dance
3403;24;15;type o negative
3403;24;16;katatonia
3403;24;17;tori amos
3403;24;18;nirvana
3403;24;19;testament
3403;24;20;enrique iglesias
3403;24;21;muse
3403;24;22;the doors
3403;24;23;bob marley
3403;24;24;joy division
3404;10;1;goldfinger
3404;10;2;pennywise
3404;10;3;p.o.d.
3404;10;4;311
3404;10;5;enter shikari
3404;10;6;bush
3404;10;7;millencolin
3404;10;8;rage against the machine
3404;10;9;bob marley & the wailers
3404;10;10;the offspring
3405;14;1;depeche mode
3405;14;2;pet shop boys
3405;14;3;vnv nation
3405;14;4;garbage
3405;14;5;massive attack
3405;14;6;underworld
3405;14;7;combichrist
3405;14;8;apoptygma berzerk
3405;14;9;the cardigans
3405;14;10;duran duran
3405;14;11;bjork
3405;14;12;ladytron
3405;14;13;the stone roses
3405;14;14;iamx
3406;9;1;anberlin
3406;9;2;emery
3406;9;3;as i lay dying
3406;9;4;underoath
3406;9;5;skillet
3406;9;6;flyleaf
3406;9;7;three days grace
3406;9;8;relient k
3406;9;9;p.o.d.
3407;37;1;taylor swift
3407;37;2;lady gaga
3407;37;3;coldplay
3407;37;4;alanis morissette
3407;37;5;lily allen
3407;37;6;tegan and sara
3407;37;7;beyonce
3407;37;8;ne-yo
3407;37;9;adele
3407;37;10;kanye west
3407;37;11;death cab for cutie
3407;37;12;relient k
3407;37;13;celine dion
3407;37;14;britney spears
3407;37;15;black eyed peas
3407;37;16;fall out boy
3407;37;17;the beatles
3407;37;18;avril lavigne
3407;37;19;van halen
3407;37;20;jason mraz
3407;37;21;madonna
3407;37;22;tori amos
3407;37;23;the pussycat dolls
3407;37;24;metro station
3407;37;25;the corrs
3407;37;26;imogen heap
3407;37;27;shakira
3407;37;28;the veronicas
3407;37;29;journey
3407;37;30;kelly clarkson
3407;37;31;paramore
3407;37;32;sarah mclachlan
3407;37;33;jennifer lopez
3407;37;34;jack johnson
3407;37;35;the white stripes
3407;37;36;gwen stefani
3407;37;37;dave matthews band
3408;24;1;the beatles
3408;24;2;pink floyd
3408;24;3;oasis
3408;24;4;otis redding
3408;24;5;the smiths
3408;24;6;the rolling stones
3408;24;7;the stone roses
3408;24;8;editors
3408;24;9;eddie vedder
3408;24;10;led zeppelin
3408;24;11;soundtrack
3408;24;12;the killers
3408;24;13;amy macdonald
3408;24;14;the who
3408;24;15;coldplay
3408;24;16;lou reed
3408;24;17;the smashing pumpkins
3408;24;18;bob dylan
3408;24;19;joy division
3408;24;20;okkervil river
3408;24;21;the clash
3408;24;22;interpol
3408;24;23;david bowie
3408;24;24;creedence clearwater revival
3409;18;1;paramore
3409;18;2;kings of leon
3409;18;3;jose gonzalez
3409;18;4;anberlin
3409;18;5;david guetta
3409;18;6;city and colour
3409;18;7;alexisonfire
3409;18;8;busta rhymes
3409;18;9;yeah yeah yeahs
3409;18;10;death from above 1979
3409;18;11;feist
3409;18;12;michael jackson
3409;18;13;red hot chili peppers
3409;18;14;coldplay
3409;18;15;trivium
3409;18;16;three days grace
3409;18;17;editors
3409;18;18;santogold
3410;4;1;ramones
3410;4;2;die toten hosen
3410;4;3;misfits
3410;4;4;buzzcocks
3411;27;1;blink-182
3411;27;2;linkin park
3411;27;3;afi
3411;27;4;lostprophets
3411;27;5;paramore
3411;27;6;system of a down
3411;27;7;chiodos
3411;27;8;red.jumpsuit.apparatus
3411;27;9;enter shikari
3411;27;10;avenged sevenfold
3411;27;11;metro station
3411;27;12;cobra starship
3411;27;13;the killers
3411;27;14;arctic monkeys
3411;27;15;cute is what we aim for
3411;27;16;underoath
3411;27;17;jet
3411;27;18;tenacious d
3411;27;19;taking back sunday
3411;27;20;from first to last
3411;27;21;story of the year
3411;27;22;the veronicas
3411;27;23;soundtrack
3411;27;24;children of bodom
3411;27;25;sugarcult
3411;27;26;bowling for soup
3411;27;27;johnny cash
3412;9;1;the roots
3412;9;2;girl talk
3412;9;3;ben harper
3412;9;4;modest mouse
3412;9;5;queens of the stone age
3412;9;6;nas
3412;9;7;bjork
3412;9;8;dj shadow
3412;9;9;john legend
3413;29;1;sum 41
3413;29;2;red hot chili peppers
3413;29;3;avenged sevenfold
3413;29;4;soulfly
3413;29;5;hatebreed
3413;29;6;caliban
3413;29;7;sonic syndicate
3413;29;8;sepultura
3413;29;9;dir en grey
3413;29;10;arch enemy
3413;29;11;slayer
3413;29;12;chimaira
3413;29;13;slipknot
3413;29;14;rammstein
3413;29;15;heaven shall burn
3413;29;16;my chemical romance
3413;29;17;linkin park
3413;29;18;opeth
3413;29;19;simple plan
3413;29;20;lamb of god
3413;29;21;dark tranquillity
3413;29;22;alkaline trio
3413;29;23;blink-182
3413;29;24;trivium
3413;29;25;all that remains
3413;29;26;as i lay dying
3413;29;27;pantera
3413;29;28;nofx
3413;29;29;machine head
3414;20;1;3 doors down
3414;20;2;afi
3414;20;3;tool
3414;20;4;marilyn manson
3414;20;5;neko case
3414;20;6;sarah mclachlan
3414;20;7;linkin park
3414;20;8;the rolling stones
3414;20;9;imogen heap
3414;20;10;nickelback
3414;20;11;godsmack
3414;20;12;nine inch nails
3414;20;13;the beatles
3414;20;14;alanis morissette
3414;20;15;ac/dc
3414;20;16;alicia keys
3414;20;17;disturbed
3414;20;18;50 cent
3414;20;19;damien rice
3414;20;20;eminem
3415;29;1;something corporate
3415;29;2;sum 41
3415;29;3;less than jake
3415;29;4;the all-american rejects
3415;29;5;motion city soundtrack
3415;29;6;44
3415;29;7;new found glory
3415;29;8;angels & airwaves
3415;29;9;the get up kids
3415;29;10;avril lavigne
3415;29;11;blink-182
3415;29;12;simple plan
3415;29;13;r.e.m.
3415;29;14;mae
3415;29;15;the subways
3415;29;16;hoobastank
3415;29;17;the academy is...
3415;29;18;good charlotte
3415;29;19;pixies
3415;29;20;all time low
3415;29;21;goldfinger
3415;29;22;paramore
3415;29;23;jimmy eat world
3415;29;24;pearl jam
3415;29;25;the fray
3415;29;26;brand new
3415;29;27;dashboard confessional
3415;29;28;tokyo police club
3415;29;29;plain white ts
3416;10;1;ac/dc
3416;10;2;lordi
3416;10;3;rammstein
3416;10;4;black sabbath
3416;10;5;blind guardian
3416;10;6;ska-p
3416;10;7;marilyn manson
3416;10;8;iron maiden
3416;10;9;pantera
3416;10;10;green day
3417;1;1;nightwish
3418;3;1;sean paul
3418;3;2;matisyahu
3418;3;3;the chemical brothers
3419;1;1;city and colour
3420;23;1;linkin park
3420;23;2;simple plan
3420;23;3;rise against
3420;23;4;green day
3420;23;5;billy talent
3420;23;6;bon jovi
3420;23;7;the offspring
3420;23;8;the rasmus
3420;23;9;die toten hosen
3420;23;10;nightwish
3420;23;11;mika
3420;23;12;phoenix
3420;23;13;pink
3420;23;14;the killers
3420;23;15;amy macdonald
3420;23;16;die arzte
3420;23;17;abba
3420;23;18;avril lavigne
3420;23;19;kelly clarkson
3420;23;20;clueso
3420;23;21;30 seconds to mars
3420;23;22;bullet for my valentine
3420;23;23;jordin sparks
3421;3;1;chicane
3421;3;2;andrew lloyd webber
3421;3;3;ray charles
3422;25;1;sentenced
3422;25;2;howard shore
3422;25;3;guns n roses
3422;25;4;the offspring
3422;25;5;apocalyptica
3422;25;6;dream theater
3422;25;7;hypocrisy
3422;25;8;red hot chili peppers
3422;25;9;scooter
3422;25;10;kamelot
3422;25;11;atb
3422;25;12;fear factory
3422;25;13;motley crue
3422;25;14;children of bodom
3422;25;15;apoptygma berzerk
3422;25;16;nine inch nails
3422;25;17;tenacious d
3422;25;18;muse
3422;25;19;finntroll
3422;25;20;burzum
3422;25;21;oomph!
3422;25;22;chimaira
3422;25;23;arch enemy
3422;25;24;anthrax
3422;25;25;moonspell
3423;10;1;bring me the horizon
3423;10;2;serj tankian
3423;10;3;system of a down
3423;10;4;parkway drive
3423;10;5;all shall perish
3423;10;6;green day
3423;10;7;heaven shall burn
3423;10;8;caliban
3423;10;9;from autumn to ashes
3423;10;10;converge
3424;24;1;in flames
3424;24;2;blackfield
3424;24;3;blink-182
3424;24;4;type o negative
3424;24;5;jamie cullum
3424;24;6;30 seconds to mars
3424;24;7;killswitch engage
3424;24;8;howard shore
3424;24;9;journey
3424;24;10;amorphis
3424;24;11;seether
3424;24;12;air
3424;24;13;porcupine tree
3424;24;14;dropkick murphys
3424;24;15;norah jones
3424;24;16;opeth
3424;24;17;robbie williams
3424;24;18;hans zimmer
3424;24;19;danny elfman
3424;24;20;enya
3424;24;21;pain of salvation
3424;24;22;biffy clyro
3424;24;23;sarah mclachlan
3424;24;24;bon jovi
3425;30;1;dashboard confessional
3425;30;2;simple plan
3425;30;3;panic at the disco
3425;30;4;taking back sunday
3425;30;5;ben harper
3425;30;6;green day
3425;30;7;millencolin
3425;30;8;me first and the gimme gimmes
3425;30;9;bad religion
3425;30;10;sigur ros
3425;30;11;howard shore
3425;30;12;coldplay
3425;30;13;nofx
3425;30;14;no doubt
3425;30;15;the hellacopters
3425;30;16;jimmy eat world
3425;30;17;city and colour
3425;30;18;jason mraz
3425;30;19;my chemical romance
3425;30;20;hakan hellstrom
3425;30;21;bullet for my valentine
3425;30;22;edith piaf
3425;30;23;daft punk
3425;30;24;fall out boy
3425;30;25;jeff buckley
3425;30;26;katie melua
3425;30;27;bloodhound gang
3425;30;28;switchfoot
3425;30;29;jimi hendrix
3425;30;30;mika
3426;10;1;chicane
3426;10;2;delerium
3426;10;3;james blunt
3426;10;4;the rasmus
3426;10;5;linkin park
3426;10;6;royksopp
3426;10;7;barenaked ladies
3426;10;8;band of horses
3426;10;9;the cranberries
3426;10;10;phil collins
3427;15;1;dream theater
3427;15;2;tracy chapman
3427;15;3;sade
3427;15;4;ben harper
3427;15;5;tool
3427;15;6;justin timberlake
3427;15;7;paradise lost
3427;15;8;timbaland
3427;15;9;metallica
3427;15;10;nelly furtado
3427;15;11;usher
3427;15;12;massive attack
3427;15;13;depeche mode
3427;15;14;kent
3427;15;15;dire straits
3428;11;1;peter fox
3428;11;2;sum 41
3428;11;3;die arzte
3428;11;4;die toten hosen
3428;11;5;linkin park
3428;11;6;rise against
3428;11;7;story of the year
3428;11;8;limp bizkit
3428;11;9;rammstein
3428;11;10;the prodigy
3428;11;11;breaking benjamin
3429;12;1;the cinematic orchestra
3429;12;2;billie holiday
3429;12;3;madlib
3429;12;4;flying lotus
3429;12;5;erykah badu
3429;12;6;j dilla
3429;12;7;stevie wonder
3429;12;8;sigur ros
3429;12;9;jazzanova
3429;12;10;marvin gaye
3429;12;11;koop
3429;12;12;a tribe called quest
3430;17;1;rise against
3430;17;2;jack johnson
3430;17;3;tenacious d
3430;17;4;the killers
3430;17;5;cat stevens
3430;17;6;radiohead
3430;17;7;the stone roses
3430;17;8;u2
3430;17;9;common
3430;17;10;bruce springsteen
3430;17;11;simon & garfunkel
3430;17;12;the beatles
3430;17;13;tracy chapman
3430;17;14;stone sour
3430;17;15;dj shadow
3430;17;16;mgmt
3430;17;17;rjd2
3431;25;1;die arzte
3431;25;2;moby
3431;25;3;scooter
3431;25;4;queen
3431;25;5;die toten hosen
3431;25;6;depeche mode
3431;25;7;blank & jones
3431;25;8;farin urlaub
3431;25;9;the notwist
3431;25;10;royksopp
3431;25;11;tiesto
3431;25;12;r.e.m.
3431;25;13;paul van dyk
3431;25;14;travis
3431;25;15;sting
3431;25;16;the postal service
3431;25;17;franz ferdinand
3431;25;18;genesis
3431;25;19;pet shop boys
3431;25;20;faithless
3431;25;21;phil collins
3431;25;22;the beatles
3431;25;23;u2
3431;25;24;evanescence
3431;25;25;t.a.t.u.
3432;34;1;cut copy
3432;34;2;ladytron
3432;34;3;joy division
3432;34;4;girl talk
3432;34;5;the presets
3432;34;6;david bowie
3432;34;7;crystal castles
3432;34;8;air
3432;34;9;daft punk
3432;34;10;royksopp
3432;34;11;pendulum
3432;34;12;the cure
3432;34;13;rammstein
3432;34;14;the prodigy
3432;34;15;michael jackson
3432;34;16;new order
3432;34;17;tv on the radio
3432;34;18;bloc party
3432;34;19;the postal service
3432;34;20;beck
3432;34;21;regina spektor
3432;34;22;a-ha
3432;34;23;placebo
3432;34;24;the beatles
3432;34;25;kanye west
3432;34;26;the chemical brothers
3432;34;27;the wombats
3432;34;28;depeche mode
3432;34;29;doves
3432;34;30;u2
3432;34;31;damian marley
3432;34;32;blur
3432;34;33;matisyahu
3432;34;34;justice
3433;37;1;the flaming lips
3433;37;2;broken social scene
3433;37;3;the beatles
3433;37;4;beck
3433;37;5;thievery corporation
3433;37;6;of montreal
3433;37;7;radiohead
3433;37;8;the whitest boy alive
3433;37;9;pink floyd
3433;37;10;ratatat
3433;37;11;animal collective
3433;37;12;rjd2
3433;37;13;sonic youth
3433;37;14;gorillaz
3433;37;15;sublime
3433;37;16;phoenix
3433;37;17;portishead
3433;37;18;my morning jacket
3433;37;19;deerhunter
3433;37;20;hot chip
3433;37;21;arctic monkeys
3433;37;22;bob dylan
3433;37;23;red hot chili peppers
3433;37;24;the velvet underground
3433;37;25;arcade fire
3433;37;26;jack johnson
3433;37;27;the decemberists
3433;37;28;yo la tengo
3433;37;29;clap your hands say yeah
3433;37;30;mgmt
3433;37;31;digitalism
3433;37;32;the shins
3433;37;33;modest mouse
3433;37;34;neutral milk hotel
3433;37;35;jay-z
3433;37;36;mogwai
3433;37;37;the doors
3434;34;1;death cab for cutie
3434;34;2;atmosphere
3434;34;3;matisyahu
3434;34;4;as i lay dying
3434;34;5;snow patrol
3434;34;6;brand new
3434;34;7;taking back sunday
3434;34;8;third eye blind
3434;34;9;senses fail
3434;34;10;underoath
3434;34;11;david gray
3434;34;12;incubus
3434;34;13;modest mouse
3434;34;14;blink-182
3434;34;15;thrice
3434;34;16;finch
3434;34;17;mae
3434;34;18;new found glory
3434;34;19;say anything
3434;34;20;daft punk
3434;34;21;the postal service
3434;34;22;fall out boy
3434;34;23;from autumn to ashes
3434;34;24;all time low
3434;34;25;killswitch engage
3434;34;26;bloc party
3434;34;27;caliban
3434;34;28;bright eyes
3434;34;29;deftones
3434;34;30;the bravery
3434;34;31;the killers
3434;34;32;paramore
3434;34;33;unkle
3434;34;34;kanye west
3435;20;1;sirenia
3435;20;2;howard shore
3435;20;3;pain
3435;20;4;norther
3435;20;5;rammstein
3435;20;6;nightwish
3435;20;7;emilie autumn
3435;20;8;hans zimmer
3435;20;9;in flames
3435;20;10;sonic syndicate
3435;20;11;poets of the fall
3435;20;12;haggard
3435;20;13;tristania
3435;20;14;sonata arctica
3435;20;15;john williams
3435;20;16;dimmu borgir
3435;20;17;moonspell
3435;20;18;children of bodom
3435;20;19;sentenced
3435;20;20;anathema
3436;24;1;david bowie
3436;24;2;elvis presley
3436;24;3;the beatles
3436;24;4;norah jones
3436;24;5;enya
3436;24;6;cansei de ser sexy
3436;24;7;erykah badu
3436;24;8;avril lavigne
3436;24;9;final fantasy
3436;24;10;city and colour
3436;24;11;the ting tings
3436;24;12;telepopmusik
3436;24;13;happysad
3436;24;14;christina aguilera
3436;24;15;frank sinatra
3436;24;16;katie melua
3436;24;17;a fine frenzy
3436;24;18;john williams
3436;24;19;abba
3436;24;20;alanis morissette
3436;24;21;howard shore
3436;24;22;nick cave and the bad seeds
3436;24;23;queen
3436;24;24;amy winehouse
3437;33;1;coldplay
3437;33;2;metallica
3437;33;3;manu chao
3437;33;4;katie melua
3437;33;5;u2
3437;33;6;guano apes
3437;33;7;sepultura
3437;33;8;jack johnson
3437;33;9;guns n roses
3437;33;10;james blunt
3437;33;11;alicia keys
3437;33;12;oasis
3437;33;13;bob marley & the wailers
3437;33;14;foo fighters
3437;33;15;the cranberries
3437;33;16;nirvana
3437;33;17;the rasmus
3437;33;18;moby
3437;33;19;beastie boys
3437;33;20;the offspring
3437;33;21;gotan project
3437;33;22;royksopp
3437;33;23;the prodigy
3437;33;24;ennio morricone
3437;33;25;norah jones
3437;33;26;muse
3437;33;27;bob marley
3437;33;28;r.e.m.
3437;33;29;gnarls barkley
3437;33;30;lenny kravitz
3437;33;31;poets of the fall
3437;33;32;avril lavigne
3437;33;33;green day
3438;1;1;mos def
3439;31;1;genesis
3439;31;2;mogwai
3439;31;3;the black keys
3439;31;4;mastodon
3439;31;5;pink floyd
3439;31;6;tool
3439;31;7;bob dylan
3439;31;8;the doors
3439;31;9;prefuse 73
3439;31;10;pj harvey
3439;31;11;talking heads
3439;31;12;radiohead
3439;31;13;deftones
3439;31;14;led zeppelin
3439;31;15;nirvana
3439;31;16;joy division
3439;31;17;sigur ros
3439;31;18;king crimson
3439;31;19;kyuss
3439;31;20;ratatat
3439;31;21;peter gabriel
3439;31;22;black sabbath
3439;31;23;65daysofstatic
3439;31;24;neil young
3439;31;25;devo
3439;31;26;alice in chains
3439;31;27;battles
3439;31;28;queens of the stone age
3439;31;29;girl talk
3439;31;30;neutral milk hotel
3439;31;31;the books
3440;38;1;pink floyd
3440;38;2;cut copy
3440;38;3;radiohead
3440;38;4;the beatles
3440;38;5;kraftwerk
3440;38;6;beirut
3440;38;7;queen
3440;38;8;jethro tull
3440;38;9;manu chao
3440;38;10;led zeppelin
3440;38;11;david bowie
3440;38;12;john lennon
3440;38;13;the cure
3440;38;14;beck
3440;38;15;the doors
3440;38;16;camel
3440;38;17;hooverphonic
3440;38;18;air
3440;38;19;aphex twin
3440;38;20;nirvana
3440;38;21;the cardigans
3440;38;22;hot chip
3440;38;23;the chemical brothers
3440;38;24;depeche mode
3440;38;25;ennio morricone
3440;38;26;gorillaz
3440;38;27;michael jackson
3440;38;28;lou reed
3440;38;29;royksopp
3440;38;30;hercules and love affair
3440;38;31;iggy pop
3440;38;32;blonde redhead
3440;38;33;metallica
3440;38;34;supertramp
3440;38;35;daft punk
3440;38;36;guns n roses
3440;38;37;the rolling stones
3440;38;38;fatboy slim
3441;13;1;sonata arctica
3441;13;2;john mayer
3441;13;3;myslovitz
3441;13;4;tori amos
3441;13;5;joe satriani
3441;13;6;happysad
3441;13;7;incubus
3441;13;8;pidżama porno
3441;13;9;soundtrack
3441;13;10;danny elfman
3441;13;11;boys like girls
3441;13;12;cat power
3441;13;13;lamb
3442;38;1;alice in chains
3442;38;2;the cardigans
3442;38;3;the knife
3442;38;4;morphine
3442;38;5;pearl jam
3442;38;6;soundgarden
3442;38;7;ramones
3442;38;8;the white stripes
3442;38;9;belle and sebastian
3442;38;10;norah jones
3442;38;11;manu chao
3442;38;12;stone temple pilots
3442;38;13;death cab for cutie
3442;38;14;nirvana
3442;38;15;pink floyd
3442;38;16;pixies
3442;38;17;queens of the stone age
3442;38;18;cat power
3442;38;19;the new pornographers
3442;38;20;jose gonzalez
3442;38;21;gnarls barkley
3442;38;22;hot chip
3442;38;23;the smashing pumpkins
3442;38;24;babyshambles
3442;38;25;the killers
3442;38;26;arctic monkeys
3442;38;27;my chemical romance
3442;38;28;audioslave
3442;38;29;bjork
3442;38;30;broken social scene
3442;38;31;portishead
3442;38;32;red hot chili peppers
3442;38;33;led zeppelin
3442;38;34;james blunt
3442;38;35;franz ferdinand
3442;38;36;jefferson airplane
3442;38;37;air
3442;38;38;nick drake
3443;31;1;johnny cash
3443;31;2;him
3443;31;3;cradle of filth
3443;31;4;the used
3443;31;5;queen
3443;31;6;stone sour
3443;31;7;babyshambles
3443;31;8;tenacious d
3443;31;9;stone temple pilots
3443;31;10;nirvana
3443;31;11;the libertines
3443;31;12;rage against the machine
3443;31;13;faith no more
3443;31;14;billy talent
3443;31;15;marilyn manson
3443;31;16;my chemical romance
3443;31;17;rammstein
3443;31;18;linkin park
3443;31;19;john mayer
3443;31;20;bob marley
3443;31;21;slipknot
3443;31;22;robbie williams
3443;31;23;the rolling stones
3443;31;24;limp bizkit
3443;31;25;eminem
3443;31;26;type o negative
3443;31;27;lamb of god
3443;31;28;elvis presley
3443;31;29;the strokes
3443;31;30;paramore
3443;31;31;2pac
3444;13;1;tori amos
3444;13;2;regina spektor
3444;13;3;mirah
3444;13;4;jem
3444;13;5;a fine frenzy
3444;13;6;ani difranco
3444;13;7;anna ternheim
3444;13;8;metric
3444;13;9;frank zappa
3444;13;10;rilo kiley
3444;13;11;joanna newsom
3444;13;12;the dresden dolls
3444;13;13;m. ward
3445;21;1;paramore
3445;21;2;the pussycat dolls
3445;21;3;mariah carey
3445;21;4;jordin sparks
3445;21;5;a fine frenzy
3445;21;6;britney spears
3445;21;7;miley cyrus
3445;21;8;jennifer lopez
3445;21;9;the veronicas
3445;21;10;kylie minogue
3445;21;11;christina aguilera
3445;21;12;various artists
3445;21;13;madonna
3445;21;14;taylor swift
3445;21;15;katy perry
3445;21;16;ashlee simpson
3445;21;17;rihanna
3445;21;18;kelly clarkson
3445;21;19;jonas brothers
3445;21;20;lady gaga
3445;21;21;mike oldfield
3446;15;1;chris brown
3446;15;2;michael jackson
3446;15;3;leona lewis
3446;15;4;alicia keys
3446;15;5;rihanna
3446;15;6;kanye west
3446;15;7;timbaland
3446;15;8;t.i.
3446;15;9;jay-z
3446;15;10;sean paul
3446;15;11;sade
3446;15;12;jordin sparks
3446;15;13;janet jackson
3446;15;14;missy elliott
3446;15;15;notorious b.i.g.
3447;13;1;bon jovi
3447;13;2;joe satriani
3447;13;3;van halen
3447;13;4;megadeth
3447;13;5;dream theater
3447;13;6;the beatles
3447;13;7;angra
3447;13;8;motley crue
3447;13;9;lynyrd skynyrd
3447;13;10;metallica
3447;13;11;aerosmith
3447;13;12;deep purple
3447;13;13;skid row
3448;4;1;the doors
3448;4;2;die apokalyptischen reiter
3448;4;3;tool
3448;4;4;amon amarth
3449;21;1;311
3449;21;2;bob marley
3449;21;3;limp bizkit
3449;21;4;skillet
3449;21;5;korn
3449;21;6;p.o.d.
3449;21;7;system of a down
3449;21;8;red hot chili peppers
3449;21;9;incubus
3449;21;10;flyleaf
3449;21;11;nas
3449;21;12;nirvana
3449;21;13;chevelle
3449;21;14;less than jake
3449;21;15;bad religion
3449;21;16;seether
3449;21;17;disturbed
3449;21;18;adema
3449;21;19;rage against the machine
3449;21;20;breaking benjamin
3449;21;21;matisyahu
3450;14;1;norther
3450;14;2;joe satriani
3450;14;3;soundgarden
3450;14;4;paramore
3450;14;5;korpiklaani
3450;14;6;slipknot
3450;14;7;disturbed
3450;14;8;audioslave
3450;14;9;eluveitie
3450;14;10;soilwork
3450;14;11;red hot chili peppers
3450;14;12;foo fighters
3450;14;13;pendulum
3450;14;14;iron maiden
